GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,AdjEM,Overtime,Winner,Result,Score.D,,
37,18-Mar-12,2012,2,WS,F,1,Michigan St.,B10,65,27.87,,Michigan St.,F,4,,
37,18-Mar-12,2012,2,WS,U,9,Saint Louis,CUSA,61,21.2,,Michigan St.,F,4,,
38,18-Mar-12,2012,2,WS,F,7,Florida,SEC,84,22.47,,Florida,F,34,,
38,18-Mar-12,2012,2,WS,U,15,Norfolk St.,MEAC,50,-1.82,,Florida,F,34,,
39,17-Mar-12,2012,2,WS,F,4,Louisville,CUSA,59,20.67,,Louisville,F,3,,
39,17-Mar-12,2012,2,WS,U,5,New Mexico,MWC,56,19.45,,Louisville,F,3,,
40,17-Mar-12,2012,2,WS,F,3,Marquette,CUSA,62,20.22,,Marquette,F,9,,
40,17-Mar-12,2012,2,WS,U,6,Murray St.,OVC,53,15.34,,Marquette,F,9,,
41,17-Mar-12,2012,2,EN,F,1,Syracuse,BE,75,26.04,,Syracuse,F,16,,
41,17-Mar-12,2012,2,EN,U,8,Kansas St.,B12,59,17.52,,Syracuse,F,16,,
42,17-Mar-12,2012,2,EN,F,4,Wisconsin,B10,60,24.09,,Wisconsin,F,3,,
42,17-Mar-12,2012,2,EN,U,5,Vanderbilt,SEC,57,20.9,,Wisconsin,F,3,,
43,18-Mar-12,2012,2,EN,F,3,Florida St.,ACC,56,17.14,,Cincinnati,U,-6,,
43,18-Mar-12,2012,2,EN,U,6,Cincinnati,CUSA,62,16.03,,Cincinnati,U,-6,,
44,17-Mar-12,2012,2,EN,F,2,Ohio St.,B10,73,30.07,,Ohio St.,F,7,,
44,17-Mar-12,2012,2,EN,U,7,Gonzaga,WCC,66,18.39,,Ohio St.,F,7,,
45,18-Mar-12,2012,2,ES,F,1,North Carolina,ACC,87,25.44,,North Carolina,F,14,,
45,18-Mar-12,2012,2,ES,U,8,Creighton,MVC,73,16.47,,North Carolina,F,14,,
46,18-Mar-12,2012,2,ES,F,12,South Florida,CUSA,56,13.13,,Ohio,U,-6,,
46,18-Mar-12,2012,2,ES,U,13,Ohio,MAC,62,11.88,,Ohio,U,-6,,
47,18-Mar-12,2012,2,ES,F,3,Georgetown,BE,63,21.05,,North Carolina St.,U,-3,,
47,18-Mar-12,2012,2,ES,U,11,North Carolina St.,ACC,66,14.22,,North Carolina St.,U,-3,,
48,18-Mar-12,2012,2,ES,F,2,Kansas,B12,63,26.91,,Kansas,F,3,,
48,18-Mar-12,2012,2,ES,U,10,Purdue,B10,60,16.25,,Kansas,F,3,,
49,23-Mar-12,2012,3,WN,F,1,Kentucky,SEC,102,32.59,,Kentucky,F,12,,
49,23-Mar-12,2012,3,WN,U,4,Indiana,B10,90,22.55,,Kentucky,F,12,,
50,23-Mar-12,2012,3,WN,F,3,Baylor,B12,75,21.29,,Baylor,F,5,,
50,23-Mar-12,2012,3,WN,U,10,Xavier,A10,70,12.59,,Baylor,F,5,,
51,22-Mar-12,2012,3,WS,F,1,Michigan St.,B10,44,27.87,,Louisville,U,-13,,
51,22-Mar-12,2012,3,WS,U,4,Louisville,CUSA,57,20.67,,Louisville,U,-13,,
52,22-Mar-12,2012,3,WS,F,7,Florida,SEC,68,22.47,,Florida,F,10,,
52,22-Mar-12,2012,3,WS,U,3,Marquette,CUSA,58,20.22,,Florida,F,10,,
53,22-Mar-12,2012,3,EN,F,1,Syracuse,BE,64,26.04,,Syracuse,F,1,,
53,22-Mar-12,2012,3,EN,U,4,Wisconsin,B10,63,24.09,,Syracuse,F,1,,
54,22-Mar-12,2012,3,EN,F,2,Ohio St.,B10,81,30.07,,Ohio St.,F,15,,
54,22-Mar-12,2012,3,EN,U,6,Cincinnati,CUSA,66,16.03,,Ohio St.,F,15,,
55,23-Mar-12,2012,3,ES,F,1,North Carolina,ACC,73,25.44,1 OT,North Carolina,F,8,,
55,23-Mar-12,2012,3,ES,U,13,Ohio,MAC,65,11.88,1 OT,North Carolina,F,8,,
56,23-Mar-12,2012,3,ES,F,2,Kansas,B12,60,26.91,,Kansas,F,3,,
56,23-Mar-12,2012,3,ES,U,11,North Carolina St.,ACC,57,14.22,,Kansas,F,3,,
57,25-Mar-12,2012,4,WN,F,1,Kentucky,SEC,82,32.59,,Kentucky,F,12,,
57,25-Mar-12,2012,4,WN,U,3,Baylor,B12,70,21.29,,Kentucky,F,12,,
58,24-Mar-12,2012,4,WS,F,7,Florida,SEC,68,22.47,,Louisville,U,-4,,
58,24-Mar-12,2012,4,WS,U,4,Louisville,CUSA,72,20.67,,Louisville,U,-4,,
59,24-Mar-12,2012,4,EN,F,2,Ohio St.,B10,77,30.07,,Ohio St.,F,7,,
59,24-Mar-12,2012,4,EN,U,1,Syracuse,BE,70,26.04,,Ohio St.,F,7,,
60,25-Mar-12,2012,4,ES,F,2,Kansas,B12,80,26.91,,Kansas,F,13,,
60,25-Mar-12,2012,4,ES,U,1,North Carolina,ACC,67,25.44,,Kansas,F,13,,
61,31-Mar-12,2012,5,W4,F,1,Kentucky,SEC,69,32.59,,Kentucky,F,8,,
61,31-Mar-12,2012,5,W4,U,4,Louisville,CUSA,61,20.67,,Kentucky,F,8,,
62,31-Mar-12,2012,5,E4,F,2,Ohio St.,B10,62,30.07,,Kansas,U,-2,,
62,31-Mar-12,2012,5,E4,U,2,Kansas,B12,64,26.91,,Kansas,U,-2,,
63,2-Apr-12,2012,6,Championship,F,1,Kentucky,SEC,67,32.59,,Kentucky,F,8,,
63,2-Apr-12,2012,6,Championship,U,2,Kansas,B12,59,26.91,,Kentucky,F,8,,
-4,20-Mar-13,2013,PI,EN,F,16,James Madison,CAA,68,-0.92,,James Madison,F,13,,
-4,20-Mar-13,2013,PI,EN,U,16,LIU Brooklyn,NEC,55,-2.13,,James Madison,F,13,,
-3,19-Mar-13,2013,PI,WS,F,11,Saint Mary's,WCC,67,19.33,,Saint Mary's,F,13,,
-3,19-Mar-13,2013,PI,WS,U,11,Middle Tennessee,SB,54,14.77,,Saint Mary's,F,13,,
-2,19-Mar-13,2013,PI,WS,F,16,North Carolina A&T,MEAC,73,-5.3,,North Carolina A&T,F,1,,
-2,19-Mar-13,2013,PI,WS,U,16,Liberty,BSth,72,-9.38,,North Carolina A&T,F,1,,
-1,20-Mar-13,2013,PI,WN,F,13,La Salle,A10,80,13.89,,La Salle,F,9,,
-1,20-Mar-13,2013,PI,WN,U,13,Boise St.,WAC,71,13.54,,La Salle,F,9,,
1,21-Mar-13,2013,1,WN,F,1,Louisville,CUSA,79,32.92,,Louisville,F,31,,
1,21-Mar-13,2013,1,WN,U,16,North Carolina A&T,MEAC,48,-5.3,,Louisville,F,31,,
2,21-Mar-13,2013,1,WN,F,8,Colorado St.,MWC,84,19.12,,Colorado St.,F,12,,
2,21-Mar-13,2013,1,WN,U,9,Missouri,B12,72,18.53,,Colorado St.,F,12,,
3,21-Mar-13,2013,1,WN,F,5,Oklahoma St.,B12,55,18.69,,Oregon,U,-13,,
3,21-Mar-13,2013,1,WN,U,12,Oregon,P10,68,16.78,,Oregon,U,-13,,
4,21-Mar-13,2013,1,WN,F,4,Saint Louis,CUSA,64,20.01,,Saint Louis,F,20,,
4,21-Mar-13,2013,1,WN,U,13,New Mexico St.,SB,44,7.68,,Saint Louis,F,20,,
5,21-Mar-13,2013,1,WN,F,11,Saint Mary's,WCC,52,19.33,,Memphis,U,-2,,
5,21-Mar-13,2013,1,WN,U,6,Memphis,CUSA,54,16.33,,Memphis,U,-2,,
6,21-Mar-13,2013,1,WN,F,3,Michigan St.,B10,65,24.17,,Michigan St.,F,11,,
6,21-Mar-13,2013,1,WN,U,14,Valparaiso,MCon,54,11.42,,Michigan St.,F,11,,
7,22-Mar-13,2013,1,WN,F,7,Creighton,MVC,67,21.75,,Creighton,F,4,,
7,22-Mar-13,2013,1,WN,U,10,Cincinnati,CUSA,63,15.57,,Creighton,F,4,,
8,22-Mar-13,2013,1,WN,F,2,Duke,ACC,73,26.98,,Duke,F,12,,
8,22-Mar-13,2013,1,WN,U,15,Albany,AE,61,1.36,,Duke,F,12,,
9,21-Mar-13,2013,1,WS,F,1,Gonzaga,WCC,64,27.81,,Gonzaga,F,6,,
9,21-Mar-13,2013,1,WS,U,16,Southern,SWAC,58,0.5,,Gonzaga,F,6,,
10,21-Mar-13,2013,1,WS,F,8,Pittsburgh,BE,55,24.08,,Wichita St.,U,-18,,
10,21-Mar-13,2013,1,WS,U,9,Wichita St.,MVC,73,20.31,,Wichita St.,U,-18,,
11,22-Mar-13,2013,1,WS,F,5,Wisconsin,B10,46,22.57,,Mississippi,U,-11,,
11,22-Mar-13,2013,1,WS,U,12,Mississippi,SEC,57,16.95,,Mississippi,U,-11,,
12,22-Mar-13,2013,1,WS,F,4,Kansas St.,B12,61,18.16,,La Salle,U,-2,,
12,22-Mar-13,2013,1,WS,U,13,La Salle,A10,63,13.89,,La Salle,U,-2,,
13,21-Mar-13,2013,1,WS,F,6,Arizona,P10,81,21.88,,Arizona,F,17,,
13,21-Mar-13,2013,1,WS,U,11,Belmont,ASun,64,14.92,,Arizona,F,17,,
14,21-Mar-13,2013,1,WS,F,3,New Mexico,MWC,62,19.02,,Harvard,U,-6,,
14,21-Mar-13,2013,1,WS,U,14,Harvard,Ivy,68,7.07,,Harvard,U,-6,,
15,22-Mar-13,2013,1,WS,F,10,Iowa St.,B12,76,17.63,,Iowa St.,F,18,,
15,22-Mar-13,2013,1,WS,U,7,Notre Dame,BE,58,16.65,,Iowa St.,F,18,,
16,22-Mar-13,2013,1,WS,F,2,Ohio St.,B10,95,25.42,,Ohio St.,F,25,,
16,22-Mar-13,2013,1,WS,U,15,Iona,MAAC,70,7.45,,Ohio St.,F,25,,
17,22-Mar-13,2013,1,EN,F,1,Kansas,B12,64,25.23,,Kansas,F,7,,
17,22-Mar-13,2013,1,EN,U,16,Western Kentucky,SB,57,-0.41,,Kansas,F,7,,
18,22-Mar-13,2013,1,EN,F,8,North Carolina,ACC,78,17.14,,North Carolina,F,7,,
18,22-Mar-13,2013,1,EN,U,9,Villanova,BE,71,13.57,,North Carolina,F,7,,
19,21-Mar-13,2013,1,EN,F,5,VCU,CAA,88,20.28,,VCU,F,46,,
19,21-Mar-13,2013,1,EN,U,12,Akron,MAC,42,11.52,,VCU,F,46,,
20,21-Mar-13,2013,1,EN,F,4,Michigan,B10,71,27.86,,Michigan,F,15,,
20,21-Mar-13,2013,1,EN,U,13,South Dakota St.,ind,56,6.79,,Michigan,F,15,,
21,22-Mar-13,2013,1,EN,F,11,Minnesota,B10,83,19.85,,Minnesota,F,20,,
21,22-Mar-13,2013,1,EN,U,6,UCLA,P10,63,14.53,,Minnesota,F,20,,
22,22-Mar-13,2013,1,EN,F,3,Florida,SEC,79,31.18,,Florida,F,32,,
22,22-Mar-13,2013,1,EN,U,14,Northwestern St.,Slnd,47,2.82,,Florida,F,32,,
23,22-Mar-13,2013,1,EN,F,7,San Diego St.,MWC,70,17.43,,San Diego St.,F,15,,
23,22-Mar-13,2013,1,EN,U,10,Oklahoma,B12,55,13.8,,San Diego St.,F,15,,
24,22-Mar-13,2013,1,EN,F,2,Georgetown,BE,68,21.24,,Florida Gulf Coast,U,-10,,
24,22-Mar-13,2013,1,EN,U,15,Florida Gulf Coast,ASun,78,6.27,,Florida Gulf Coast,U,-10,,
25,22-Mar-13,2013,1,ES,F,1,Indiana,B10,83,29.31,,Indiana,F,21,,
25,22-Mar-13,2013,1,ES,U,16,James Madison,CAA,62,-0.92,,Indiana,F,21,,
26,22-Mar-13,2013,1,ES,F,8,North Carolina St.,ACC,72,16.99,,Temple,U,-4,,
26,22-Mar-13,2013,1,ES,U,9,Temple,A10,76,12.67,,Temple,U,-4,,
27,21-Mar-13,2013,1,ES,F,5,UNLV,MWC,61,16.07,,California,U,-3,,
27,21-Mar-13,2013,1,ES,U,12,California,P10,64,13.11,,California,U,-3,,
28,21-Mar-13,2013,1,ES,F,4,Syracuse,BE,81,24.83,,Syracuse,F,47,,
28,21-Mar-13,2013,1,ES,U,13,Montana,BSky,34,2.14,,Syracuse,F,47,,
29,21-Mar-13,2013,1,ES,F,6,Butler,Horz,68,15.41,,Butler,F,12,,
29,21-Mar-13,2013,1,ES,U,11,Bucknell,Pat,56,12.72,,Butler,F,12,,
30,21-Mar-13,2013,1,ES,F,3,Marquette,CUSA,59,18.32,,Marquette,F,1,,
30,21-Mar-13,2013,1,ES,U,14,Davidson,SC,58,11.36,,Marquette,F,1,,
31,22-Mar-13,2013,1,ES,F,7,Illinois,B10,57,15.82,,Illinois,F,8,,
31,22-Mar-13,2013,1,ES,U,10,Colorado,B12,49,14.62,,Illinois,F,8,,
32,22-Mar-13,2013,1,ES,F,2,Miami FL,BE,78,22.37,,Miami FL,F,29,,
32,22-Mar-13,2013,1,ES,U,15,Pacific,BW,49,3.96,,Miami FL,F,29,,
33,23-Mar-13,2013,2,WN,F,1,Louisville,CUSA,82,32.92,,Louisville,F,26,,
33,23-Mar-13,2013,2,WN,U,8,Colorado St.,MWC,56,19.12,,Louisville,F,26,,
34,23-Mar-13,2013,2,WN,F,4,Saint Louis,CUSA,57,20.01,,Oregon,U,-17,,
34,23-Mar-13,2013,2,WN,U,12,Oregon,P10,74,16.78,,Oregon,U,-17,,
35,23-Mar-13,2013,2,WN,F,3,Michigan St.,B10,70,24.17,,Michigan St.,F,22,,
35,23-Mar-13,2013,2,WN,U,6,Memphis,CUSA,48,16.33,,Michigan St.,F,22,,
36,24-Mar-13,2013,2,WN,F,2,Duke,ACC,66,26.98,,Duke,F,16,,
36,24-Mar-13,2013,2,WN,U,7,Creighton,MVC,50,21.75,,Duke,F,16,,
37,23-Mar-13,2013,2,WS,F,1,Gonzaga,WCC,70,27.81,,Wichita St.,U,-6,,
37,23-Mar-13,2013,2,WS,U,9,Wichita St.,MVC,76,20.31,,Wichita St.,U,-6,,
38,24-Mar-13,2013,2,WS,F,12,Mississippi,SEC,74,16.95,,La Salle,U,-2,,
38,24-Mar-13,2013,2,WS,U,13,La Salle,A10,76,13.89,,La Salle,U,-2,,
39,23-Mar-13,2013,2,WS,F,6,Arizona,P10,74,21.88,,Arizona,F,23,,
39,23-Mar-13,2013,2,WS,U,14,Harvard,Ivy,51,7.07,,Arizona,F,23,,
40,24-Mar-13,2013,2,WS,F,2,Ohio St.,B10,78,25.42,,Ohio St.,F,3,,
40,24-Mar-13,2013,2,WS,U,10,Iowa St.,B12,75,17.63,,Ohio St.,F,3,,
41,24-Mar-13,2013,2,EN,F,1,Kansas,B12,70,25.23,,Kansas,F,12,,
41,24-Mar-13,2013,2,EN,U,8,North Carolina,ACC,58,17.14,,Kansas,F,12,,
42,24-Mar-13,2013,2,EN,F,7,San Diego St.,MWC,71,17.43,,Florida Gulf Coast,U,-10,,
42,24-Mar-13,2013,2,EN,U,15,Florida Gulf Coast,ASun,81,6.27,,Florida Gulf Coast,U,-10,,
43,23-Mar-13,2013,2,EN,F,4,Michigan,B10,78,27.86,,Michigan,F,25,,
43,23-Mar-13,2013,2,EN,U,5,VCU,CAA,53,20.28,,Michigan,F,25,,
44,24-Mar-13,2013,2,EN,F,3,Florida,SEC,78,31.18,,Florida,F,14,,
44,24-Mar-13,2013,2,EN,U,11,Minnesota,B10,64,19.85,,Florida,F,14,,
45,24-Mar-13,2013,2,ES,F,1,Indiana,B10,58,29.31,,Indiana,F,6,,
45,24-Mar-13,2013,2,ES,U,9,Temple,A10,52,12.67,,Indiana,F,6,,
46,23-Mar-13,2013,2,ES,F,4,Syracuse,BE,66,24.83,,Syracuse,F,6,,
46,23-Mar-13,2013,2,ES,U,12,California,P10,60,13.11,,Syracuse,F,6,,
47,23-Mar-13,2013,2,ES,F,3,Marquette,CUSA,74,18.32,,Marquette,F,2,,
47,23-Mar-13,2013,2,ES,U,6,Butler,Horz,72,15.41,,Marquette,F,2,,
48,24-Mar-13,2013,2,ES,F,2,Miami FL,BE,63,22.37,,Miami FL,F,4,,
48,24-Mar-13,2013,2,ES,U,7,Illinois,B10,59,15.82,,Miami FL,F,4,,
49,29-Mar-13,2013,3,WN,F,1,Louisville,CUSA,77,32.92,,Louisville,F,8,,
49,29-Mar-13,2013,3,WN,U,12,Oregon,P10,69,16.78,,Louisville,F,8,,
50,29-Mar-13,2013,3,WN,F,2,Duke,ACC,71,26.98,,Duke,F,10,,
50,29-Mar-13,2013,3,WN,U,3,Michigan St.,B10,61,24.17,,Duke,F,10,,
51,28-Mar-13,2013,3,WS,F,2,Ohio St.,B10,73,25.42,,Ohio St.,F,3,,
51,28-Mar-13,2013,3,WS,U,6,Arizona,P10,70,21.88,,Ohio St.,F,3,,
52,28-Mar-13,2013,3,WS,F,9,Wichita St.,MVC,72,20.31,,Wichita St.,F,14,,
52,28-Mar-13,2013,3,WS,U,13,La Salle,A10,58,13.89,,Wichita St.,F,14,,
53,29-Mar-13,2013,3,EN,F,4,Michigan,B10,87,27.86,1 OT,Michigan,F,2,,
53,29-Mar-13,2013,3,EN,U,1,Kansas,B12,85,25.23,1 OT,Michigan,F,2,,
54,29-Mar-13,2013,3,EN,F,3,Florida,SEC,62,31.18,,Florida,F,12,,
54,29-Mar-13,2013,3,EN,U,15,Florida Gulf Coast,ASun,50,6.27,,Florida,F,12,,
55,28-Mar-13,2013,3,ES,F,1,Indiana,B10,50,29.31,,Syracuse,U,-11,,
55,28-Mar-13,2013,3,ES,U,4,Syracuse,BE,61,24.83,,Syracuse,U,-11,,
56,28-Mar-13,2013,3,ES,F,2,Miami FL,BE,61,22.37,,Marquette,U,-10,,
56,28-Mar-13,2013,3,ES,U,3,Marquette,CUSA,71,18.32,,Marquette,U,-10,,
57,31-Mar-13,2013,4,WN,F,1,Louisville,CUSA,85,32.92,,Louisville,F,22,,
57,31-Mar-13,2013,4,WN,U,2,Duke,ACC,63,26.98,,Louisville,F,22,,
58,30-Mar-13,2013,4,WS,F,2,Ohio St.,B10,66,25.42,,Wichita St.,U,-4,,
58,30-Mar-13,2013,4,WS,U,9,Wichita St.,MVC,70,20.31,,Wichita St.,U,-4,,
59,31-Mar-13,2013,4,EN,F,3,Florida,SEC,59,31.18,,Michigan,U,-20,,
59,31-Mar-13,2013,4,EN,U,4,Michigan,B10,79,27.86,,Michigan,U,-20,,
60,30-Mar-13,2013,4,ES,F,4,Syracuse,BE,55,24.83,,Syracuse,F,16,,
60,30-Mar-13,2013,4,ES,U,3,Marquette,CUSA,39,18.32,,Syracuse,F,16,,
61,6-Apr-13,2013,5,W4,F,1,Louisville,CUSA,72,32.92,,Louisville,F,4,,
61,6-Apr-13,2013,5,W4,U,9,Wichita St.,MVC,68,20.31,,Louisville,F,4,,
62,6-Apr-13,2013,5,E4,F,4,Michigan,B10,61,27.86,,Michigan,F,5,,
62,6-Apr-13,2013,5,E4,U,4,Syracuse,BE,56,24.83,,Michigan,F,5,,
63,8-Apr-13,2013,6,Championship,F,1,Louisville,CUSA,82,32.92,,Louisville,F,6,,
63,8-Apr-13,2013,6,Championship,U,4,Michigan,B10,76,27.86,,Louisville,F,6,,
-4,19-Mar-14,2014,PI,WS,F,11,Tennessee,SEC,78,23.69,1 OT,Tennessee,F,13,,
-4,19-Mar-14,2014,PI,WS,U,11,Iowa,B10,65,20.44,1 OT,Tennessee,F,13,,
-3,18-Mar-14,2014,PI,WS,F,12,Xavier,A10,59,13.11,,North Carolina St.,U,-15,,
-3,18-Mar-14,2014,PI,WS,U,12,North Carolina St.,ACC,74,11.6,,North Carolina St.,U,-15,,
-2,19-Mar-14,2014,PI,WS,F,16,Cal Poly,BW,81,-0.82,,Cal Poly,F,12,,
-2,19-Mar-14,2014,PI,WS,U,16,Texas Southern,SWAC,69,-7.49,,Cal Poly,F,12,,
-1,18-Mar-14,2014,PI,ES,F,16,Albany,AE,71,-1.04,,Albany,F,7,,
-1,18-Mar-14,2014,PI,ES,U,16,Mount St. Mary's,NEC,64,-3.96,,Albany,F,7,,
1,20-Mar-14,2014,1,WN,F,1,Florida,SEC,67,28.57,,Florida,F,12,,
1,20-Mar-14,2014,1,WN,U,16,Albany,AE,55,-1.04,,Florida,F,12,,
2,20-Mar-14,2014,1,WN,F,9,Pittsburgh,BE,77,21.89,,Pittsburgh,F,29,,
2,20-Mar-14,2014,1,WN,U,8,Colorado,B12,48,11.2,,Pittsburgh,F,29,,
3,21-Mar-14,2014,1,WN,F,5,VCU,CAA,75,19.8,1 OT,Stephen F. Austin,U,-2,,
3,21-Mar-14,2014,1,WN,U,12,Stephen F. Austin,Slnd,77,10.83,1 OT,Stephen F. Austin,U,-2,,
4,21-Mar-14,2014,1,WN,F,4,UCLA,P10,76,22.53,,UCLA,F,17,,
4,21-Mar-14,2014,1,WN,U,13,Tulsa,WAC,59,8.93,,UCLA,F,17,,
5,20-Mar-14,2014,1,WN,F,6,Ohio St.,B10,59,21.3,,Dayton,U,-1,,
5,20-Mar-14,2014,1,WN,U,11,Dayton,A10,60,14.25,,Dayton,U,-1,,
6,20-Mar-14,2014,1,WN,F,3,Syracuse,BE,77,21.62,,Syracuse,F,24,,
6,20-Mar-14,2014,1,WN,U,14,Western Michigan,MAC,53,3.36,,Syracuse,F,24,,
7,21-Mar-14,2014,1,WN,F,7,New Mexico,MWC,53,17.15,,Stanford,U,-5,,
7,21-Mar-14,2014,1,WN,U,10,Stanford,P10,58,16.06,,Stanford,U,-5,,
8,21-Mar-14,2014,1,WN,F,2,Kansas,B12,80,24.6,,Kansas,F,11,,
8,21-Mar-14,2014,1,WN,U,15,Eastern Kentucky,OVC,69,3.96,,Kansas,F,11,,
9,21-Mar-14,2014,1,WS,F,1,Virginia,ACC,70,26.46,,Virginia,F,11,,
9,21-Mar-14,2014,1,WS,U,16,Coastal Carolina,BSth,59,-4.98,,Virginia,F,11,,
10,21-Mar-14,2014,1,WS,F,8,Memphis,CUSA,71,15.22,,Memphis,F,5,,
10,21-Mar-14,2014,1,WS,U,9,George Washington,A10,66,13.82,,Memphis,F,5,,
11,20-Mar-14,2014,1,WS,F,5,Cincinnati,CUSA,57,19.24,,Harvard,U,-4,,
11,20-Mar-14,2014,1,WS,U,12,Harvard,Ivy,61,17.58,,Harvard,U,-4,,
12,20-Mar-14,2014,1,WS,F,4,Michigan St.,B10,93,23.92,,Michigan St.,F,15,,
12,20-Mar-14,2014,1,WS,U,13,Delaware,CAA,78,5.83,,Michigan St.,F,15,,
13,21-Mar-14,2014,1,WS,F,6,North Carolina,ACC,79,18.44,,North Carolina,F,2,,
13,21-Mar-14,2014,1,WS,U,11,Providence,BE,77,13.81,,North Carolina,F,2,,
14,21-Mar-14,2014,1,WS,F,3,Iowa St.,B12,93,21.07,,Iowa St.,F,18,,
14,21-Mar-14,2014,1,WS,U,14,North Carolina Central,ind,75,7.98,,Iowa St.,F,18,,
15,20-Mar-14,2014,1,WS,F,7,Connecticut,BE,89,22.13,1 OT,Connecticut,F,8,,
15,20-Mar-14,2014,1,WS,U,10,Saint Joseph's,A10,81,12.93,1 OT,Connecticut,F,8,,
16,20-Mar-14,2014,1,WS,F,2,Villanova,BE,73,23.68,,Villanova,F,20,,
16,20-Mar-14,2014,1,WS,U,15,Milwaukee,Horz,53,0.08,,Villanova,F,20,,
17,21-Mar-14,2014,1,EN,F,1,Arizona,P10,68,30.11,,Arizona,F,9,,
17,21-Mar-14,2014,1,EN,U,16,Weber St.,BSky,59,-0.62,,Arizona,F,9,,
18,21-Mar-14,2014,1,EN,F,9,Oklahoma St.,B12,77,20.98,,Gonzaga,U,-8,,
18,21-Mar-14,2014,1,EN,U,8,Gonzaga,WCC,85,20.14,,Gonzaga,U,-8,,
19,20-Mar-14,2014,1,EN,F,5,Oklahoma,B12,75,17.9,1 OT,North Dakota St.,U,-5,,
19,20-Mar-14,2014,1,EN,U,12,North Dakota St.,ind,80,11.76,1 OT,North Dakota St.,U,-5,,
20,20-Mar-14,2014,1,EN,F,4,San Diego St.,MWC,73,20.38,1 OT,San Diego St.,F,4,,
20,20-Mar-14,2014,1,EN,U,13,New Mexico St.,SB,69,10.54,1 OT,San Diego St.,F,4,,
21,21-Mar-14,2014,1,EN,F,6,Baylor,B12,74,19.39,,Baylor,F,14,,
21,21-Mar-14,2014,1,EN,U,11,Nebraska,B12,60,12.64,,Baylor,F,14,,
22,21-Mar-14,2014,1,EN,F,3,Creighton,MVC,76,21.72,,Creighton,F,10,,
22,21-Mar-14,2014,1,EN,U,14,Lafayette,Pat,66,-6.43,,Creighton,F,10,,
23,20-Mar-14,2014,1,EN,F,7,Oregon,P10,87,19.02,,Oregon,F,19,,
23,20-Mar-14,2014,1,EN,U,10,BYU,MWC,68,13.77,,Oregon,F,19,,
24,20-Mar-14,2014,1,EN,F,2,Wisconsin,B10,75,25.89,,Wisconsin,F,40,,
24,20-Mar-14,2014,1,EN,U,15,American,Pat,35,4.57,,Wisconsin,F,40,,
25,21-Mar-14,2014,1,ES,F,1,Wichita St.,MVC,64,25.36,,Wichita St.,F,27,,
25,21-Mar-14,2014,1,ES,U,16,Cal Poly,BW,37,-0.82,,Wichita St.,F,27,,
26,21-Mar-14,2014,1,ES,F,8,Kentucky,SEC,56,22.55,,Kentucky,F,7,,
26,21-Mar-14,2014,1,ES,U,9,Kansas St.,B12,49,14.1,,Kentucky,F,7,,
27,20-Mar-14,2014,1,ES,F,5,Saint Louis,CUSA,83,15.72,1 OT,Saint Louis,F,3,,
27,20-Mar-14,2014,1,ES,U,12,North Carolina St.,ACC,80,11.6,1 OT,Saint Louis,F,3,,
28,20-Mar-14,2014,1,ES,F,4,Louisville,CUSA,71,30.41,,Louisville,F,7,,
28,20-Mar-14,2014,1,ES,U,13,Manhattan,MAAC,64,10.21,,Louisville,F,7,,
29,21-Mar-14,2014,1,ES,F,11,Tennessee,SEC,86,23.69,,Tennessee,F,19,,
29,21-Mar-14,2014,1,ES,U,6,Massachusetts,A10,67,13.46,,Tennessee,F,19,,
30,21-Mar-14,2014,1,ES,F,3,Duke,ACC,71,24.25,,Mercer,U,-7,,
30,21-Mar-14,2014,1,ES,U,14,Mercer,ASun,78,8.34,,Mercer,U,-7,,
31,20-Mar-14,2014,1,ES,F,10,Arizona St.,P10,85,14.82,,Texas,U,-2,,
31,20-Mar-14,2014,1,ES,U,7,Texas,B12,87,14.52,,Texas,U,-2,,
32,20-Mar-14,2014,1,ES,F,2,Michigan,B10,57,23.44,,Michigan,F,17,,
32,20-Mar-14,2014,1,ES,U,15,Wofford,SC,40,-1.94,,Michigan,F,17,,
33,22-Mar-14,2014,2,WN,F,1,Florida,SEC,61,28.57,,Florida,F,16,,
33,22-Mar-14,2014,2,WN,U,9,Pittsburgh,BE,45,21.89,,Florida,F,16,,
34,23-Mar-14,2014,2,WN,F,4,UCLA,P10,77,22.53,,UCLA,F,17,,
34,23-Mar-14,2014,2,WN,U,12,Stephen F. Austin,Slnd,60,10.83,,UCLA,F,17,,
35,22-Mar-14,2014,2,WN,F,3,Syracuse,BE,53,21.62,,Dayton,U,-2,,
35,22-Mar-14,2014,2,WN,U,11,Dayton,A10,55,14.25,,Dayton,U,-2,,
36,23-Mar-14,2014,2,WN,F,2,Kansas,B12,57,24.6,,Stanford,U,-3,,
36,23-Mar-14,2014,2,WN,U,10,Stanford,P10,60,16.06,,Stanford,U,-3,,
37,23-Mar-14,2014,2,WS,F,1,Virginia,ACC,78,26.46,,Virginia,F,18,,
37,23-Mar-14,2014,2,WS,U,8,Memphis,CUSA,60,15.22,,Virginia,F,18,,
38,22-Mar-14,2014,2,WS,F,4,Michigan St.,B10,80,23.92,,Michigan St.,F,7,,
38,22-Mar-14,2014,2,WS,U,12,Harvard,Ivy,73,17.58,,Michigan St.,F,7,,
39,23-Mar-14,2014,2,WS,F,3,Iowa St.,B12,85,21.07,,Iowa St.,F,2,,
