GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,AdjEM,Overtime,Winner,Result,Score.D,,
24,21-Mar-08,2008,1,EN,U,15,Austin Peay,OVC,54,-0.3,,Texas,F,20,,
25,20-Mar-08,2008,1,ES,F,1,UCLA,P10,70,29.94,,UCLA,F,41,,
25,20-Mar-08,2008,1,ES,U,16,Mississippi Valley St.,SWAC,29,-15.21,,UCLA,F,41,,
26,20-Mar-08,2008,1,ES,F,9,Texas A&M,B12,67,19.93,,Texas A&M,F,5,,
26,20-Mar-08,2008,1,ES,U,8,BYU,MWC,62,15.76,,Texas A&M,F,5,,
27,21-Mar-08,2008,1,ES,F,5,Drake,MVC,99,21.46,1 OT,Western Kentucky,U,-2,,
27,21-Mar-08,2008,1,ES,U,12,Western Kentucky,SB,101,14.6,1 OT,Western Kentucky,U,-2,,
28,21-Mar-08,2008,1,ES,F,4,Connecticut,BE,69,18.9,1 OT,San Diego,U,-1,,
28,21-Mar-08,2008,1,ES,U,13,San Diego,WCC,70,4.64,1 OT,San Diego,U,-1,,
29,20-Mar-08,2008,1,ES,F,6,Purdue,B10,90,18.3,,Purdue,F,11,,
29,20-Mar-08,2008,1,ES,U,11,Baylor,B12,79,14.82,,Purdue,F,11,,
30,20-Mar-08,2008,1,ES,F,3,Xavier,A10,73,22.05,,Xavier,F,12,,
30,20-Mar-08,2008,1,ES,U,14,Georgia,SEC,61,8.08,,Xavier,F,12,,
31,20-Mar-08,2008,1,ES,F,7,West Virginia,BE,75,21.29,,West Virginia,F,10,,
31,20-Mar-08,2008,1,ES,U,10,Arizona,P10,65,19.14,,West Virginia,F,10,,
32,20-Mar-08,2008,1,ES,F,2,Duke,ACC,71,26.4,,Duke,F,1,,
32,20-Mar-08,2008,1,ES,U,15,Belmont,ASun,70,3.53,,Duke,F,1,,
33,23-Mar-08,2008,2,WN,F,1,North Carolina,ACC,108,30.22,,North Carolina,F,31,,
33,23-Mar-08,2008,2,WN,U,9,Arkansas,SEC,77,15.19,,North Carolina,F,31,,
34,22-Mar-08,2008,2,WN,F,4,Washington St.,P10,61,24.32,,Washington St.,F,20,,
34,22-Mar-08,2008,2,WN,U,5,Notre Dame,BE,41,19.07,,Washington St.,F,20,,
35,23-Mar-08,2008,2,WN,F,3,Louisville,CUSA,78,25.41,,Louisville,F,30,,
35,23-Mar-08,2008,2,WN,U,6,Oklahoma,B12,48,14.47,,Louisville,F,30,,
36,23-Mar-08,2008,2,WN,F,2,Tennessee,SEC,76,22.17,1 OT,Tennessee,F,5,,
36,23-Mar-08,2008,2,WN,U,7,Butler,Horz,71,19.97,1 OT,Tennessee,F,5,,
37,22-Mar-08,2008,2,WS,F,1,Kansas,B12,75,35.21,,Kansas,F,19,,
37,22-Mar-08,2008,2,WS,U,8,UNLV,MWC,56,13.71,,Kansas,F,19,,
38,23-Mar-08,2008,2,WS,F,12,Villanova,BE,84,14.21,,Villanova,F,12,,
38,23-Mar-08,2008,2,WS,U,13,Siena,MAAC,72,7.99,,Villanova,F,12,,
39,22-Mar-08,2008,2,WS,F,3,Wisconsin,B10,72,26.68,,Wisconsin,F,17,,
39,22-Mar-08,2008,2,WS,U,11,Kansas St.,B12,55,18.9,,Wisconsin,F,17,,
40,23-Mar-08,2008,2,WS,F,2,Georgetown,BE,70,25.56,,Davidson,U,-4,,
40,23-Mar-08,2008,2,WS,U,10,Davidson,SC,74,23.61,,Davidson,U,-4,,
41,23-Mar-08,2008,2,EN,F,1,Memphis,CUSA,77,31.51,,Memphis,F,3,,
41,23-Mar-08,2008,2,EN,U,8,Mississippi St.,SEC,74,16.77,,Memphis,F,3,,
42,22-Mar-08,2008,2,EN,F,5,Michigan St.,B10,65,21.15,,Michigan St.,F,11,,
42,22-Mar-08,2008,2,EN,U,4,Pittsburgh,BE,54,19.91,,Michigan St.,F,11,,
43,22-Mar-08,2008,2,EN,F,3,Stanford,P10,82,22.75,1 OT,Stanford,F,1,,
43,22-Mar-08,2008,2,EN,U,6,Marquette,CUSA,81,22.16,1 OT,Stanford,F,1,,
44,23-Mar-08,2008,2,EN,F,2,Texas,B12,75,25.09,,Texas,F,3,,
44,23-Mar-08,2008,2,EN,U,7,Miami FL,BE,72,15.38,,Texas,F,3,,
45,22-Mar-08,2008,2,ES,F,1,UCLA,P10,53,29.94,,UCLA,F,4,,
45,22-Mar-08,2008,2,ES,U,9,Texas A&M,B12,49,19.93,,UCLA,F,4,,
46,23-Mar-08,2008,2,ES,F,12,Western Kentucky,SB,72,14.6,,Western Kentucky,F,9,,
46,23-Mar-08,2008,2,ES,U,13,San Diego,WCC,63,4.64,,Western Kentucky,F,9,,
47,22-Mar-08,2008,2,ES,F,3,Xavier,A10,85,22.05,,Xavier,F,7,,
47,22-Mar-08,2008,2,ES,U,6,Purdue,B10,78,18.3,,Xavier,F,7,,
48,22-Mar-08,2008,2,ES,F,2,Duke,ACC,67,26.4,,West Virginia,U,-6,,
48,22-Mar-08,2008,2,ES,U,7,West Virginia,BE,73,21.29,,West Virginia,U,-6,,
49,27-Mar-08,2008,3,WN,F,1,North Carolina,ACC,68,30.22,,North Carolina,F,21,,
49,27-Mar-08,2008,3,WN,U,4,Washington St.,P10,47,24.32,,North Carolina,F,21,,
50,27-Mar-08,2008,3,WN,F,3,Louisville,CUSA,79,25.41,,Louisville,F,19,,
50,27-Mar-08,2008,3,WN,U,2,Tennessee,SEC,60,22.17,,Louisville,F,19,,
51,28-Mar-08,2008,3,WS,F,1,Kansas,B12,72,35.21,,Kansas,F,15,,
51,28-Mar-08,2008,3,WS,U,12,Villanova,BE,57,14.21,,Kansas,F,15,,
52,28-Mar-08,2008,3,WS,F,3,Wisconsin,B10,56,26.68,,Davidson,U,-17,,
52,28-Mar-08,2008,3,WS,U,10,Davidson,SC,73,23.61,,Davidson,U,-17,,
53,28-Mar-08,2008,3,EN,F,1,Memphis,CUSA,92,31.51,,Memphis,F,18,,
53,28-Mar-08,2008,3,EN,U,5,Michigan St.,B10,74,21.15,,Memphis,F,18,,
54,28-Mar-08,2008,3,EN,F,2,Texas,B12,82,25.09,,Texas,F,20,,
54,28-Mar-08,2008,3,EN,U,3,Stanford,P10,62,22.75,,Texas,F,20,,
55,27-Mar-08,2008,3,ES,F,1,UCLA,P10,88,29.94,,UCLA,F,10,,
55,27-Mar-08,2008,3,ES,U,12,Western Kentucky,SB,78,14.6,,UCLA,F,10,,
56,27-Mar-08,2008,3,ES,F,3,Xavier,A10,79,22.05,1 OT,Xavier,F,4,,
56,27-Mar-08,2008,3,ES,U,7,West Virginia,BE,75,21.29,1 OT,Xavier,F,4,,
57,29-Mar-08,2008,4,WN,F,1,North Carolina,ACC,83,30.22,,North Carolina,F,10,,
57,29-Mar-08,2008,4,WN,U,3,Louisville,CUSA,73,25.41,,North Carolina,F,10,,
58,30-Mar-08,2008,4,WS,F,1,Kansas,B12,59,35.21,,Kansas,F,2,,
58,30-Mar-08,2008,4,WS,U,10,Davidson,SC,57,23.61,,Kansas,F,2,,
59,30-Mar-08,2008,4,EN,F,1,Memphis,CUSA,85,31.51,,Memphis,F,18,,
59,30-Mar-08,2008,4,EN,U,2,Texas,B12,67,25.09,,Memphis,F,18,,
60,29-Mar-08,2008,4,ES,F,1,UCLA,P10,76,29.94,,UCLA,F,19,,
60,29-Mar-08,2008,4,ES,U,3,Xavier,A10,57,22.05,,UCLA,F,19,,
61,5-Apr-08,2008,5,W4,F,1,Kansas,B12,84,35.21,,Kansas,F,18,,
61,5-Apr-08,2008,5,W4,U,1,North Carolina,ACC,66,30.22,,Kansas,F,18,,
62,5-Apr-08,2008,5,E4,F,1,Memphis,CUSA,78,31.51,,Memphis,F,15,,
62,5-Apr-08,2008,5,E4,U,1,UCLA,P10,63,29.94,,Memphis,F,15,,
63,7-Apr-08,2008,6,Championship,F,1,Kansas,B12,75,35.21,1 OT,Kansas,F,7,,
63,7-Apr-08,2008,6,Championship,U,1,Memphis,CUSA,68,31.51,1 OT,Kansas,F,7,,
-1,17-Mar-09,2009,PI,WS,F,16,Morehead St.,OVC,58,0.76,,Morehead St.,F,15,,
-1,17-Mar-09,2009,PI,WS,U,16,Alabama St.,SWAC,43,-2.97,,Morehead St.,F,15,,
1,20-Mar-09,2009,1,WN,F,1,Louisville,CUSA,74,26.06,,Louisville,F,20,,
1,20-Mar-09,2009,1,WN,U,16,Morehead St.,OVC,54,0.76,,Louisville,F,20,,
2,20-Mar-09,2009,1,WN,F,8,Ohio St.,B10,72,16.34,2 OT,Siena,U,-2,,
2,20-Mar-09,2009,1,WN,U,9,Siena,MAAC,74,11.93,2 OT,Siena,U,-2,,
3,20-Mar-09,2009,1,WN,F,5,Utah,MWC,71,17.8,,Arizona,U,-13,,
3,20-Mar-09,2009,1,WN,U,12,Arizona,P10,84,15.96,,Arizona,U,-13,,
4,20-Mar-09,2009,1,WN,F,4,Wake Forest,ACC,69,18.88,,Cleveland St.,U,-15,,
4,20-Mar-09,2009,1,WN,U,13,Cleveland St.,Horz,84,11.96,,Cleveland St.,U,-15,,
5,20-Mar-09,2009,1,WN,F,6,West Virginia,BE,60,24.21,,Dayton,U,-8,,
5,20-Mar-09,2009,1,WN,U,11,Dayton,A10,68,10.23,,Dayton,U,-8,,
6,20-Mar-09,2009,1,WN,F,3,Kansas,B12,84,23.83,,Kansas,F,10,,
6,20-Mar-09,2009,1,WN,U,14,North Dakota St.,ind,74,12.29,,Kansas,F,10,,
7,20-Mar-09,2009,1,WN,F,10,USC,P10,72,18.26,,USC,F,17,,
7,20-Mar-09,2009,1,WN,U,7,Boston College,BE,55,11.2,,USC,F,17,,
8,20-Mar-09,2009,1,WN,F,2,Michigan St.,B10,77,24.37,,Michigan St.,F,15,,
8,20-Mar-09,2009,1,WN,U,15,Robert Morris,NEC,62,1.49,,Michigan St.,F,15,,
9,19-Mar-09,2009,1,WS,F,1,Connecticut,BE,103,29.25,,Connecticut,F,56,,
9,19-Mar-09,2009,1,WS,U,16,Chattanooga,SC,47,-4.04,,Connecticut,F,56,,
10,19-Mar-09,2009,1,WS,F,8,BYU,MWC,66,20.1,,Texas A&M,U,-13,,
10,19-Mar-09,2009,1,WS,U,9,Texas A&M,B12,79,15.01,,Texas A&M,U,-13,,
11,19-Mar-09,2009,1,WS,F,5,Purdue,B10,61,21.84,,Purdue,F,5,,
11,19-Mar-09,2009,1,WS,U,12,Northern Iowa,MVC,56,9.7,,Purdue,F,5,,
12,19-Mar-09,2009,1,WS,F,4,Washington,P10,71,22.09,,Washington,F,13,,
12,19-Mar-09,2009,1,WS,U,13,Mississippi St.,SEC,58,11.55,,Washington,F,13,,
13,20-Mar-09,2009,1,WS,F,6,Marquette,CUSA,58,21.02,,Marquette,F,1,,
13,20-Mar-09,2009,1,WS,U,11,Utah St.,BW,57,15.12,,Marquette,F,1,,
14,20-Mar-09,2009,1,WS,F,3,Missouri,B12,78,24.81,,Missouri,F,19,,
14,20-Mar-09,2009,1,WS,U,14,Cornell,Ivy,59,5.23,,Missouri,F,19,,
15,19-Mar-09,2009,1,WS,F,7,California,P10,71,17.37,,Maryland,U,-13,,
15,19-Mar-09,2009,1,WS,U,10,Maryland,ACC,84,13.55,,Maryland,U,-13,,
16,19-Mar-09,2009,1,WS,F,2,Memphis,CUSA,81,28.67,,Memphis,F,11,,
16,19-Mar-09,2009,1,WS,U,15,Cal St. Northridge,BW,70,5.18,,Memphis,F,11,,
17,20-Mar-09,2009,1,EN,F,1,Pittsburgh,BE,72,28.96,,Pittsburgh,F,10,,
17,20-Mar-09,2009,1,EN,U,16,East Tennessee St.,SC,62,5.67,,Pittsburgh,F,10,,
18,20-Mar-09,2009,1,EN,F,8,Oklahoma St.,B12,77,18.33,,Oklahoma St.,F,2,,
18,20-Mar-09,2009,1,EN,U,9,Tennessee,SEC,75,16.48,,Oklahoma St.,F,2,,
19,20-Mar-09,2009,1,EN,F,12,Wisconsin,B10,61,17.62,1 OT,Wisconsin,F,2,,
19,20-Mar-09,2009,1,EN,U,5,Florida St.,ACC,59,15.76,1 OT,Wisconsin,F,2,,
20,20-Mar-09,2009,1,EN,F,4,Xavier,A10,77,20.24,,Xavier,F,18,,
20,20-Mar-09,2009,1,EN,U,13,Portland St.,BSky,59,4.04,,Xavier,F,18,,
21,19-Mar-09,2009,1,EN,F,6,UCLA,P10,65,23.93,,UCLA,F,1,,
21,19-Mar-09,2009,1,EN,U,11,VCU,CAA,64,13.62,,UCLA,F,1,,
22,19-Mar-09,2009,1,EN,F,3,Villanova,BE,80,23.89,,Villanova,F,13,,
22,19-Mar-09,2009,1,EN,U,14,American,Pat,67,4.7,,Villanova,F,13,,
23,19-Mar-09,2009,1,EN,F,7,Texas,B12,76,19.65,,Texas,F,14,,
23,19-Mar-09,2009,1,EN,U,10,Minnesota,B10,62,15.43,,Texas,F,14,,
24,19-Mar-09,2009,1,EN,F,2,Duke,ACC,86,24.31,,Duke,F,24,,
24,19-Mar-09,2009,1,EN,U,15,Binghamton,AE,62,-0.98,,Duke,F,24,,
25,19-Mar-09,2009,1,ES,F,1,North Carolina,ACC,101,31.14,,North Carolina,F,43,,
25,19-Mar-09,2009,1,ES,U,16,Radford,BSth,58,-0.86,,North Carolina,F,43,,
26,19-Mar-09,2009,1,ES,F,9,Butler,Horz,71,15.78,,LSU,U,-4,,
26,19-Mar-09,2009,1,ES,U,8,LSU,SEC,75,14.86,,LSU,U,-4,,
27,19-Mar-09,2009,1,ES,F,5,Illinois,B10,72,18.72,,Western Kentucky,U,-4,,
27,19-Mar-09,2009,1,ES,U,12,Western Kentucky,SB,76,8.1,,Western Kentucky,U,-4,,
28,19-Mar-09,2009,1,ES,F,4,Gonzaga,WCC,77,24.51,,Gonzaga,F,13,,
28,19-Mar-09,2009,1,ES,U,13,Akron,MAC,64,6.9,,Gonzaga,F,13,,
29,20-Mar-09,2009,1,ES,F,6,Arizona St.,P10,66,23.03,,Arizona St.,F,9,,
29,20-Mar-09,2009,1,ES,U,11,Temple,A10,57,14.38,,Arizona St.,F,9,,
30,20-Mar-09,2009,1,ES,F,3,Syracuse,BE,59,22.21,,Syracuse,F,15,,
30,20-Mar-09,2009,1,ES,U,14,Stephen F. Austin,Slnd,44,6.52,,Syracuse,F,15,,
31,19-Mar-09,2009,1,ES,F,7,Clemson,ACC,59,19.62,,Michigan,U,-3,,
31,19-Mar-09,2009,1,ES,U,10,Michigan,B10,62,14.75,,Michigan,U,-3,,
32,19-Mar-09,2009,1,ES,F,2,Oklahoma,B12,82,24.59,,Oklahoma,F,28,,
32,19-Mar-09,2009,1,ES,U,15,Morgan St.,MEAC,54,0.99,,Oklahoma,F,28,,
33,22-Mar-09,2009,2,WN,F,1,Louisville,CUSA,79,26.06,,Louisville,F,7,,
33,22-Mar-09,2009,2,WN,U,9,Siena,MAAC,72,11.93,,Louisville,F,7,,
34,22-Mar-09,2009,2,WN,F,12,Arizona,P10,71,15.96,,Arizona,F,14,,
34,22-Mar-09,2009,2,WN,U,13,Cleveland St.,Horz,57,11.96,,Arizona,F,14,,
35,22-Mar-09,2009,2,WN,F,3,Kansas,B12,60,23.83,,Kansas,F,17,,
35,22-Mar-09,2009,2,WN,U,11,Dayton,A10,43,10.23,,Kansas,F,17,,
36,22-Mar-09,2009,2,WN,F,2,Michigan St.,B10,74,24.37,,Michigan St.,F,5,,
36,22-Mar-09,2009,2,WN,U,10,USC,P10,69,18.26,,Michigan St.,F,5,,
37,21-Mar-09,2009,2,WS,F,1,Connecticut,BE,92,29.25,,Connecticut,F,26,,
37,21-Mar-09,2009,2,WS,U,9,Texas A&M,B12,66,15.01,,Connecticut,F,26,,
38,21-Mar-09,2009,2,WS,F,4,Washington,P10,74,22.09,,Purdue,U,-2,,
38,21-Mar-09,2009,2,WS,U,5,Purdue,B10,76,21.84,,Purdue,U,-2,,
39,22-Mar-09,2009,2,WS,F,3,Missouri,B12,83,24.81,,Missouri,F,4,,
39,22-Mar-09,2009,2,WS,U,6,Marquette,CUSA,79,21.02,,Missouri,F,4,,
40,21-Mar-09,2009,2,WS,F,2,Memphis,CUSA,89,28.67,,Memphis,F,19,,
40,21-Mar-09,2009,2,WS,U,10,Maryland,ACC,70,13.55,,Memphis,F,19,,
41,22-Mar-09,2009,2,EN,F,1,Pittsburgh,BE,84,28.96,,Pittsburgh,F,8,,
41,22-Mar-09,2009,2,EN,U,8,Oklahoma St.,B12,76,18.33,,Pittsburgh,F,8,,
42,22-Mar-09,2009,2,EN,F,4,Xavier,A10,60,20.24,,Xavier,F,11,,
42,22-Mar-09,2009,2,EN,U,12,Wisconsin,B10,49,17.62,,Xavier,F,11,,
43,21-Mar-09,2009,2,EN,F,6,UCLA,P10,69,23.93,,Villanova,U,-20,,
43,21-Mar-09,2009,2,EN,U,3,Villanova,BE,89,23.89,,Villanova,U,-20,,
44,21-Mar-09,2009,2,EN,F,2,Duke,ACC,74,24.31,,Duke,F,5,,
44,21-Mar-09,2009,2,EN,U,7,Texas,B12,69,19.65,,Duke,F,5,,
45,21-Mar-09,2009,2,ES,F,1,North Carolina,ACC,84,31.14,,North Carolina,F,14,,
45,21-Mar-09,2009,2,ES,U,8,LSU,SEC,70,14.86,,North Carolina,F,14,,
46,21-Mar-09,2009,2,ES,F,4,Gonzaga,WCC,83,24.51,,Gonzaga,F,2,,
46,21-Mar-09,2009,2,ES,U,12,Western Kentucky,SB,81,8.1,,Gonzaga,F,2,,
47,22-Mar-09,2009,2,ES,F,6,Arizona St.,P10,67,23.03,,Syracuse,U,-11,,
47,22-Mar-09,2009,2,ES,U,3,Syracuse,BE,78,22.21,,Syracuse,U,-11,,
48,21-Mar-09,2009,2,ES,F,2,Oklahoma,B12,73,24.59,,Oklahoma,F,10,,
48,21-Mar-09,2009,2,ES,U,10,Michigan,B10,63,14.75,,Oklahoma,F,10,,
49,27-Mar-09,2009,3,WN,F,1,Louisville,CUSA,103,26.06,,Louisville,F,39,,
49,27-Mar-09,2009,3,WN,U,12,Arizona,P10,64,15.96,,Louisville,F,39,,
50,27-Mar-09,2009,3,WN,F,2,Michigan St.,B10,67,24.37,,Michigan St.,F,5,,
50,27-Mar-09,2009,3,WN,U,3,Kansas,B12,62,23.83,,Michigan St.,F,5,,
51,26-Mar-09,2009,3,WS,F,1,Connecticut,BE,72,29.25,,Connecticut,F,12,,
51,26-Mar-09,2009,3,WS,U,5,Purdue,B10,60,21.84,,Connecticut,F,12,,
52,26-Mar-09,2009,3,WS,F,2,Memphis,CUSA,91,28.67,,Missouri,U,-11,,
52,26-Mar-09,2009,3,WS,U,3,Missouri,B12,102,24.81,,Missouri,U,-11,,
53,26-Mar-09,2009,3,EN,F,1,Pittsburgh,BE,60,28.96,,Pittsburgh,F,5,,
53,26-Mar-09,2009,3,EN,U,4,Xavier,A10,55,20.24,,Pittsburgh,F,5,,
54,26-Mar-09,2009,3,EN,F,2,Duke,ACC,54,24.31,,Villanova,U,-23,,
54,26-Mar-09,2009,3,EN,U,3,Villanova,BE,77,23.89,,Villanova,U,-23,,
55,27-Mar-09,2009,3,ES,F,1,North Carolina,ACC,98,31.14,,North Carolina,F,21,,
55,27-Mar-09,2009,3,ES,U,4,Gonzaga,WCC,77,24.51,,North Carolina,F,21,,
56,27-Mar-09,2009,3,ES,F,2,Oklahoma,B12,84,24.59,,Oklahoma,F,13,,
56,27-Mar-09,2009,3,ES,U,3,Syracuse,BE,71,22.21,,Oklahoma,F,13,,
57,29-Mar-09,2009,4,WN,F,1,Louisville,CUSA,52,26.06,,Michigan St.,U,-12,,
57,29-Mar-09,2009,4,WN,U,2,Michigan St.,B10,64,24.37,,Michigan St.,U,-12,,
58,28-Mar-09,2009,4,WS,F,1,Connecticut,BE,82,29.25,,Connecticut,F,7,,
58,28-Mar-09,2009,4,WS,U,3,Missouri,B12,75,24.81,,Connecticut,F,7,,
59,28-Mar-09,2009,4,EN,F,1,Pittsburgh,BE,76,28.96,,Villanova,U,-2,,
59,28-Mar-09,2009,4,EN,U,3,Villanova,BE,78,23.89,,Villanova,U,-2,,
60,29-Mar-09,2009,4,ES,F,1,North Carolina,ACC,72,31.14,,North Carolina,F,12,,
60,29-Mar-09,2009,4,ES,U,2,Oklahoma,B12,60,24.59,,North Carolina,F,12,,
61,4-Apr-09,2009,5,W4,F,1,Connecticut,BE,73,29.25,,Michigan St.,U,-9,,
61,4-Apr-09,2009,5,W4,U,2,Michigan St.,B10,82,24.37,,Michigan St.,U,-9,,
62,4-Apr-09,2009,5,E4,F,1,North Carolina,ACC,83,31.14,,North Carolina,F,14,,
62,4-Apr-09,2009,5,E4,U,3,Villanova,BE,69,23.89,,North Carolina,F,14,,
63,6-Apr-09,2009,6,Championship,F,1,North Carolina,ACC,89,31.14,,North Carolina,F,17,,
63,6-Apr-09,2009,6,Championship,U,2,Michigan St.,B10,72,24.37,,North Carolina,F,17,,
-1,16-Mar-10,2010,PI,ES,F,16,Winthrop,BSth,44,-5.63,,Arkansas Pine Bluff,U,-17,,
-1,16-Mar-10,2010,PI,ES,U,16,Arkansas Pine Bluff,SWAC,61,-6.44,,Arkansas Pine Bluff,U,-17,,
1,18-Mar-10,2010,1,WN,F,1,Kansas,B12,90,31.85,,Kansas,F,16,,
1,18-Mar-10,2010,1,WN,U,16,Lehigh,Pat,74,-0.97,,Kansas,F,16,,
2,18-Mar-10,2010,1,WN,F,9,Northern Iowa,MVC,69,18.87,,Northern Iowa,F,3,,
2,18-Mar-10,2010,1,WN,U,8,UNLV,MWC,66,16.56,,Northern Iowa,F,3,,
3,19-Mar-10,2010,1,WN,F,5,Michigan St.,B10,70,20.13,,Michigan St.,F,3,,
3,19-Mar-10,2010,1,WN,U,12,New Mexico St.,SB,67,6.03,,Michigan St.,F,3,,
4,19-Mar-10,2010,1,WN,F,4,Maryland,ACC,89,22.37,,Maryland,F,12,,
4,19-Mar-10,2010,1,WN,U,13,Houston,CUSA,77,8.79,,Maryland,F,12,,
5,18-Mar-10,2010,1,WN,F,6,Tennessee,SEC,62,18.5,,Tennessee,F,3,,
5,18-Mar-10,2010,1,WN,U,11,San Diego St.,MWC,59,16.58,,Tennessee,F,3,,
6,18-Mar-10,2010,1,WN,F,3,Georgetown,BE,83,22.64,,Ohio,U,-14,,
6,18-Mar-10,2010,1,WN,U,14,Ohio,MAC,97,8.25,,Ohio,U,-14,,
7,19-Mar-10,2010,1,WN,F,10,Georgia Tech,ACC,64,18.22,,Georgia Tech,F,5,,
7,19-Mar-10,2010,1,WN,U,7,Oklahoma St.,B12,59,16.72,,Georgia Tech,F,5,,
8,19-Mar-10,2010,1,WN,F,2,Ohio St.,B10,68,24.99,,Ohio St.,F,17,,
8,19-Mar-10,2010,1,WN,U,15,UC Santa Barbara,BW,51,2.11,,Ohio St.,F,17,,
9,19-Mar-10,2010,1,WS,F,1,Syracuse,BE,79,27.62,,Syracuse,F,23,,
9,19-Mar-10,2010,1,WS,U,16,Vermont,AE,56,3.08,,Syracuse,F,23,,
10,19-Mar-10,2010,1,WS,F,9,Florida St.,ACC,60,18.02,,Gonzaga,U,-7,,
10,19-Mar-10,2010,1,WS,U,8,Gonzaga,WCC,67,16.14,,Gonzaga,U,-7,,
11,18-Mar-10,2010,1,WS,F,5,Butler,Horz,77,22.45,,Butler,F,18,,
11,18-Mar-10,2010,1,WS,U,12,UTEP,WAC,59,16.53,,Butler,F,18,,
12,18-Mar-10,2010,1,WS,F,4,Vanderbilt,SEC,65,17.54,,Murray St.,U,-1,,
12,18-Mar-10,2010,1,WS,U,13,Murray St.,OVC,66,15.06,,Murray St.,U,-1,,
13,19-Mar-10,2010,1,WS,F,6,Xavier,A10,65,20.87,,Xavier,F,11,,
13,19-Mar-10,2010,1,WS,U,11,Minnesota,B10,54,17.97,,Xavier,F,11,,
14,19-Mar-10,2010,1,WS,F,3,Pittsburgh,BE,89,18.66,,Pittsburgh,F,23,,
14,19-Mar-10,2010,1,WS,U,14,Oakland,MCon,66,3.19,,Pittsburgh,F,23,,
15,18-Mar-10,2010,1,WS,F,7,BYU,MWC,99,23.27,2 OT,BYU,F,7,,
15,18-Mar-10,2010,1,WS,U,10,Florida,SEC,92,15.23,2 OT,BYU,F,7,,
16,18-Mar-10,2010,1,WS,F,2,Kansas St.,B12,82,25.52,,Kansas St.,F,20,,
16,18-Mar-10,2010,1,WS,U,15,North Texas,SB,62,-0.47,,Kansas St.,F,20,,
17,18-Mar-10,2010,1,EN,F,1,Kentucky,SEC,100,26.54,,Kentucky,F,29,,
17,18-Mar-10,2010,1,EN,U,16,East Tennessee St.,SC,71,2.47,,Kentucky,F,29,,
18,18-Mar-10,2010,1,EN,F,8,Texas,B12,80,20.75,1 OT,Wake Forest,U,-1,,
18,18-Mar-10,2010,1,EN,U,9,Wake Forest,ACC,81,14.12,1 OT,Wake Forest,U,-1,,
19,19-Mar-10,2010,1,EN,F,5,Temple,A10,65,20.12,,Cornell,U,-13,,
19,19-Mar-10,2010,1,EN,U,12,Cornell,Ivy,78,15.92,,Cornell,U,-13,,
20,19-Mar-10,2010,1,EN,F,4,Wisconsin,B10,53,23.56,,Wisconsin,F,4,,
20,19-Mar-10,2010,1,EN,U,13,Wofford,SC,49,10.12,,Wisconsin,F,4,,
21,18-Mar-10,2010,1,EN,F,6,Marquette,CUSA,78,19.65,,Washington,U,-2,,
21,18-Mar-10,2010,1,EN,U,11,Washington,P10,80,18.19,,Washington,U,-2,,
22,18-Mar-10,2010,1,EN,F,3,New Mexico,MWC,62,16.18,,New Mexico,F,5,,
22,18-Mar-10,2010,1,EN,U,14,Montana,BSky,57,8.08,,New Mexico,F,5,,
23,19-Mar-10,2010,1,EN,F,10,Missouri,B12,86,19.99,,Missouri,F,8,,
23,19-Mar-10,2010,1,EN,U,7,Clemson,ACC,78,19.28,,Missouri,F,8,,
24,19-Mar-10,2010,1,EN,F,2,West Virginia,BE,77,25.54,,West Virginia,F,27,,
24,19-Mar-10,2010,1,EN,U,15,Morgan St.,MEAC,50,1.58,,West Virginia,F,27,,
25,19-Mar-10,2010,1,ES,F,1,Duke,ACC,73,33.29,,Duke,F,29,,
25,19-Mar-10,2010,1,ES,U,16,Arkansas Pine Bluff,SWAC,44,-6.44,,Duke,F,29,,
26,19-Mar-10,2010,1,ES,F,8,California,P10,77,22.15,,California,F,15,,
26,19-Mar-10,2010,1,ES,U,9,Louisville,CUSA,62,16.91,,California,F,15,,
27,19-Mar-10,2010,1,ES,F,5,Texas A&M,B12,69,21.33,,Texas A&M,F,16,,
27,19-Mar-10,2010,1,ES,U,12,Utah St.,BW,53,19.9,,Texas A&M,F,16,,
28,19-Mar-10,2010,1,ES,F,4,Purdue,B10,72,22.05,,Purdue,F,8,,
28,19-Mar-10,2010,1,ES,U,13,Siena,MAAC,64,13.86,,Purdue,F,8,,
29,18-Mar-10,2010,1,ES,F,6,Notre Dame,BE,50,17.71,,Old Dominion,U,-1,,
29,18-Mar-10,2010,1,ES,U,11,Old Dominion,CAA,51,17.51,,Old Dominion,U,-1,,
30,18-Mar-10,2010,1,ES,F,3,Baylor,B12,68,24.95,,Baylor,F,9,,
30,18-Mar-10,2010,1,ES,U,14,Sam Houston St.,Slnd,59,7.42,,Baylor,F,9,,
31,18-Mar-10,2010,1,ES,F,10,Saint Mary's,WCC,80,18.59,,Saint Mary's,F,9,,
31,18-Mar-10,2010,1,ES,U,7,Richmond,A10,71,15.01,,Saint Mary's,F,9,,
32,18-Mar-10,2010,1,ES,F,2,Villanova,BE,73,21.24,1 OT,Villanova,F,3,,
32,18-Mar-10,2010,1,ES,U,15,Robert Morris,NEC,70,-0.97,1 OT,Villanova,F,3,,
33,20-Mar-10,2010,2,WN,F,1,Kansas,B12,67,31.85,,Northern Iowa,U,-2,,
