GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,Winner,Result
30,21-Mar-2013,2013,1,D,F,3,Marquette,Big East,59,Marquette,F
30,21-Mar-2013,2013,1,D,U,14,Davidson,A-10,58,Marquette,F
31,22-Mar-2013,2013,1,D,F,7,Illinois,Big Ten,57,Illinois,F
31,22-Mar-2013,2013,1,D,U,10,Colorado,Pac-12,49,Illinois,F
32,22-Mar-2013,2013,1,D,F,2,Miami (FL),ACC,78,Miami (FL),F
32,22-Mar-2013,2013,1,D,U,15,Pacific,WCC,49,Miami (FL),F
33,23-Mar-2013,2013,2,A,F,1,Louisville,ACC,82,Louisville,F
33,23-Mar-2013,2013,2,A,U,8,Colorado State,MWC,56,Louisville,F
34,23-Mar-2013,2013,2,A,F,4,Saint Louis,A-10,57,Oregon,U
34,23-Mar-2013,2013,2,A,U,12,Oregon,Pac-12,74,Oregon,U
35,23-Mar-2013,2013,2,A,F,3,Michigan State,Big Ten,70,Michigan State,F
35,23-Mar-2013,2013,2,A,U,6,Memphis,AAC,48,Michigan State,F
36,24-Mar-2013,2013,2,A,F,2,Duke,ACC,66,Duke,F
36,24-Mar-2013,2013,2,A,U,7,Creighton,Big East,50,Duke,F
37,23-Mar-2013,2013,2,B,F,1,Gonzaga,WCC,70,Wichita State,U
37,23-Mar-2013,2013,2,B,U,9,Wichita State,AAC,76,Wichita State,U
38,24-Mar-2013,2013,2,B,F,12,Mississippi,SEC,74,La Salle,U
38,24-Mar-2013,2013,2,B,U,13,La Salle,A-10,76,La Salle,U
39,23-Mar-2013,2013,2,B,F,6,Arizona,Pac-12,74,Arizona,F
39,23-Mar-2013,2013,2,B,U,14,Harvard,Ivy,51,Arizona,F
40,24-Mar-2013,2013,2,B,F,2,Ohio State,Big Ten,78,Ohio State,F
40,24-Mar-2013,2013,2,B,U,10,Iowa State,Big 12,75,Ohio State,F
41,24-Mar-2013,2013,2,C,F,1,Kansas,Big 12,70,Kansas,F
41,24-Mar-2013,2013,2,C,U,8,North Carolina,ACC,58,Kansas,F
42,24-Mar-2013,2013,2,C,F,7,San Diego State,MWC,71,Florida Gulf Coast,U
42,24-Mar-2013,2013,2,C,U,15,Florida Gulf Coast,A-Sun,81,Florida Gulf Coast,U
43,23-Mar-2013,2013,2,C,F,4,Michigan,Big Ten,78,Michigan,F
43,23-Mar-2013,2013,2,C,U,5,Virginia Commonwealth,A-10,53,Michigan,F
44,24-Mar-2013,2013,2,C,F,3,Florida,SEC,78,Florida,F
44,24-Mar-2013,2013,2,C,U,11,Minnesota,Big Ten,64,Florida,F
45,24-Mar-2013,2013,2,D,F,1,Indiana,Big Ten,58,Indiana,F
45,24-Mar-2013,2013,2,D,U,9,Temple,AAC,52,Indiana,F
46,23-Mar-2013,2013,2,D,F,4,Syracuse,ACC,66,Syracuse,F
46,23-Mar-2013,2013,2,D,U,12,University of California,Pac-12,60,Syracuse,F
47,23-Mar-2013,2013,2,D,F,3,Marquette,Big East,74,Marquette,F
47,23-Mar-2013,2013,2,D,U,6,Butler,Big East,72,Marquette,F
48,24-Mar-2013,2013,2,D,F,2,Miami (FL),ACC,63,Miami (FL),F
48,24-Mar-2013,2013,2,D,U,7,Illinois,Big Ten,59,Miami (FL),F
49,29-Mar-2013,2013,3,A,F,1,Louisville,ACC,77,Louisville,F
49,29-Mar-2013,2013,3,A,U,12,Oregon,Pac-12,69,Louisville,F
50,29-Mar-2013,2013,3,A,F,2,Duke,ACC,71,Duke,F
50,29-Mar-2013,2013,3,A,U,3,Michigan State,Big Ten,61,Duke,F
51,28-Mar-2013,2013,3,B,F,2,Ohio State,Big Ten,73,Ohio State,F
51,28-Mar-2013,2013,3,B,U,6,Arizona,Pac-12,70,Ohio State,F
52,28-Mar-2013,2013,3,B,F,9,Wichita State,AAC,72,Wichita State,F
52,28-Mar-2013,2013,3,B,U,13,La Salle,A-10,58,Wichita State,F
53,29-Mar-2013,2013,3,C,F,1,Kansas,Big 12,85,Michigan,U
53,29-Mar-2013,2013,3,C,U,4,Michigan,Big Ten,87,Michigan,U
54,29-Mar-2013,2013,3,C,F,3,Florida,SEC,62,Florida,F
54,29-Mar-2013,2013,3,C,U,15,Florida Gulf Coast,A-Sun,50,Florida,F
55,28-Mar-2013,2013,3,D,F,1,Indiana,Big Ten,50,Syracuse,U
55,28-Mar-2013,2013,3,D,U,4,Syracuse,ACC,61,Syracuse,U
56,28-Mar-2013,2013,3,D,F,2,Miami (FL),ACC,61,Marquette,U
56,28-Mar-2013,2013,3,D,U,3,Marquette,Big East,71,Marquette,U
57,31-Mar-2013,2013,4,A,F,1,Louisville,ACC,85,Louisville,F
57,31-Mar-2013,2013,4,A,U,2,Duke,ACC,63,Louisville,F
58,30-Mar-2013,2013,4,B,F,2,Ohio State,Big Ten,66,Wichita State,U
58,30-Mar-2013,2013,4,B,U,9,Wichita State,AAC,70,Wichita State,U
59,31-Mar-2013,2013,4,C,F,3,Florida,SEC,59,Michigan,U
59,31-Mar-2013,2013,4,C,U,4,Michigan,Big Ten,79,Michigan,U
60,30-Mar-2013,2013,4,D,F,3,Marquette,Big East,39,Syracuse,U
60,30-Mar-2013,2013,4,D,U,4,Syracuse,ACC,55,Syracuse,U
62,06-Apr-2013,2013,5,E,F,1,Louisville,ACC,72,Louisville,F
62,06-Apr-2013,2013,5,E,U,9,Wichita State,AAC,68,Louisville,F
61,06-Apr-2013,2013,5,F,F,4,Michigan,Big Ten,61,Michigan,F
61,06-Apr-2013,2013,5,F,U,4,Syracuse,ACC,56,Michigan,F
63,08-Apr-2013,2013,6,G,F,1,Louisville,ACC,82,Louisville,F
63,08-Apr-2013,2013,6,G,U,4,Michigan,Big Ten,76,Louisville,F
-3,19-Mar-2013,2013,PI,A,F,11,Saint Mary's (CA),WCC,67,Saint Mary's (CA),F
-3,19-Mar-2013,2013,PI,A,U,11,Middle Tennessee,CUSA,54,Saint Mary's (CA),F
-2,19-Mar-2013,2013,PI,A,F,16,North Carolina A&T,MEAC,73,North Carolina A&T,F
-2,19-Mar-2013,2013,PI,A,U,16,Liberty,A-Sun,72,North Carolina A&T,F
-1,20-Mar-2013,2013,PI,B,F,13,La Salle,A-10,80,La Salle,F
-1,20-Mar-2013,2013,PI,B,U,13,Boise State,MWC,71,La Salle,F
-4,20-Mar-2013,2013,PI,D,F,16,James Madison,CAA,68,James Madison,F
-4,20-Mar-2013,2013,PI,D,U,16,Long Island University,NEC,55,James Madison,F
1,20-Mar-2014,2014,1,A,F,1,Florida,SEC,67,Florida,F
1,20-Mar-2014,2014,1,A,U,16,Albany (NY),AEC,55,Florida,F
2,20-Mar-2014,2014,1,A,F,8,Pittsburgh,ACC,77,Pittsburgh,F
2,20-Mar-2014,2014,1,A,U,9,Colorado,Pac-12,48,Pittsburgh,F
3,21-Mar-2014,2014,1,A,F,5,Virginia Commonwealth,A-10,75,Stephen F. Austin,U
3,21-Mar-2014,2014,1,A,U,12,Stephen F. Austin,Southland,77,Stephen F. Austin,U
4,21-Mar-2014,2014,1,A,F,4,UCLA,Pac-12,76,UCLA,F
4,21-Mar-2014,2014,1,A,U,13,Tulsa,AAC,59,UCLA,F
5,20-Mar-2014,2014,1,A,F,6,Ohio State,Big Ten,59,Dayton,U
5,20-Mar-2014,2014,1,A,U,11,Dayton,A-10,60,Dayton,U
6,20-Mar-2014,2014,1,A,F,3,Syracuse,ACC,77,Syracuse,F
6,20-Mar-2014,2014,1,A,U,14,Western Michigan,MAC (West),53,Syracuse,F
7,21-Mar-2014,2014,1,A,F,7,New Mexico,MWC,53,Stanford,U
7,21-Mar-2014,2014,1,A,U,10,Stanford,Pac-12,58,Stanford,U
8,21-Mar-2014,2014,1,A,F,2,Kansas,Big 12,80,Kansas,F
8,21-Mar-2014,2014,1,A,U,15,Eastern Kentucky,OVC,69,Kansas,F
9,21-Mar-2014,2014,1,B,F,1,Virginia,ACC,70,Virginia,F
9,21-Mar-2014,2014,1,B,U,16,Coastal Carolina,Sun Belt,59,Virginia,F
10,21-Mar-2014,2014,1,B,F,8,Memphis,AAC,71,Memphis,F
10,21-Mar-2014,2014,1,B,U,9,George Washington,A-10,66,Memphis,F
11,20-Mar-2014,2014,1,B,F,5,Cincinnati,AAC,57,Harvard,U
11,20-Mar-2014,2014,1,B,U,12,Harvard,Ivy,61,Harvard,U
12,20-Mar-2014,2014,1,B,F,4,Michigan State,Big Ten,93,Michigan State,F
12,20-Mar-2014,2014,1,B,U,13,Delaware,CAA,78,Michigan State,F
13,21-Mar-2014,2014,1,B,F,6,North Carolina,ACC,79,North Carolina,F
13,21-Mar-2014,2014,1,B,U,11,Providence,Big East,77,North Carolina,F
14,21-Mar-2014,2014,1,B,F,3,Iowa State,Big 12,93,Iowa State,F
14,21-Mar-2014,2014,1,B,U,14,North Carolina Central,MEAC,75,Iowa State,F
15,20-Mar-2014,2014,1,B,F,7,Connecticut,AAC,89,Connecticut,F
15,20-Mar-2014,2014,1,B,U,10,Saint Joseph's,A-10,81,Connecticut,F
16,20-Mar-2014,2014,1,B,F,2,Villanova,Big East,73,Villanova,F
16,20-Mar-2014,2014,1,B,U,15,Milwaukee,Horizon,53,Villanova,F
17,21-Mar-2014,2014,1,C,F,1,Arizona,Pac-12,68,Arizona,F
17,21-Mar-2014,2014,1,C,U,16,Weber State,Big Sky,59,Arizona,F
18,21-Mar-2014,2014,1,C,F,8,Oklahoma State,Big 12,77,Gonzaga,U
18,21-Mar-2014,2014,1,C,U,9,Gonzaga,WCC,85,Gonzaga,U
19,20-Mar-2014,2014,1,C,F,5,Oklahoma,Big 12,75,North Dakota State,U
19,20-Mar-2014,2014,1,C,U,12,North Dakota State,Summit,80,North Dakota State,U
20,20-Mar-2014,2014,1,C,F,4,San Diego State,MWC,73,San Diego State,F
20,20-Mar-2014,2014,1,C,U,13,New Mexico State,WAC,69,San Diego State,F
21,21-Mar-2014,2014,1,C,F,6,Baylor,Big 12,74,Baylor,F
21,21-Mar-2014,2014,1,C,U,11,Nebraska,Big Ten,60,Baylor,F
22,21-Mar-2014,2014,1,C,F,3,Creighton,Big East,76,Creighton,F
22,21-Mar-2014,2014,1,C,U,14,Lafayette,Patriot,66,Creighton,F
23,20-Mar-2014,2014,1,C,F,7,Oregon,Pac-12,87,Oregon,F
23,20-Mar-2014,2014,1,C,U,10,Brigham Young,WCC,68,Oregon,F
24,20-Mar-2014,2014,1,C,F,2,Wisconsin,Big Ten,75,Wisconsin,F
24,20-Mar-2014,2014,1,C,U,15,American,Patriot,35,Wisconsin,F
25,21-Mar-2014,2014,1,D,F,1,Wichita State,AAC,64,Wichita State,F
25,21-Mar-2014,2014,1,D,U,16,Cal Poly,Big West,37,Wichita State,F
26,21-Mar-2014,2014,1,D,F,8,Kentucky,SEC,56,Kentucky,F
26,21-Mar-2014,2014,1,D,U,9,Kansas State,Big 12,49,Kentucky,F
27,20-Mar-2014,2014,1,D,F,5,Saint Louis,A-10,83,Saint Louis,F
27,20-Mar-2014,2014,1,D,U,12,North Carolina State,ACC,80,Saint Louis,F
28,20-Mar-2014,2014,1,D,F,4,Louisville,ACC,71,Louisville,F
28,20-Mar-2014,2014,1,D,U,13,Manhattan,MAAC,64,Louisville,F
29,21-Mar-2014,2014,1,D,F,6,Massachusetts,A-10,67,Tennessee,U
29,21-Mar-2014,2014,1,D,U,11,Tennessee,SEC,86,Tennessee,U
30,21-Mar-2014,2014,1,D,F,3,Duke,ACC,71,Mercer,U
30,21-Mar-2014,2014,1,D,U,14,Mercer,Southern,78,Mercer,U
31,20-Mar-2014,2014,1,D,F,7,Texas,Big 12,87,Texas,F
31,20-Mar-2014,2014,1,D,U,10,Arizona State,Pac-12,85,Texas,F
32,20-Mar-2014,2014,1,D,F,2,Michigan,Big Ten,57,Michigan,F
32,20-Mar-2014,2014,1,D,U,15,Wofford,Southern,40,Michigan,F
33,22-Mar-2014,2014,2,A,F,1,Florida,SEC,61,Florida,F
33,22-Mar-2014,2014,2,A,U,9,Pittsburgh,ACC,45,Florida,F
34,23-Mar-2014,2014,2,A,F,4,UCLA,Pac-12,77,UCLA,F
34,23-Mar-2014,2014,2,A,U,12,Stephen F. Austin,Southland,60,UCLA,F
35,22-Mar-2014,2014,2,A,F,3,Syracuse,ACC,53,Dayton,U
35,22-Mar-2014,2014,2,A,U,11,Dayton,A-10,55,Dayton,U
36,23-Mar-2014,2014,2,A,F,2,Kansas,Big 12,57,Stanford,U
36,23-Mar-2014,2014,2,A,U,10,Stanford,Pac-12,60,Stanford,U
37,23-Mar-2014,2014,2,B,F,1,Virginia,ACC,78,Virginia,F
37,23-Mar-2014,2014,2,B,U,8,Memphis,AAC,60,Virginia,F
38,22-Mar-2014,2014,2,B,F,4,Michigan State,Big Ten,80,Michigan State,F
38,22-Mar-2014,2014,2,B,U,12,Harvard,Ivy,73,Michigan State,F
39,23-Mar-2014,2014,2,B,F,3,Iowa State,Big 12,85,Iowa State,F
39,23-Mar-2014,2014,2,B,U,6,North Carolina,ACC,83,Iowa State,F
40,22-Mar-2014,2014,2,B,F,2,Villanova,Big East,65,Connecticut,U
40,22-Mar-2014,2014,2,B,U,7,Connecticut,AAC,77,Connecticut,U
41,23-Mar-2014,2014,2,C,F,1,Arizona,Pac-12,84,Arizona,F
41,23-Mar-2014,2014,2,C,U,8,Gonzaga,WCC,61,Arizona,F
42,22-Mar-2014,2014,2,C,F,4,San Diego State,MWC,63,San Diego State,F
42,22-Mar-2014,2014,2,C,U,12,North Dakota State,Summit,44,San Diego State,F
43,23-Mar-2014,2014,2,C,F,3,Creighton,Big East,55,Baylor,U
43,23-Mar-2014,2014,2,C,U,6,Baylor,Big 12,85,Baylor,U
44,22-Mar-2014,2014,2,C,F,2,Wisconsin,Big Ten,85,Wisconsin,F
44,22-Mar-2014,2014,2,C,U,7,Oregon,Pac-12,77,Wisconsin,F
45,23-Mar-2014,2014,2,D,F,1,Wichita State,AAC,76,Kentucky,U
45,23-Mar-2014,2014,2,D,U,8,Kentucky,SEC,78,Kentucky,U
46,23-Mar-2014,2014,2,D,F,11,Tennessee,SEC,83,Tennessee,F
46,23-Mar-2014,2014,2,D,U,14,Mercer,Southern,63,Tennessee,F
47,22-Mar-2014,2014,2,D,F,4,Louisville,ACC,66,Louisville,F
47,22-Mar-2014,2014,2,D,U,5,Saint Louis,A-10,51,Louisville,F
48,22-Mar-2014,2014,2,D,F,2,Michigan,Big Ten,79,Michigan,F
48,22-Mar-2014,2014,2,D,U,7,Texas,Big 12,65,Michigan,F
49,27-Mar-2014,2014,3,A,F,1,Florida,SEC,79,Florida,F
49,27-Mar-2014,2014,3,A,U,4,UCLA,Pac-12,68,Florida,F
50,27-Mar-2014,2014,3,A,F,10,Stanford,Pac-12,72,Dayton,U
50,27-Mar-2014,2014,3,A,U,11,Dayton,A-10,82,Dayton,U
51,28-Mar-2014,2014,3,B,F,1,Virginia,ACC,59,Michigan State,U
51,28-Mar-2014,2014,3,B,U,4,Michigan State,Big Ten,61,Michigan State,U
52,28-Mar-2014,2014,3,B,F,3,Iowa State,Big 12,76,Connecticut,U
52,28-Mar-2014,2014,3,B,U,7,Connecticut,AAC,81,Connecticut,U
53,27-Mar-2014,2014,3,C,F,1,Arizona,Pac-12,70,Arizona,F
53,27-Mar-2014,2014,3,C,U,4,San Diego State,MWC,64,Arizona,F
54,27-Mar-2014,2014,3,C,F,2,Wisconsin,Big Ten,69,Wisconsin,F
54,27-Mar-2014,2014,3,C,U,6,Baylor,Big 12,52,Wisconsin,F
55,28-Mar-2014,2014,3,D,F,2,Michigan,Big Ten,73,Michigan,F
55,28-Mar-2014,2014,3,D,U,11,Tennessee,SEC,71,Michigan,F
56,28-Mar-2014,2014,3,D,F,4,Louisville,ACC,69,Kentucky,U
56,28-Mar-2014,2014,3,D,U,8,Kentucky,SEC,74,Kentucky,U
57,29-Mar-2014,2014,4,A,F,1,Florida,SEC,62,Florida,F
57,29-Mar-2014,2014,4,A,U,11,Dayton,A-10,52,Florida,F
58,30-Mar-2014,2014,4,B,F,4,Michigan State,Big Ten,54,Connecticut,U
58,30-Mar-2014,2014,4,B,U,7,Connecticut,AAC,60,Connecticut,U
59,29-Mar-2014,2014,4,C,F,1,Arizona,Pac-12,63,Wisconsin,U
59,29-Mar-2014,2014,4,C,U,2,Wisconsin,Big Ten,64,Wisconsin,U
60,30-Mar-2014,2014,4,D,F,2,Michigan,Big Ten,72,Kentucky,U
60,30-Mar-2014,2014,4,D,U,8,Kentucky,SEC,75,Kentucky,U
62,05-Apr-2014,2014,5,E,F,1,Florida,SEC,53,Connecticut,U
62,05-Apr-2014,2014,5,E,U,7,Connecticut,AAC,63,Connecticut,U
61,05-Apr-2014,2014,5,F,F,2,Wisconsin,Big Ten,73,Kentucky,U
61,05-Apr-2014,2014,5,F,U,8,Kentucky,SEC,74,Kentucky,U
63,07-Apr-2014,2014,6,G,F,7,Connecticut,AAC,60,Connecticut,F
63,07-Apr-2014,2014,6,G,U,8,Kentucky,SEC,54,Connecticut,F
-1,18-Mar-2014,2014,PI,A,F,16,Albany (NY),AEC,71,Albany (NY),F
-1,18-Mar-2014,2014,PI,A,U,16,Mount St. Mary's,NEC,64,Albany (NY),F
-4,19-Mar-2014,2014,PI,D,F,11,Tennessee,SEC,78,Tennessee,F
-4,19-Mar-2014,2014,PI,D,U,11,Iowa,Big Ten,65,Tennessee,F
-3,18-Mar-2014,2014,PI,D,F,12,Xavier,Big East,59,North Carolina State,U
-3,18-Mar-2014,2014,PI,D,U,12,North Carolina State,ACC,74,North Carolina State,U
-2,19-Mar-2014,2014,PI,D,F,16,Cal Poly,Big West,81,Cal Poly,F
-2,19-Mar-2014,2014,PI,D,U,16,Texas Southern,SWAC,69,Cal Poly,F
1,19-Mar-2015,2015,1,A,F,1,Kentucky,SEC,79,Kentucky,F
1,19-Mar-2015,2015,1,A,U,16,Hampton,Big South,56,Kentucky,F
2,19-Mar-2015,2015,1,A,F,8,Cincinnati,AAC,66,Cincinnati,F
2,19-Mar-2015,2015,1,A,U,9,Purdue,Big Ten,65,Cincinnati,F
3,20-Mar-2015,2015,1,A,F,5,West Virginia,Big 12,68,West Virginia,F
3,20-Mar-2015,2015,1,A,U,12,Buffalo,MAC (East),62,West Virginia,F
4,20-Mar-2015,2015,1,A,F,4,Maryland,Big Ten,65,Maryland,F
4,20-Mar-2015,2015,1,A,U,13,Valparaiso,MVC,62,Maryland,F
5,19-Mar-2015,2015,1,A,F,6,Butler,Big East,56,Butler,F
5,19-Mar-2015,2015,1,A,U,11,Texas,Big 12,48,Butler,F
6,19-Mar-2015,2015,1,A,F,3,Notre Dame,ACC,69,Notre Dame,F
6,19-Mar-2015,2015,1,A,U,14,Northeastern,CAA,65,Notre Dame,F
7,20-Mar-2015,2015,1,A,F,7,Wichita State,AAC,81,Wichita State,F
7,20-Mar-2015,2015,1,A,U,10,Indiana,Big Ten,76,Wichita State,F
8,20-Mar-2015,2015,1,A,F,2,Kansas,Big 12,75,Kansas,F
8,20-Mar-2015,2015,1,A,U,15,New Mexico State,WAC,56,Kansas,F
9,20-Mar-2015,2015,1,B,F,1,Wisconsin,Big Ten,86,Wisconsin,F
9,20-Mar-2015,2015,1,B,U,16,Coastal Carolina,Sun Belt,72,Wisconsin,F
10,20-Mar-2015,2015,1,B,F,8,Oklahoma State,Big 12,73,Oregon,U
10,20-Mar-2015,2015,1,B,U,9,Oregon,Pac-12,79,Oregon,U
11,19-Mar-2015,2015,1,B,F,5,Arkansas,SEC,56,Arkansas,F
11,19-Mar-2015,2015,1,B,U,12,Wofford,Southern,53,Arkansas,F
12,19-Mar-2015,2015,1,B,F,4,North Carolina,ACC,67,North Carolina,F
12,19-Mar-2015,2015,1,B,U,13,Harvard,Ivy,65,North Carolina,F
13,19-Mar-2015,2015,1,B,F,6,Xavier,Big East,76,Xavier,F
13,19-Mar-2015,2015,1,B,U,11,Mississippi,SEC,57,Xavier,F
14,19-Mar-2015,2015,1,B,F,3,Baylor,Big 12,56,Georgia State,U
14,19-Mar-2015,2015,1,B,U,14,Georgia State,Sun Belt,57,Georgia State,U
15,19-Mar-2015,2015,1,B,F,7,Ohio State,Big Ten,75,Ohio State,F
15,19-Mar-2015,2015,1,B,U,10,Virginia Commonwealth,A-10,72,Ohio State,F
16,19-Mar-2015,2015,1,B,F,2,Arizona,Pac-12,93,Arizona,F
16,19-Mar-2015,2015,1,B,U,15,Texas Southern,SWAC,72,Arizona,F
17,19-Mar-2015,2015,1,C,F,1,Villanova,Big East,93,Villanova,F
17,19-Mar-2015,2015,1,C,U,16,Lafayette,Patriot,52,Villanova,F
18,19-Mar-2015,2015,1,C,F,8,North Carolina State,ACC,66,North Carolina State,F
18,19-Mar-2015,2015,1,C,U,9,Louisiana State,SEC,65,North Carolina State,F
19,20-Mar-2015,2015,1,C,F,5,Northern Iowa,MVC,71,Northern Iowa,F
19,20-Mar-2015,2015,1,C,U,12,Wyoming,MWC,54,Northern Iowa,F
20,20-Mar-2015,2015,1,C,F,4,Louisville,ACC,57,Louisville,F
20,20-Mar-2015,2015,1,C,U,13,UC-Irvine,Big West,55,Louisville,F
21,20-Mar-2015,2015,1,C,F,6,Providence,Big East,53,Dayton,U
21,20-Mar-2015,2015,1,C,U,11,Dayton,A-10,66,Dayton,U
22,20-Mar-2015,2015,1,C,F,3,Oklahoma,Big 12,69,Oklahoma,F
22,20-Mar-2015,2015,1,C,U,14,Albany (NY),AEC,60,Oklahoma,F
23,20-Mar-2015,2015,1,C,F,7,Michigan State,Big Ten,70,Michigan State,F
23,20-Mar-2015,2015,1,C,U,10,Georgia,SEC,63,Michigan State,F
24,20-Mar-2015,2015,1,C,F,2,Virginia,ACC,79,Virginia,F
24,20-Mar-2015,2015,1,C,U,15,Belmont,OVC,67,Virginia,F
25,20-Mar-2015,2015,1,D,F,1,Duke,ACC,85,Duke,F
25,20-Mar-2015,2015,1,D,U,16,Robert Morris,NEC,56,Duke,F
26,20-Mar-2015,2015,1,D,F,8,San Diego State,MWC,76,San Diego State,F
26,20-Mar-2015,2015,1,D,U,9,St. John's (NY),Big East,64,San Diego State,F
27,19-Mar-2015,2015,1,D,F,5,Utah,Pac-12,57,Utah,F
27,19-Mar-2015,2015,1,D,U,12,Stephen F. Austin,Southland,50,Utah,F
28,19-Mar-2015,2015,1,D,F,4,Georgetown,Big East,84,Georgetown,F
28,19-Mar-2015,2015,1,D,U,13,Eastern Washington,Big Sky,74,Georgetown,F
29,19-Mar-2015,2015,1,D,F,6,Southern Methodist,AAC,59,UCLA,U
29,19-Mar-2015,2015,1,D,U,11,UCLA,Pac-12,60,UCLA,U
30,19-Mar-2015,2015,1,D,F,3,Iowa State,Big 12,59,Alabama-Birmingham,U
30,19-Mar-2015,2015,1,D,U,14,Alabama-Birmingham,CUSA,60,Alabama-Birmingham,U
31,20-Mar-2015,2015,1,D,F,7,Iowa,Big Ten,83,Iowa,F
31,20-Mar-2015,2015,1,D,U,10,Davidson,A-10,52,Iowa,F
32,20-Mar-2015,2015,1,D,F,2,Gonzaga,WCC,86,Gonzaga,F
32,20-Mar-2015,2015,1,D,U,15,North Dakota State,Summit,76,Gonzaga,F
33,21-Mar-2015,2015,2,A,F,1,Kentucky,SEC,64,Kentucky,F
33,21-Mar-2015,2015,2,A,U,8,Cincinnati,AAC,51,Kentucky,F
34,22-Mar-2015,2015,2,A,F,4,Maryland,Big Ten,59,West Virginia,U
34,22-Mar-2015,2015,2,A,U,5,West Virginia,Big 12,69,West Virginia,U
35,21-Mar-2015,2015,2,A,F,3,Notre Dame,ACC,67,Notre Dame,F
35,21-Mar-2015,2015,2,A,U,6,Butler,Big East,64,Notre Dame,F
36,22-Mar-2015,2015,2,A,F,2,Kansas,Big 12,65,Wichita State,U
36,22-Mar-2015,2015,2,A,U,7,Wichita State,AAC,78,Wichita State,U
37,22-Mar-2015,2015,2,B,F,1,Wisconsin,Big Ten,72,Wisconsin,F
37,22-Mar-2015,2015,2,B,U,8,Oregon,Pac-12,65,Wisconsin,F
38,21-Mar-2015,2015,2,B,F,6,Xavier,Big East,75,Xavier,F
38,21-Mar-2015,2015,2,B,U,14,Georgia State,Sun Belt,67,Xavier,F
39,21-Mar-2015,2015,2,B,F,4,North Carolina,ACC,87,North Carolina,F
39,21-Mar-2015,2015,2,B,U,5,Arkansas,SEC,78,North Carolina,F
40,21-Mar-2015,2015,2,B,F,2,Arizona,Pac-12,73,Arizona,F
40,21-Mar-2015,2015,2,B,U,10,Ohio State,Big Ten,58,Arizona,F
41,21-Mar-2015,2015,2,C,F,1,Villanova,Big East,68,North Carolina State,U
41,21-Mar-2015,2015,2,C,U,8,North Carolina State,ACC,71,North Carolina State,U
42,22-Mar-2015,2015,2,C,F,4,Louisville,ACC,66,Louisville,F
42,22-Mar-2015,2015,2,C,U,5,Northern Iowa,MVC,53,Louisville,F
43,22-Mar-2015,2015,2,C,F,3,Oklahoma,Big 12,72,Oklahoma,F
43,22-Mar-2015,2015,2,C,U,11,Dayton,A-10,66,Oklahoma,F
44,22-Mar-2015,2015,2,C,F,2,Virginia,ACC,54,Michigan State,U
44,22-Mar-2015,2015,2,C,U,7,Michigan State,Big Ten,60,Michigan State,U
45,22-Mar-2015,2015,2,D,F,1,Duke,ACC,68,Duke,F
45,22-Mar-2015,2015,2,D,U,8,San Diego State,MWC,49,Duke,F
46,21-Mar-2015,2015,2,D,F,11,UCLA,Pac-12,92,UCLA,F
46,21-Mar-2015,2015,2,D,U,14,Alabama-Birmingham,CUSA,75,UCLA,F
47,21-Mar-2015,2015,2,D,F,4,Georgetown,Big East,64,Utah,U
47,21-Mar-2015,2015,2,D,U,5,Utah,Pac-12,75,Utah,U
48,22-Mar-2015,2015,2,D,F,2,Gonzaga,WCC,87,Gonzaga,F
48,22-Mar-2015,2015,2,D,U,7,Iowa,Big Ten,69,Gonzaga,F
49,26-Mar-2015,2015,3,A,F,1,Kentucky,SEC,78,Kentucky,F
49,26-Mar-2015,2015,3,A,U,5,West Virginia,Big 12,39,Kentucky,F
50,26-Mar-2015,2015,3,A,F,3,Notre Dame,ACC,81,Notre Dame,F
50,26-Mar-2015,2015,3,A,U,7,Wichita State,AAC,70,Notre Dame,F
51,26-Mar-2015,2015,3,B,F,1,Wisconsin,Big Ten,79,Wisconsin,F
51,26-Mar-2015,2015,3,B,U,4,North Carolina,ACC,72,Wisconsin,F
52,26-Mar-2015,2015,3,B,F,2,Arizona,Pac-12,68,Arizona,F
52,26-Mar-2015,2015,3,B,U,6,Xavier,Big East,60,Arizona,F
53,27-Mar-2015,2015,3,C,F,3,Oklahoma,Big 12,58,Michigan State,U
53,27-Mar-2015,2015,3,C,U,7,Michigan State,Big Ten,62,Michigan State,U
54,27-Mar-2015,2015,3,C,F,4,Louisville,ACC,75,Louisville,F
54,27-Mar-2015,2015,3,C,U,8,North Carolina State,ACC,65,Louisville,F
55,27-Mar-2015,2015,3,D,F,1,Duke,ACC,63,Duke,F
55,27-Mar-2015,2015,3,D,U,5,Utah,Pac-12,57,Duke,F
56,27-Mar-2015,2015,3,D,F,2,Gonzaga,WCC,74,Gonzaga,F
56,27-Mar-2015,2015,3,D,U,11,UCLA,Pac-12,62,Gonzaga,F
57,28-Mar-2015,2015,4,A,F,1,Kentucky,SEC,68,Kentucky,F
57,28-Mar-2015,2015,4,A,U,3,Notre Dame,ACC,66,Kentucky,F
58,28-Mar-2015,2015,4,B,F,1,Wisconsin,Big Ten,85,Wisconsin,F
58,28-Mar-2015,2015,4,B,U,2,Arizona,Pac-12,78,Wisconsin,F
59,29-Mar-2015,2015,4,C,F,4,Louisville,ACC,70,Michigan State,U
59,29-Mar-2015,2015,4,C,U,7,Michigan State,Big Ten,76,Michigan State,U
