ID,Date,Year,season,Round,Region,F.Rate,F.Rank,F.Seed,F.Team,F.Score,U.Rate,U.Rank,U.Seed,U.Team,U.Score,Overtime,MV,SeD,Upset
664,16-Mar-12,2012,2011-12,1,South,19.7,19,2,Duke,70,9.29,79,15,Lehigh,75,,5,-13,15 over 2
665,16-Mar-12,2012,2011-12,1,West,25.28,7,2,Missouri,84,-1.82,183,15,Norfolk St.,86,,2,-13,15 over 2
666,16-Mar-12,2012,2011-12,1,Midwest,17.52,22,4,Michigan,60,11.88,57,13,Ohio,65,,5,-9,13 over 4
667,16-Mar-12,2012,2011-12,1,Midwest,14.49,39,5,Temple,44,13.13,48,12,South Florida,58,,14,-7,12 over 5
668,16-Mar-12,2012,2011-12,1,Midwest,14.22,43,11,North Carolina St.,79,11.16,66,6,San Diego St.,65,,14,-5,11 over 6
669,16-Mar-12,2012,2011-12,1,Midwest,16.25,30,10,Purdue,72,15.48,34,7,Saint Mary's,69,,3,-3,10 over 7
670,16-Mar-12,2012,2011-12,1,South,14.22,42,7,Notre Dame,63,12.59,53,10,Xavier,67,,4,-3,10 over 7
671,16-Mar-12,2012,2011-12,1,East,17.14,24,3,Florida St.,66,11.78,60,14,St. Bonaventure,63,,3,11,
672,16-Mar-12,2012,2011-12,1,East,16.03,31,6,Cincinnati,65,15.9,32,11,Texas,59,,6,5,
673,16-Mar-12,2012,2011-12,1,Midwest,25.44,6,1,North Carolina,77,5.17,118,16,Vermont,58,,19,15,
674,16-Mar-12,2012,2011-12,1,Midwest,26.91,4,2,Kansas,65,5.48,115,15,Detroit,50,,15,13,
675,16-Mar-12,2012,2011-12,1,Midwest,21.05,15,3,Georgetown,74,16.96,25,14,Belmont,59,,15,11,
676,16-Mar-12,2012,2011-12,1,Midwest,16.69,27,9,Alabama,57,16.47,28,8,Creighton,58,,1,1,
677,16-Mar-12,2012,2011-12,1,West,27.87,3,1,Michigan St.,89,0.75,162,16,LIU Brooklyn,67,,22,15,
678,16-Mar-12,2012,2011-12,1,West,22.47,10,7,Florida,71,15.85,33,10,Virginia,45,,26,3,
679,16-Mar-12,2012,2011-12,1,West,21.9,12,8,Memphis,54,21.2,14,9,Saint Louis,61,,7,-1,
680,17-Mar-12,2012,2011-12,2,East,26.04,5,1,Syracuse,75,17.52,23,8,Kansas St.,59,,16,7,
681,17-Mar-12,2012,2011-12,2,East,30.07,2,2,Ohio St.,73,18.39,21,7,Gonzaga,66,,7,5,
682,17-Mar-12,2012,2011-12,2,East,24.09,8,4,Wisconsin,60,20.9,16,5,Vanderbilt,57,,3,1,
683,17-Mar-12,2012,2011-12,2,South,32.59,1,1,Kentucky,87,16.69,26,8,Iowa St.,71,,16,7,
684,17-Mar-12,2012,2011-12,2,South,21.29,13,3,Baylor,80,8.89,81,11,Colorado,63,,17,8,
685,17-Mar-12,2012,2011-12,2,South,22.55,9,4,Indiana,63,13.45,46,12,VCU,61,,2,8,
686,17-Mar-12,2012,2011-12,2,West,20.22,18,3,Marquette,62,15.34,35,6,Murray St.,53,,9,3,
687,17-Mar-12,2012,2011-12,2,West,20.67,17,4,Louisville,59,19.45,20,5,New Mexico,56,,3,1,
688,18-Mar-12,2012,2011-12,2,Midwest,21.05,15,3,Georgetown,63,14.22,43,11,North Carolina St.,66,,3,-8,11 over 3
689,18-Mar-12,2012,2011-12,2,East,17.14,24,3,Florida St.,56,16.03,31,6,Cincinnati,62,,6,-3,6 over 3
690,18-Mar-12,2012,2011-12,2,Midwest,25.44,6,1,North Carolina,87,16.47,28,8,Creighton,73,,14,7,
691,18-Mar-12,2012,2011-12,2,Midwest,26.91,4,2,Kansas,63,16.25,30,10,Purdue,60,,3,8,
692,18-Mar-12,2012,2011-12,2,South,12.59,53,10,Xavier,70,9.29,79,15,Lehigh,58,,12,5,
693,18-Mar-12,2012,2011-12,2,West,27.87,3,1,Michigan St.,65,21.2,14,9,Saint Louis,61,,4,8,
694,18-Mar-12,2012,2011-12,2,West,22.47,10,7,Florida,84,-1.82,183,15,Norfolk St.,50,,34,8,
695,18-Mar-12,2012,2011-12,2,Midwest,13.13,48,12,South Florida,56,11.88,57,13,Ohio,62,,6,-1,
696,22-Mar-12,2012,2011-12,3,West,22.47,10,7,Florida,68,20.22,18,3,Marquette,58,,10,-4,7 over 3
697,22-Mar-12,2012,2011-12,3,West,27.87,3,1,Michigan St.,44,20.67,17,4,Louisville,57,,13,-3,4 over 1
698,22-Mar-12,2012,2011-12,3,East,26.04,5,1,Syracuse,64,24.09,8,4,Wisconsin,63,,1,3,
699,22-Mar-12,2012,2011-12,3,East,30.07,2,2,Ohio St.,81,16.03,31,6,Cincinnati,66,,15,4,
700,23-Mar-12,2012,2011-12,3,Midwest,25.44,6,1,North Carolina,73,11.88,57,13,Ohio,65,1 OT,8,12,
701,23-Mar-12,2012,2011-12,3,Midwest,26.91,4,2,Kansas,60,14.22,43,11,North Carolina St.,57,,3,9,
702,23-Mar-12,2012,2011-12,3,South,32.59,1,1,Kentucky,102,22.55,9,4,Indiana,90,,12,3,
703,23-Mar-12,2012,2011-12,3,South,21.29,13,3,Baylor,75,12.59,53,10,Xavier,70,,5,7,
704,24-Mar-12,2012,2011-12,4,West,22.47,10,7,Florida,68,20.67,17,4,Louisville,72,,4,3,
705,24-Mar-12,2012,2011-12,4,East,30.07,2,2,Ohio St.,77,26.04,5,1,Syracuse,70,,7,-1,
706,25-Mar-12,2012,2011-12,4,South,32.59,1,1,Kentucky,82,21.29,13,3,Baylor,70,,12,2,
707,25-Mar-12,2012,2011-12,4,Midwest,26.91,4,2,Kansas,80,25.44,6,1,North Carolina,67,,13,-1,
708,31-Mar-12,2012,2011-12,5,Final Four,32.59,1,1,Kentucky,69,20.67,17,4,Louisville,61,,8,3,
709,31-Mar-12,2012,2011-12,5,Final Four,30.07,2,2,Ohio St.,62,26.91,4,2,Kansas,64,,2,0,
710,2-Apr-12,2012,2011-12,6,Championship,32.59,1,1,Kentucky,67,26.91,4,2,Kansas,59,,8,1,
711,19-Mar-13,2013,2012-13,PI,Midwest,19.33,21,11,Saint Mary's,67,14.77,44,11,Middle Tennessee,54,,13,0,
712,19-Mar-13,2013,2012-13,PI,Midwest,-5.3,227,16,North Carolina A&T,73,-9.38,266,16,Liberty,72,,1,0,
713,20-Mar-13,2013,2012-13,PI,East,-0.92,182,16,James Madison,68,-2.13,192,16,LIU Brooklyn,55,,13,0,
714,20-Mar-13,2013,2012-13,PI,West,13.89,50,13,La Salle,80,13.54,54,13,Boise St.,71,,9,0,
715,21-Mar-13,2013,2012-13,1,West,19.02,23,3,New Mexico,62,7.07,93,14,Harvard,68,,6,-11,14 over 3
716,21-Mar-13,2013,2012-13,1,East,16.07,38,5,UNLV,61,13.11,56,12,California,64,,3,-7,12 over 5
717,21-Mar-13,2013,2012-13,1,Midwest,18.69,24,5,Oklahoma St.,55,16.78,35,12,Oregon,68,,13,-7,12 over 5
718,21-Mar-13,2013,2012-13,1,East,18.32,26,3,Marquette,59,11.36,66,14,Davidson,58,,1,11,
719,21-Mar-13,2013,2012-13,1,East,24.83,9,4,Syracuse,81,2.14,145,13,Montana,34,,47,9,
720,21-Mar-13,2013,2012-13,1,East,15.41,42,6,Butler,68,12.72,58,11,Bucknell,56,,12,5,
721,21-Mar-13,2013,2012-13,1,Midwest,32.92,1,1,Louisville,79,-5.3,227,16,North Carolina A&T,48,,31,15,
722,21-Mar-13,2013,2012-13,1,Midwest,24.17,10,3,Michigan St.,65,11.42,65,14,Valparaiso,54,,11,11,
723,21-Mar-13,2013,2012-13,1,Midwest,20.01,19,4,Saint Louis,64,7.68,88,13,New Mexico St.,44,,20,9,
724,21-Mar-13,2013,2012-13,1,Midwest,19.33,21,11,Saint Mary's,52,16.33,37,6,Memphis,54,,2,5,
725,21-Mar-13,2013,2012-13,1,Midwest,19.12,22,8,Colorado St.,84,18.53,25,9,Missouri,72,,12,1,
726,21-Mar-13,2013,2012-13,1,South,27.86,4,4,Michigan,71,6.79,96,13,South Dakota St.,56,,15,9,
727,21-Mar-13,2013,2012-13,1,South,20.28,18,5,VCU,88,11.52,62,12,Akron,42,,46,7,
728,21-Mar-13,2013,2012-13,1,West,27.81,5,1,Gonzaga,64,0.5,162,16,Southern,58,,6,15,
729,21-Mar-13,2013,2012-13,1,West,21.88,14,6,Arizona,81,14.92,43,11,Belmont,64,,17,5,
730,21-Mar-13,2013,2012-13,1,West,24.08,11,8,Pittsburgh,55,20.31,17,9,Wichita St.,73,,18,-1,
731,22-Mar-13,2013,2012-13,1,South,21.24,16,2,Georgetown,68,6.27,105,15,Florida Gulf Coast,78,,10,-13,15 over 2
732,22-Mar-13,2013,2012-13,1,West,18.16,27,4,Kansas St.,61,13.89,50,13,La Salle,63,,2,-9,13 over 4
733,22-Mar-13,2013,2012-13,1,West,22.57,12,5,Wisconsin,46,16.95,34,12,Mississippi,57,,11,-7,12 over 5
734,22-Mar-13,2013,2012-13,1,South,19.85,20,11,Minnesota,83,14.53,46,6,UCLA,63,,20,-5,11 over 6
735,22-Mar-13,2013,2012-13,1,West,17.63,30,10,Iowa St.,76,16.65,36,7,Notre Dame,58,,18,-3,10 over 7
736,22-Mar-13,2013,2012-13,1,East,29.31,3,1,Indiana,83,-0.92,182,16,James Madison,62,,21,15,
737,22-Mar-13,2013,2012-13,1,East,22.37,13,2,Miami FL,78,3.96,128,15,Pacific,49,,29,13,
738,22-Mar-13,2013,2012-13,1,East,15.82,39,7,Illinois,57,14.62,45,10,Colorado,49,,8,3,
739,22-Mar-13,2013,2012-13,1,Midwest,26.98,6,2,Duke,73,1.36,150,15,Albany,61,,12,13,
740,22-Mar-13,2013,2012-13,1,Midwest,21.75,15,7,Creighton,67,15.57,40,10,Cincinnati,63,,4,3,
741,22-Mar-13,2013,2012-13,1,South,25.23,8,1,Kansas,64,-0.41,173,16,Western Kentucky,57,,7,15,
742,22-Mar-13,2013,2012-13,1,South,31.18,2,3,Florida,79,2.82,138,14,Northwestern St.,47,,32,11,
743,22-Mar-13,2013,2012-13,1,South,17.43,31,7,San Diego St.,70,13.8,51,10,Oklahoma,55,,15,3,
744,22-Mar-13,2013,2012-13,1,South,17.14,32,8,North Carolina,78,13.57,53,9,Villanova,71,,7,1,
745,22-Mar-13,2013,2012-13,1,West,25.42,7,2,Ohio St.,95,7.45,89,15,Iona,70,,25,13,
746,22-Mar-13,2013,2012-13,1,East,16.99,33,8,North Carolina St.,72,12.67,59,9,Temple,76,,4,-1,
747,23-Mar-13,2013,2012-13,2,Midwest,20.01,19,4,Saint Louis,57,16.78,35,12,Oregon,74,,17,-8,12 over 4
748,23-Mar-13,2013,2012-13,2,West,27.81,5,1,Gonzaga,70,20.31,17,9,Wichita St.,76,,6,-8,9 over 1
749,23-Mar-13,2013,2012-13,2,East,18.32,26,3,Marquette,74,15.41,42,6,Butler,72,,2,3,
750,23-Mar-13,2013,2012-13,2,East,24.83,9,4,Syracuse,66,13.11,56,12,California,60,,6,8,
751,23-Mar-13,2013,2012-13,2,Midwest,32.92,1,1,Louisville,82,19.12,22,8,Colorado St.,56,,26,7,
752,23-Mar-13,2013,2012-13,2,Midwest,24.17,10,3,Michigan St.,70,16.33,37,6,Memphis,48,,22,3,
753,23-Mar-13,2013,2012-13,2,South,27.86,4,4,Michigan,78,20.28,18,5,VCU,53,,25,1,
754,23-Mar-13,2013,2012-13,2,West,21.88,14,6,Arizona,74,7.07,93,14,Harvard,51,,23,8,
755,24-Mar-13,2013,2012-13,2,South,17.43,31,7,San Diego St.,71,6.27,105,15,Florida Gulf Coast,81,,10,-8,15 over 7
756,24-Mar-13,2013,2012-13,2,East,29.31,3,1,Indiana,58,12.67,59,9,Temple,52,,6,8,
757,24-Mar-13,2013,2012-13,2,East,22.37,13,2,Miami FL,63,15.82,39,7,Illinois,59,,4,5,
758,24-Mar-13,2013,2012-13,2,Midwest,26.98,6,2,Duke,66,21.75,15,7,Creighton,50,,16,5,
759,24-Mar-13,2013,2012-13,2,South,25.23,8,1,Kansas,70,17.14,32,8,North Carolina,58,,12,7,
760,24-Mar-13,2013,2012-13,2,South,31.18,2,3,Florida,78,19.85,20,11,Minnesota,64,,14,8,
761,24-Mar-13,2013,2012-13,2,West,25.42,7,2,Ohio St.,78,17.63,30,10,Iowa St.,75,,3,8,
762,24-Mar-13,2013,2012-13,2,West,16.95,34,12,Mississippi,74,13.89,50,13,La Salle,76,,2,-1,
763,28-Mar-13,2013,2012-13,3,East,29.31,3,1,Indiana,50,24.83,9,4,Syracuse,61,,11,-3,4 over 1
764,28-Mar-13,2013,2012-13,3,West,25.42,7,2,Ohio St.,73,21.88,14,6,Arizona,70,,3,4,
765,28-Mar-13,2013,2012-13,3,West,20.31,17,9,Wichita St.,72,13.89,50,13,La Salle,58,,14,4,
766,28-Mar-13,2013,2012-13,3,East,22.37,13,2,Miami FL,61,18.32,26,3,Marquette,71,,10,-1,
767,29-Mar-13,2013,2012-13,3,South,27.86,4,4,Michigan,87,25.23,8,1,Kansas,85,1 OT,2,-3,4 over 1
768,29-Mar-13,2013,2012-13,3,Midwest,32.92,1,1,Louisville,77,16.78,35,12,Oregon,69,,8,11,
769,29-Mar-13,2013,2012-13,3,Midwest,26.98,6,2,Duke,71,24.17,10,3,Michigan St.,61,,10,1,
770,29-Mar-13,2013,2012-13,3,South,31.18,2,3,Florida,62,6.27,105,15,Florida Gulf Coast,50,,12,12,
771,30-Mar-13,2013,2012-13,4,West,25.42,7,2,Ohio St.,66,20.31,17,9,Wichita St.,70,,4,-7,9 over 2
772,30-Mar-13,2013,2012-13,4,East,24.83,9,4,Syracuse,55,18.32,26,3,Marquette,39,,16,-1,
773,31-Mar-13,2013,2012-13,4,Midwest,32.92,1,1,Louisville,85,26.98,6,2,Duke,63,,22,1,
774,31-Mar-13,2013,2012-13,4,South,31.18,2,3,Florida,59,27.86,4,4,Michigan,79,,20,-1,
775,6-Apr-13,2013,2012-13,5,Final Four,32.92,1,1,Louisville,72,20.31,17,9,Wichita St.,68,,4,8,
776,6-Apr-13,2013,2012-13,5,Final Four,27.86,4,4,Michigan,61,24.83,9,4,Syracuse,56,,5,0,
777,8-Apr-13,2013,2012-13,6,Championship,32.92,1,1,Louisville,82,27.86,4,4,Michigan,76,,6,3,
778,18-Mar-14,2014,2013-14,PI,Midwest,13.11,52,12,Xavier,59,11.6,62,12,North Carolina St.,74,,15,0,
779,18-Mar-14,2014,2013-14,PI,South,-1.04,181,16,Albany,71,-3.96,209,16,Mount St. Mary's,64,,7,0,
780,19-Mar-14,2014,2013-14,PI,Midwest,23.69,10,11,Tennessee,78,20.44,22,11,Iowa,65,1 OT,13,0,
781,19-Mar-14,2014,2013-14,PI,Midwest,-0.82,176,16,Cal Poly,81,-7.49,259,16,Texas Southern,69,,12,0,
782,20-Mar-14,2014,2013-14,1,East,19.24,27,5,Cincinnati,57,17.58,32,12,Harvard,61,,4,-7,12 over 5
783,20-Mar-14,2014,2013-14,1,West,17.9,30,5,Oklahoma,75,11.76,61,12,North Dakota St.,80,1 OT,5,-7,12 over 5
784,20-Mar-14,2014,2013-14,1,South,21.3,19,6,Ohio St.,59,14.25,42,11,Dayton,60,,1,-5,11 over 6
785,20-Mar-14,2014,2013-14,1,East,23.68,11,2,Villanova,73,0.08,168,15,Milwaukee,53,,20,13,
786,20-Mar-14,2014,2013-14,1,East,23.92,9,4,Michigan St.,93,5.83,106,13,Delaware,78,,15,9,
787,20-Mar-14,2014,2013-14,1,East,22.13,15,7,Connecticut,89,12.93,55,10,Saint Joseph's,81,1 OT,8,3,
788,20-Mar-14,2014,2013-14,1,Midwest,23.44,12,2,Michigan,57,-1.94,192,15,Wofford,40,,17,13,
789,20-Mar-14,2014,2013-14,1,Midwest,30.41,1,4,Louisville,71,10.21,74,13,Manhattan,64,,7,9,
790,20-Mar-14,2014,2013-14,1,Midwest,15.72,35,5,Saint Louis,83,11.6,62,12,North Carolina St.,80,1 OT,3,7,
791,20-Mar-14,2014,2013-14,1,Midwest,14.82,39,10,Arizona St.,85,14.52,41,7,Texas,87,,2,3,
792,20-Mar-14,2014,2013-14,1,South,28.57,3,1,Florida,67,-1.04,181,16,Albany,55,,12,15,
793,20-Mar-14,2014,2013-14,1,South,21.62,18,3,Syracuse,77,3.36,131,14,Western Michigan,53,,24,11,
794,20-Mar-14,2014,2013-14,1,West,25.89,5,2,Wisconsin,75,4.57,120,15,American,35,,40,13,
795,20-Mar-14,2014,2013-14,1,West,20.38,23,4,San Diego St.,73,10.54,72,13,New Mexico St.,69,1 OT,4,9,
796,20-Mar-14,2014,2013-14,1,West,19.02,28,7,Oregon,87,13.77,49,10,BYU,68,,19,3,
797,20-Mar-14,2014,2013-14,1,South,21.89,16,9,Pittsburgh,77,11.2,67,8,Colorado,48,,29,-1,
798,21-Mar-14,2014,2013-14,1,Midwest,24.25,8,3,Duke,71,8.34,87,14,Mercer,78,,7,-11,14 over 3
799,21-Mar-14,2014,2013-14,1,South,19.8,25,5,VCU,75,10.83,70,12,Stephen F. Austin,77,1 OT,2,-7,12 over 5
800,21-Mar-14,2014,2013-14,1,Midwest,23.69,10,11,Tennessee,86,13.46,50,6,Massachusetts,67,,19,-5,11 over 6
801,21-Mar-14,2014,2013-14,1,South,17.15,33,7,New Mexico,53,16.06,34,10,Stanford,58,,5,-3,10 over 7
802,21-Mar-14,2014,2013-14,1,East,26.46,4,1,Virginia,70,-4.98,221,16,Coastal Carolina,59,,11,15,
803,21-Mar-14,2014,2013-14,1,East,21.07,20,3,Iowa St.,93,7.98,92,14,North Carolina Central,75,,18,11,
804,21-Mar-14,2014,2013-14,1,East,18.44,29,6,North Carolina,79,13.81,48,11,Providence,77,,2,5,
805,21-Mar-14,2014,2013-14,1,East,15.22,36,8,Memphis,71,13.82,47,9,George Washington,66,,5,1,
806,21-Mar-14,2014,2013-14,1,Midwest,25.36,6,1,Wichita St.,64,-0.82,176,16,Cal Poly,37,,27,15,
807,21-Mar-14,2014,2013-14,1,Midwest,22.55,13,8,Kentucky,56,14.1,45,9,Kansas St.,49,,7,1,
808,21-Mar-14,2014,2013-14,1,South,24.6,7,2,Kansas,80,3.96,125,15,Eastern Kentucky,69,,11,13,
809,21-Mar-14,2014,2013-14,1,South,22.53,14,4,UCLA,76,8.93,82,13,Tulsa,59,,17,9,
810,21-Mar-14,2014,2013-14,1,West,30.11,2,1,Arizona,68,-0.62,172,16,Weber St.,59,,9,15,
811,21-Mar-14,2014,2013-14,1,West,21.72,17,3,Creighton,76,-6.43,245,14,Lafayette,66,,10,11,
812,21-Mar-14,2014,2013-14,1,West,19.39,26,6,Baylor,74,12.64,56,11,Nebraska,60,,14,5,
813,21-Mar-14,2014,2013-14,1,West,20.98,21,9,Oklahoma St.,77,20.14,24,8,Gonzaga,85,,8,1,
814,22-Mar-14,2014,2013-14,2,South,21.62,18,3,Syracuse,53,14.25,42,11,Dayton,55,,2,-8,11 over 3
815,22-Mar-14,2014,2013-14,2,East,23.68,11,2,Villanova,65,22.13,15,7,Connecticut,77,,12,-5,7 over 2
816,22-Mar-14,2014,2013-14,2,East,23.92,9,4,Michigan St.,80,17.58,32,12,Harvard,73,,7,8,
817,22-Mar-14,2014,2013-14,2,Midwest,23.44,12,2,Michigan,79,14.52,41,7,Texas,65,,14,5,
818,22-Mar-14,2014,2013-14,2,Midwest,30.41,1,4,Louisville,66,15.72,35,5,Saint Louis,51,,15,1,
819,22-Mar-14,2014,2013-14,2,South,28.57,3,1,Florida,61,21.89,16,9,Pittsburgh,45,,16,8,
820,22-Mar-14,2014,2013-14,2,West,25.89,5,2,Wisconsin,85,19.02,28,7,Oregon,77,,8,5,
821,22-Mar-14,2014,2013-14,2,West,20.38,23,4,San Diego St.,63,11.76,61,12,North Dakota St.,44,,19,8,
822,23-Mar-14,2014,2013-14,2,South,24.6,7,2,Kansas,57,16.06,34,10,Stanford,60,,3,-8,10 over 2
823,23-Mar-14,2014,2013-14,2,Midwest,25.36,6,1,Wichita St.,76,22.55,13,8,Kentucky,78,,2,-7,8 over 1
824,23-Mar-14,2014,2013-14,2,West,21.72,17,3,Creighton,55,19.39,26,6,Baylor,85,,30,-3,6 over 3
825,23-Mar-14,2014,2013-14,2,East,26.46,4,1,Virginia,78,15.22,36,8,Memphis,60,,18,7,
826,23-Mar-14,2014,2013-14,2,East,21.07,20,3,Iowa St.,85,18.44,29,6,North Carolina,83,,2,3,
827,23-Mar-14,2014,2013-14,2,Midwest,23.69,10,11,Tennessee,83,8.34,87,14,Mercer,63,,20,3,
828,23-Mar-14,2014,2013-14,2,South,22.53,14,4,UCLA,77,10.83,70,12,Stephen F. Austin,60,,17,8,
829,23-Mar-14,2014,2013-14,2,West,30.11,2,1,Arizona,84,20.14,24,8,Gonzaga,61,,23,7,
830,27-Mar-14,2014,2013-14,3,South,28.57,3,1,Florida,79,22.53,14,4,UCLA,68,,11,3,
831,27-Mar-14,2014,2013-14,3,West,30.11,2,1,Arizona,70,20.38,23,4,San Diego St.,64,,6,3,
832,27-Mar-14,2014,2013-14,3,West,25.89,5,2,Wisconsin,69,19.39,26,6,Baylor,52,,17,4,
833,27-Mar-14,2014,2013-14,3,South,16.06,34,10,Stanford,72,14.25,42,11,Dayton,82,,10,-1,
834,28-Mar-14,2014,2013-14,3,East,22.13,15,7,Connecticut,81,21.07,20,3,Iowa St.,76,,5,-4,7 over 3
835,28-Mar-14,2014,2013-14,3,Midwest,30.41,1,4,Louisville,69,22.55,13,8,Kentucky,74,,5,-4,8 over 4
836,28-Mar-14,2014,2013-14,3,East,26.46,4,1,Virginia,59,23.92,9,4,Michigan St.,61,,2,-3,4 over 1
837,28-Mar-14,2014,2013-14,3,Midwest,23.69,10,11,Tennessee,71,23.44,12,2,Michigan,73,,2,9,
838,29-Mar-14,2014,2013-14,4,South,28.57,3,1,Florida,62,14.25,42,11,Dayton,52,,10,10,
839,29-Mar-14,2014,2013-14,4,West,30.11,2,1,Arizona,63,25.89,5,2,Wisconsin,64,1 OT,1,-1,
840,30-Mar-14,2014,2013-14,4,Midwest,23.44,12,2,Michigan,72,22.55,13,8,Kentucky,75,,3,-6,8 over 2
841,30-Mar-14,2014,2013-14,4,East,23.92,9,4,Michigan St.,54,22.13,15,7,Connecticut,60,,6,-3,7 over 4
842,5-Apr-14,2014,2013-14,5,Final Four,28.57,3,1,Florida,53,22.13,15,7,Connecticut,63,,10,-6,7 over 1
843,5-Apr-14,2014,2013-14,5,Final Four,25.89,5,2,Wisconsin,73,22.55,13,8,Kentucky,74,,1,-6,8 over 2
844,7-Apr-14,2014,2013-14,6,Championship,22.55,13,8,Kentucky,54,22.13,15,7,Connecticut,60,,6,1,
845,17-Mar-15,2015,2014-15,PI,Midwest,0.31,162,16,Manhattan,64,-7.4,251,16,Hampton,74,,10,0,
846,17-Mar-15,2015,2014-15,PI,West,16.69,28,11,BYU,90,13.88,46,11,Mississippi,94,,4,0,
847,18-Mar-15,2015,2014-15,PI,East,14.24,42,11,Dayton,56,13.85,47,11,Boise St.,55,,1,0,
848,18-Mar-15,2015,2014-15,PI,South,2.26,143,16,North Florida,77,-1.39,184,16,Robert Morris,81,,4,0,
849,19-Mar-15,2015,2014-15,1,South,21.49,16,3,Iowa St.,59,3.06,135,14,UAB,60,,1,-11,14 over 3
850,19-Mar-15,2015,2014-15,1,West,22.14,14,3,Baylor,56,10.32,68,14,Georgia St.,57,,1,-11,14 over 3
851,19-Mar-15,2015,2014-15,1,South,17.51,26,6,SMU,59,14.65,40,11,UCLA,60,,1,-5,11 over 6
852,19-Mar-15,2015,2014-15,1,West,20.75,19,10,Ohio St.,75,16.27,30,7,VCU,72,1 OT,3,-3,10 over 7
853,19-Mar-15,2015,2014-15,1,East,30.65,5,1,Villanova,93,-2.14,193,16,Lafayette,52,,41,15,
854,19-Mar-15,2015,2014-15,1,East,15.93,32,8,North Carolina St.,66,13.76,49,9,LSU,65,,1,1,
855,19-Mar-15,2015,2014-15,1,Midwest,36.91,1,1,Kentucky,79,-7.4,251,16,Hampton,56,,23,15,
856,19-Mar-15,2015,2014-15,1,Midwest,24.96,9,3,Notre Dame,69,5.12,117,14,Northeastern,65,,4,11,
857,19-Mar-15,2015,2014-15,1,Midwest,20.09,20,6,Butler,56,18.94,24,11,Texas,48,,8,5,
858,19-Mar-15,2015,2014-15,1,Midwest,14.15,43,8,Cincinnati,66,13.96,44,9,Purdue,65,1 OT,1,1,
859,19-Mar-15,2015,2014-15,1,South,19.13,22,4,Georgetown,84,3.25,133,13,Eastern Washington,74,,10,9,
860,19-Mar-15,2015,2014-15,1,South,27.24,8,5,Utah,57,13.64,51,12,Stephen F. Austin,50,,7,7,
861,19-Mar-15,2015,2014-15,1,West,32.36,4,2,Arizona,93,-3.84,213,15,Texas Southern,72,,21,13,
862,19-Mar-15,2015,2014-15,1,West,23.85,10,4,North Carolina,67,9.23,75,13,Harvard,65,,2,9,
863,19-Mar-15,2015,2014-15,1,West,16.44,29,5,Arkansas,56,6.72,96,12,Wofford,53,,3,7,
864,19-Mar-15,2015,2014-15,1,West,19.49,21,6,Xavier,76,13.88,46,11,Mississippi,57,,19,5,
865,20-Mar-15,2015,2014-15,1,East,16.72,27,6,Providence,53,14.24,42,11,Dayton,66,,13,-5,11 over 6
866,20-Mar-15,2015,2014-15,1,East,30.06,6,2,Virginia,79,2.27,142,15,Belmont,67,,12,13,
867,20-Mar-15,2015,2014-15,1,East,22.8,11,3,Oklahoma,69,3.29,131,14,Albany,60,,9,11,
868,20-Mar-15,2015,2014-15,1,East,21.21,17,4,Louisville,57,7.09,91,13,UC Irvine,55,,2,9,
869,20-Mar-15,2015,2014-15,1,East,20.98,18,5,Northern Iowa,71,5.67,109,12,Wyoming,54,,17,7,
870,20-Mar-15,2015,2014-15,1,East,21.72,15,7,Michigan St.,70,15.09,35,10,Georgia,63,,7,3,
871,20-Mar-15,2015,2014-15,1,Midwest,22.72,12,2,Kansas,75,6.63,98,15,New Mexico St.,56,,19,13,
872,20-Mar-15,2015,2014-15,1,Midwest,15.68,33,4,Maryland,65,11.13,64,13,Valparaiso,62,,3,9,
873,20-Mar-15,2015,2014-15,1,Midwest,17.64,25,5,West Virginia,68,11.87,58,12,Buffalo,62,,6,7,
874,20-Mar-15,2015,2014-15,1,Midwest,22.21,13,7,Wichita St.,81,13.83,48,10,Indiana,76,,5,3,
875,20-Mar-15,2015,2014-15,1,South,32.48,3,1,Duke,85,-1.39,184,16,Robert Morris,56,,29,15,
876,20-Mar-15,2015,2014-15,1,South,27.78,7,2,Gonzaga,86,1.41,152,15,North Dakota St.,76,,10,13,
877,20-Mar-15,2015,2014-15,1,South,19.02,23,7,Iowa,83,15,36,10,Davidson,52,,31,3,
878,20-Mar-15,2015,2014-15,1,South,15.95,31,8,San Diego St.,76,13.7,50,9,St. John's,64,,12,1,
879,20-Mar-15,2015,2014-15,1,West,33.72,2,1,Wisconsin,86,2.38,140,16,Coastal Carolina,72,,14,15,
880,20-Mar-15,2015,2014-15,1,West,14.92,38,9,Oklahoma St.,73,13.88,45,8,Oregon,79,,6,1,
881,21-Mar-15,2015,2014-15,2,East,30.65,5,1,Villanova,68,15.93,32,8,North Carolina St.,71,,3,-7,8 over 1
882,21-Mar-15,2015,2014-15,2,Midwest,36.91,1,1,Kentucky,64,14.15,43,8,Cincinnati,51,,13,7,
883,21-Mar-15,2015,2014-15,2,Midwest,24.96,9,3,Notre Dame,67,20.09,20,6,Butler,64,1 OT,3,3,
884,21-Mar-15,2015,2014-15,2,South,14.65,40,11,UCLA,92,3.06,135,14,UAB,75,,17,3,
885,21-Mar-15,2015,2014-15,2,West,32.36,4,2,Arizona,73,20.75,19,10,Ohio St.,58,,15,8,
