GameN,Date,Year,Round,Region,F.Seed,F.Team,F.Conf,F.Score,F.AdjEM,U.Seed,U.Team,U.Conf,U.Score,U.AdjEM,Overtime,W.Team,Result,Score.D
,16-Mar-12,2012,1,Midwest,11,North Carolina St.,ACC,79,14.22,6,San Diego St.,MWC,65,11.16,,North Carolina St.,F,14
,16-Mar-12,2012,1,Midwest,10,Purdue,B10,72,16.25,7,Saint Mary's,WCC,69,15.48,,Purdue,F,3
,16-Mar-12,2012,1,Midwest,1,North Carolina,ACC,77,25.44,16,Vermont,AE,58,5.17,,North Carolina,F,19
,16-Mar-12,2012,1,Midwest,2,Kansas,B12,65,26.91,15,Detroit,Horz,50,5.48,,Kansas,F,15
,16-Mar-12,2012,1,Midwest,3,Georgetown,BE,74,21.05,14,Belmont,ASun,59,16.96,,Georgetown,F,15
,16-Mar-12,2012,1,Midwest,9,Alabama,SEC,57,16.69,8,Creighton,MVC,58,16.47,,Creighton,U,-1
,15-Mar-12,2012,1,South,5,Wichita St.,MVC,59,22.36,12,VCU,CAA,62,13.45,,VCU,U,-3
,15-Mar-12,2012,1,South,6,UNLV,MWC,64,14.97,11,Colorado,B12,68,8.89,,Colorado,U,-4
,15-Mar-12,2012,1,South,1,Kentucky,SEC,81,32.59,16,Western Kentucky,SB,66,-2.67,,Kentucky,F,15
,15-Mar-12,2012,1,South,3,Baylor,B12,68,21.29,14,South Dakota St.,ind,60,11.62,,Baylor,F,8
,15-Mar-12,2012,1,South,4,Indiana,B10,79,22.55,13,New Mexico St.,SB,66,11.22,,Indiana,F,13
,15-Mar-12,2012,1,South,8,Iowa St.,B12,77,16.69,9,Connecticut,BE,64,14.53,,Iowa St.,F,13
,16-Mar-12,2012,1,South,2,Duke,ACC,70,19.7,15,Lehigh,Pat,75,9.29,,Lehigh,U,-5
,16-Mar-12,2012,1,South,7,Notre Dame,BE,63,14.22,10,Xavier,A10,67,12.59,,Xavier,U,-4
,15-Mar-12,2012,1,West,3,Marquette,CUSA,88,20.22,14,BYU,MWC,68,12.79,,Marquette,F,20
,15-Mar-12,2012,1,West,4,Louisville,CUSA,69,20.67,13,Davidson,SC,62,10.65,,Louisville,F,7
,15-Mar-12,2012,1,West,5,New Mexico,MWC,75,19.45,12,Long Beach St.,BW,68,15.27,,New Mexico,F,7
,15-Mar-12,2012,1,West,6,Murray St.,OVC,58,15.34,11,Colorado St.,MWC,41,8.17,,Murray St.,F,17
,16-Mar-12,2012,1,West,2,Missouri,B12,84,25.28,15,Norfolk St.,MEAC,86,-1.82,,Norfolk St.,U,-2
,16-Mar-12,2012,1,West,1,Michigan St.,B10,89,27.87,16,LIU Brooklyn,NEC,67,0.75,,Michigan St.,F,22
,16-Mar-12,2012,1,West,7,Florida,SEC,71,22.47,10,Virginia,ACC,45,15.85,,Florida,F,26
,16-Mar-12,2012,1,West,8,Memphis,CUSA,54,21.9,9,Saint Louis,CUSA,61,21.2,,Saint Louis,U,-7
,17-Mar-12,2012,2,East,1,Syracuse,BE,75,26.04,8,Kansas St.,B12,59,17.52,,Syracuse,F,16
,17-Mar-12,2012,2,East,2,Ohio St.,B10,73,30.07,7,Gonzaga,WCC,66,18.39,,Ohio St.,F,7
,17-Mar-12,2012,2,East,4,Wisconsin,B10,60,24.09,5,Vanderbilt,SEC,57,20.9,,Wisconsin,F,3
,18-Mar-12,2012,2,East,3,Florida St.,ACC,56,17.14,6,Cincinnati,CUSA,62,16.03,,Cincinnati,U,-6
,18-Mar-12,2012,2,Midwest,3,Georgetown,BE,63,21.05,11,North Carolina St.,ACC,66,14.22,,North Carolina St.,U,-3
,18-Mar-12,2012,2,Midwest,1,North Carolina,ACC,87,25.44,8,Creighton,MVC,73,16.47,,North Carolina,F,14
,18-Mar-12,2012,2,Midwest,2,Kansas,B12,63,26.91,10,Purdue,B10,60,16.25,,Kansas,F,3
,18-Mar-12,2012,2,Midwest,12,South Florida,CUSA,56,13.13,13,Ohio,MAC,62,11.88,,Ohio,U,-6
,17-Mar-12,2012,2,South,1,Kentucky,SEC,87,32.59,8,Iowa St.,B12,71,16.69,,Kentucky,F,16
,17-Mar-12,2012,2,South,3,Baylor,B12,80,21.29,11,Colorado,B12,63,8.89,,Baylor,F,17
,17-Mar-12,2012,2,South,4,Indiana,B10,63,22.55,12,VCU,CAA,61,13.45,,Indiana,F,2
,18-Mar-12,2012,2,South,10,Xavier,A10,70,12.59,15,Lehigh,Pat,58,9.29,,Xavier,F,12
,17-Mar-12,2012,2,West,3,Marquette,CUSA,62,20.22,6,Murray St.,OVC,53,15.34,,Marquette,F,9
,17-Mar-12,2012,2,West,4,Louisville,CUSA,59,20.67,5,New Mexico,MWC,56,19.45,,Louisville,F,3
,18-Mar-12,2012,2,West,1,Michigan St.,B10,65,27.87,9,Saint Louis,CUSA,61,21.2,,Michigan St.,F,4
,18-Mar-12,2012,2,West,7,Florida,SEC,84,22.47,15,Norfolk St.,MEAC,50,-1.82,,Florida,F,34
,22-Mar-12,2012,3,East,1,Syracuse,BE,64,26.04,4,Wisconsin,B10,63,24.09,,Syracuse,F,1
,22-Mar-12,2012,3,East,2,Ohio St.,B10,81,30.07,6,Cincinnati,CUSA,66,16.03,,Ohio St.,F,15
,23-Mar-12,2012,3,Midwest,1,North Carolina,ACC,73,25.44,13,Ohio,MAC,65,11.88,1 OT,North Carolina,F,8
,23-Mar-12,2012,3,Midwest,2,Kansas,B12,60,26.91,11,North Carolina St.,ACC,57,14.22,,Kansas,F,3
,23-Mar-12,2012,3,South,1,Kentucky,SEC,102,32.59,4,Indiana,B10,90,22.55,,Kentucky,F,12
,23-Mar-12,2012,3,South,3,Baylor,B12,75,21.29,10,Xavier,A10,70,12.59,,Baylor,F,5
,22-Mar-12,2012,3,West,7,Florida,SEC,68,22.47,3,Marquette,CUSA,58,20.22,,Florida,F,10
,22-Mar-12,2012,3,West,1,Michigan St.,B10,44,27.87,4,Louisville,CUSA,57,20.67,,Louisville,U,-13
,24-Mar-12,2012,4,East,2,Ohio St.,B10,77,30.07,1,Syracuse,BE,70,26.04,,Ohio St.,F,7
,25-Mar-12,2012,4,Midwest,2,Kansas,B12,80,26.91,1,North Carolina,ACC,67,25.44,,Kansas,F,13
,25-Mar-12,2012,4,South,1,Kentucky,SEC,82,32.59,3,Baylor,B12,70,21.29,,Kentucky,F,12
,24-Mar-12,2012,4,West,7,Florida,SEC,68,22.47,4,Louisville,CUSA,72,20.67,,Louisville,U,-4
,31-Mar-12,2012,5,Final Four,1,Kentucky,SEC,69,32.59,4,Louisville,CUSA,61,20.67,,Kentucky,F,8
,31-Mar-12,2012,5,Final Four,2,Ohio St.,B10,62,30.07,2,Kansas,B12,64,26.91,,Kansas,U,-2
,02-Apr-12,2012,6,Championship,1,Kentucky,SEC,67,32.59,2,Kansas,B12,59,26.91,,Kentucky,F,8
,14-Mar-12,2012,PI,Midwest,12,California,P10,54,16.37,12,South Florida,CUSA,65,13.13,,South Florida,U,-11
,14-Mar-12,2012,PI,Midwest,16,Lamar,Slnd,59,6.33,16,Vermont,AE,71,5.17,,Vermont,U,-12
,13-Mar-12,2012,PI,South,16,Western Kentucky,SB,59,-2.67,16,Mississippi Valley St.,SWAC,58,-6.3,,Western Kentucky,F,1
,13-Mar-12,2012,PI,West,14,BYU,MWC,78,12.79,14,Iona,MAAC,72,12.26,,BYU,F,6
,21-Mar-13,2013,1,East,5,UNLV,MWC,61,16.07,12,California,P10,64,13.11,,California,U,-3
,21-Mar-13,2013,1,East,3,Marquette,CUSA,59,18.32,14,Davidson,SC,58,11.36,,Marquette,F,1
,21-Mar-13,2013,1,East,4,Syracuse,BE,81,24.83,13,Montana,BSky,34,2.14,,Syracuse,F,47
,21-Mar-13,2013,1,East,6,Butler,Horz,68,15.41,11,Bucknell,Pat,56,12.72,,Butler,F,12
,22-Mar-13,2013,1,East,1,Indiana,B10,83,29.31,16,James Madison,CAA,62,-0.92,,Indiana,F,21
,22-Mar-13,2013,1,East,2,Miami FL,BE,78,22.37,15,Pacific,BW,49,3.96,,Miami FL,F,29
,22-Mar-13,2013,1,East,7,Illinois,B10,57,15.82,10,Colorado,B12,49,14.62,,Illinois,F,8
,22-Mar-13,2013,1,East,8,North Carolina St.,ACC,72,16.99,9,Temple,A10,76,12.67,,Temple,U,-4
,21-Mar-13,2013,1,Midwest,5,Oklahoma St.,B12,55,18.69,12,Oregon,P10,68,16.78,,Oregon,U,-13
,21-Mar-13,2013,1,Midwest,1,Louisville,CUSA,79,32.92,16,North Carolina A&T,MEAC,48,-5.3,,Louisville,F,31
,21-Mar-13,2013,1,Midwest,3,Michigan St.,B10,65,24.17,14,Valparaiso,MCon,54,11.42,,Michigan St.,F,11
,21-Mar-13,2013,1,Midwest,4,Saint Louis,CUSA,64,20.01,13,New Mexico St.,SB,44,7.68,,Saint Louis,F,20
,21-Mar-13,2013,1,Midwest,11,Saint Mary's,WCC,52,19.33,6,Memphis,CUSA,54,16.33,,Memphis,U,-2
,21-Mar-13,2013,1,Midwest,8,Colorado St.,MWC,84,19.12,9,Missouri,B12,72,18.53,,Colorado St.,F,12
,22-Mar-13,2013,1,Midwest,2,Duke,ACC,73,26.98,15,Albany,AE,61,1.36,,Duke,F,12
,22-Mar-13,2013,1,Midwest,7,Creighton,MVC,67,21.75,10,Cincinnati,CUSA,63,15.57,,Creighton,F,4
,21-Mar-13,2013,1,South,4,Michigan,B10,71,27.86,13,South Dakota St.,ind,56,6.79,,Michigan,F,15
,21-Mar-13,2013,1,South,5,VCU,CAA,88,20.28,12,Akron,MAC,42,11.52,,VCU,F,46
,22-Mar-13,2013,1,South,2,Georgetown,BE,68,21.24,15,Florida Gulf Coast,ASun,78,6.27,,Florida Gulf Coast,U,-10
,22-Mar-13,2013,1,South,11,Minnesota,B10,83,19.85,6,UCLA,P10,63,14.53,,Minnesota,F,20
,22-Mar-13,2013,1,South,1,Kansas,B12,64,25.23,16,Western Kentucky,SB,57,-0.41,,Kansas,F,7
,22-Mar-13,2013,1,South,3,Florida,SEC,79,31.18,14,Northwestern St.,Slnd,47,2.82,,Florida,F,32
,22-Mar-13,2013,1,South,7,San Diego St.,MWC,70,17.43,10,Oklahoma,B12,55,13.8,,San Diego St.,F,15
,22-Mar-13,2013,1,South,8,North Carolina,ACC,78,17.14,9,Villanova,BE,71,13.57,,North Carolina,F,7
,21-Mar-13,2013,1,West,3,New Mexico,MWC,62,19.02,14,Harvard,Ivy,68,7.07,,Harvard,U,-6
,21-Mar-13,2013,1,West,1,Gonzaga,WCC,64,27.81,16,Southern,SWAC,58,0.5,,Gonzaga,F,6
,21-Mar-13,2013,1,West,6,Arizona,P10,81,21.88,11,Belmont,ASun,64,14.92,,Arizona,F,17
,21-Mar-13,2013,1,West,8,Pittsburgh,BE,55,24.08,9,Wichita St.,MVC,73,20.31,,Wichita St.,U,-18
,22-Mar-13,2013,1,West,4,Kansas St.,B12,61,18.16,13,La Salle,A10,63,13.89,,La Salle,U,-2
,22-Mar-13,2013,1,West,5,Wisconsin,B10,46,22.57,12,Mississippi,SEC,57,16.95,,Mississippi,U,-11
,22-Mar-13,2013,1,West,10,Iowa St.,B12,76,17.63,7,Notre Dame,BE,58,16.65,,Iowa St.,F,18
,22-Mar-13,2013,1,West,2,Ohio St.,B10,95,25.42,15,Iona,MAAC,70,7.45,,Ohio St.,F,25
,23-Mar-13,2013,2,East,3,Marquette,CUSA,74,18.32,6,Butler,Horz,72,15.41,,Marquette,F,2
,23-Mar-13,2013,2,East,4,Syracuse,BE,66,24.83,12,California,P10,60,13.11,,Syracuse,F,6
,24-Mar-13,2013,2,East,1,Indiana,B10,58,29.31,9,Temple,A10,52,12.67,,Indiana,F,6
,24-Mar-13,2013,2,East,2,Miami FL,BE,63,22.37,7,Illinois,B10,59,15.82,,Miami FL,F,4
,23-Mar-13,2013,2,Midwest,4,Saint Louis,CUSA,57,20.01,12,Oregon,P10,74,16.78,,Oregon,U,-17
,23-Mar-13,2013,2,Midwest,1,Louisville,CUSA,82,32.92,8,Colorado St.,MWC,56,19.12,,Louisville,F,26
,23-Mar-13,2013,2,Midwest,3,Michigan St.,B10,70,24.17,6,Memphis,CUSA,48,16.33,,Michigan St.,F,22
,24-Mar-13,2013,2,Midwest,2,Duke,ACC,66,26.98,7,Creighton,MVC,50,21.75,,Duke,F,16
,23-Mar-13,2013,2,South,4,Michigan,B10,78,27.86,5,VCU,CAA,53,20.28,,Michigan,F,25
,24-Mar-13,2013,2,South,7,San Diego St.,MWC,71,17.43,15,Florida Gulf Coast,ASun,81,6.27,,Florida Gulf Coast,U,-10
,24-Mar-13,2013,2,South,1,Kansas,B12,70,25.23,8,North Carolina,ACC,58,17.14,,Kansas,F,12
,24-Mar-13,2013,2,South,3,Florida,SEC,78,31.18,11,Minnesota,B10,64,19.85,,Florida,F,14
,23-Mar-13,2013,2,West,1,Gonzaga,WCC,70,27.81,9,Wichita St.,MVC,76,20.31,,Wichita St.,U,-6
,23-Mar-13,2013,2,West,6,Arizona,P10,74,21.88,14,Harvard,Ivy,51,7.07,,Arizona,F,23
,24-Mar-13,2013,2,West,2,Ohio St.,B10,78,25.42,10,Iowa St.,B12,75,17.63,,Ohio St.,F,3
,24-Mar-13,2013,2,West,12,Mississippi,SEC,74,16.95,13,La Salle,A10,76,13.89,,La Salle,U,-2
,28-Mar-13,2013,3,East,1,Indiana,B10,50,29.31,4,Syracuse,BE,61,24.83,,Syracuse,U,-11
,28-Mar-13,2013,3,East,2,Miami FL,BE,61,22.37,3,Marquette,CUSA,71,18.32,,Marquette,U,-10
,29-Mar-13,2013,3,Midwest,1,Louisville,CUSA,77,32.92,12,Oregon,P10,69,16.78,,Louisville,F,8
,29-Mar-13,2013,3,Midwest,2,Duke,ACC,71,26.98,3,Michigan St.,B10,61,24.17,,Duke,F,10
,29-Mar-13,2013,3,South,4,Michigan,B10,87,27.86,1,Kansas,B12,85,25.23,1 OT,Michigan,F,2
,29-Mar-13,2013,3,South,3,Florida,SEC,62,31.18,15,Florida Gulf Coast,ASun,50,6.27,,Florida,F,12
,28-Mar-13,2013,3,West,2,Ohio St.,B10,73,25.42,6,Arizona,P10,70,21.88,,Ohio St.,F,3
,28-Mar-13,2013,3,West,9,Wichita St.,MVC,72,20.31,13,La Salle,A10,58,13.89,,Wichita St.,F,14
,30-Mar-13,2013,4,East,4,Syracuse,BE,55,24.83,3,Marquette,CUSA,39,18.32,,Syracuse,F,16
,31-Mar-13,2013,4,Midwest,1,Louisville,CUSA,85,32.92,2,Duke,ACC,63,26.98,,Louisville,F,22
,31-Mar-13,2013,4,South,3,Florida,SEC,59,31.18,4,Michigan,B10,79,27.86,,Michigan,U,-20
,30-Mar-13,2013,4,West,2,Ohio St.,B10,66,25.42,9,Wichita St.,MVC,70,20.31,,Wichita St.,U,-4
,06-Apr-13,2013,5,Final Four,1,Louisville,CUSA,72,32.92,9,Wichita St.,MVC,68,20.31,,Louisville,F,4
,06-Apr-13,2013,5,Final Four,4,Michigan,B10,61,27.86,4,Syracuse,BE,56,24.83,,Michigan,F,5
,08-Apr-13,2013,6,Championship,1,Louisville,CUSA,82,32.92,4,Michigan,B10,76,27.86,,Louisville,F,6
,20-Mar-13,2013,PI,East,16,James Madison,CAA,68,-0.92,16,LIU Brooklyn,NEC,55,-2.13,,James Madison,F,13
,19-Mar-13,2013,PI,Midwest,11,Saint Mary's,WCC,67,19.33,11,Middle Tennessee,SB,54,14.77,,Saint Mary's,F,13
,19-Mar-13,2013,PI,Midwest,16,North Carolina A&T,MEAC,73,-5.3,16,Liberty,BSth,72,-9.38,,North Carolina A&T,F,1
,20-Mar-13,2013,PI,West,13,La Salle,A10,80,13.89,13,Boise St.,WAC,71,13.54,,La Salle,F,9
,20-Mar-14,2014,1,East,5,Cincinnati,CUSA,57,19.24,12,Harvard,Ivy,61,17.58,,Harvard,U,-4
,20-Mar-14,2014,1,East,2,Villanova,BE,73,23.68,15,Milwaukee,Horz,53,0.08,,Villanova,F,20
,20-Mar-14,2014,1,East,4,Michigan St.,B10,93,23.92,13,Delaware,CAA,78,5.83,,Michigan St.,F,15
,20-Mar-14,2014,1,East,7,Connecticut,BE,89,22.13,10,Saint Joseph's,A10,81,12.93,1 OT,Connecticut,F,8
,21-Mar-14,2014,1,East,1,Virginia,ACC,70,26.46,16,Coastal Carolina,BSth,59,-4.98,,Virginia,F,11
,21-Mar-14,2014,1,East,3,Iowa St.,B12,93,21.07,14,North Carolina Central,ind,75,7.98,,Iowa St.,F,18
,21-Mar-14,2014,1,East,6,North Carolina,ACC,79,18.44,11,Providence,BE,77,13.81,,North Carolina,F,2
,21-Mar-14,2014,1,East,8,Memphis,CUSA,71,15.22,9,George Washington,A10,66,13.82,,Memphis,F,5
,20-Mar-14,2014,1,Midwest,2,Michigan,B10,57,23.44,15,Wofford,SC,40,-1.94,,Michigan,F,17
,20-Mar-14,2014,1,Midwest,4,Louisville,CUSA,71,30.41,13,Manhattan,MAAC,64,10.21,,Louisville,F,7
,20-Mar-14,2014,1,Midwest,5,Saint Louis,CUSA,83,15.72,12,North Carolina St.,ACC,80,11.6,1 OT,Saint Louis,F,3
,20-Mar-14,2014,1,Midwest,10,Arizona St.,P10,85,14.82,7,Texas,B12,87,14.52,,Texas,U,-2
,21-Mar-14,2014,1,Midwest,3,Duke,ACC,71,24.25,14,Mercer,ASun,78,8.34,,Mercer,U,-7
,21-Mar-14,2014,1,Midwest,11,Tennessee,SEC,86,23.69,6,Massachusetts,A10,67,13.46,,Tennessee,F,19
,21-Mar-14,2014,1,Midwest,1,Wichita St.,MVC,64,25.36,16,Cal Poly,BW,37,-0.82,,Wichita St.,F,27
,21-Mar-14,2014,1,Midwest,8,Kentucky,SEC,56,22.55,9,Kansas St.,B12,49,14.1,,Kentucky,F,7
,20-Mar-14,2014,1,South,6,Ohio St.,B10,59,21.3,11,Dayton,A10,60,14.25,,Dayton,U,-1
,20-Mar-14,2014,1,South,1,Florida,SEC,67,28.57,16,Albany,AE,55,-1.04,,Florida,F,12
,20-Mar-14,2014,1,South,3,Syracuse,BE,77,21.62,14,Western Michigan,MAC,53,3.36,,Syracuse,F,24
,20-Mar-14,2014,1,South,9,Pittsburgh,BE,77,21.89,8,Colorado,B12,48,11.2,,Pittsburgh,F,29
,21-Mar-14,2014,1,South,5,VCU,CAA,75,19.8,12,Stephen F. Austin,Slnd,77,10.83,1 OT,Stephen F. Austin,U,-2
,21-Mar-14,2014,1,South,7,New Mexico,MWC,53,17.15,10,Stanford,P10,58,16.06,,Stanford,U,-5
,21-Mar-14,2014,1,South,2,Kansas,B12,80,24.6,15,Eastern Kentucky,OVC,69,3.96,,Kansas,F,11
,21-Mar-14,2014,1,South,4,UCLA,P10,76,22.53,13,Tulsa,WAC,59,8.93,,UCLA,F,17
,20-Mar-14,2014,1,West,5,Oklahoma,B12,75,17.9,12,North Dakota St.,ind,80,11.76,1 OT,North Dakota St.,U,-5
,20-Mar-14,2014,1,West,2,Wisconsin,B10,75,25.89,15,American,Pat,35,4.57,,Wisconsin,F,40
,20-Mar-14,2014,1,West,4,San Diego St.,MWC,73,20.38,13,New Mexico St.,SB,69,10.54,1 OT,San Diego St.,F,4
,20-Mar-14,2014,1,West,7,Oregon,P10,87,19.02,10,BYU,MWC,68,13.77,,Oregon,F,19
,21-Mar-14,2014,1,West,1,Arizona,P10,68,30.11,16,Weber St.,BSky,59,-0.62,,Arizona,F,9
,21-Mar-14,2014,1,West,3,Creighton,MVC,76,21.72,14,Lafayette,Pat,66,-6.43,,Creighton,F,10
,21-Mar-14,2014,1,West,6,Baylor,B12,74,19.39,11,Nebraska,B12,60,12.64,,Baylor,F,14
,21-Mar-14,2014,1,West,9,Oklahoma St.,B12,77,20.98,8,Gonzaga,WCC,85,20.14,,Gonzaga,U,-8
,22-Mar-14,2014,2,East,2,Villanova,BE,65,23.68,7,Connecticut,BE,77,22.13,,Connecticut,U,-12
,22-Mar-14,2014,2,East,4,Michigan St.,B10,80,23.92,12,Harvard,Ivy,73,17.58,,Michigan St.,F,7
,23-Mar-14,2014,2,East,1,Virginia,ACC,78,26.46,8,Memphis,CUSA,60,15.22,,Virginia,F,18
,23-Mar-14,2014,2,East,3,Iowa St.,B12,85,21.07,6,North Carolina,ACC,83,18.44,,Iowa St.,F,2
,22-Mar-14,2014,2,Midwest,2,Michigan,B10,79,23.44,7,Texas,B12,65,14.52,,Michigan,F,14
,22-Mar-14,2014,2,Midwest,4,Louisville,CUSA,66,30.41,5,Saint Louis,CUSA,51,15.72,,Louisville,F,15
,23-Mar-14,2014,2,Midwest,1,Wichita St.,MVC,76,25.36,8,Kentucky,SEC,78,22.55,,Kentucky,U,-2
,23-Mar-14,2014,2,Midwest,11,Tennessee,SEC,83,23.69,14,Mercer,ASun,63,8.34,,Tennessee,F,20
,22-Mar-14,2014,2,South,3,Syracuse,BE,53,21.62,11,Dayton,A10,55,14.25,,Dayton,U,-2
,22-Mar-14,2014,2,South,1,Florida,SEC,61,28.57,9,Pittsburgh,BE,45,21.89,,Florida,F,16
,23-Mar-14,2014,2,South,2,Kansas,B12,57,24.6,10,Stanford,P10,60,16.06,,Stanford,U,-3
,23-Mar-14,2014,2,South,4,UCLA,P10,77,22.53,12,Stephen F. Austin,Slnd,60,10.83,,UCLA,F,17
,22-Mar-14,2014,2,West,2,Wisconsin,B10,85,25.89,7,Oregon,P10,77,19.02,,Wisconsin,F,8
,22-Mar-14,2014,2,West,4,San Diego St.,MWC,63,20.38,12,North Dakota St.,ind,44,11.76,,San Diego St.,F,19
,23-Mar-14,2014,2,West,3,Creighton,MVC,55,21.72,6,Baylor,B12,85,19.39,,Baylor,U,-30
,23-Mar-14,2014,2,West,1,Arizona,P10,84,30.11,8,Gonzaga,WCC,61,20.14,,Arizona,F,23
,28-Mar-14,2014,3,East,7,Connecticut,BE,81,22.13,3,Iowa St.,B12,76,21.07,,Connecticut,F,5
,28-Mar-14,2014,3,East,1,Virginia,ACC,59,26.46,4,Michigan St.,B10,61,23.92,,Michigan St.,U,-2
,28-Mar-14,2014,3,Midwest,4,Louisville,CUSA,69,30.41,8,Kentucky,SEC,74,22.55,,Kentucky,U,-5
,28-Mar-14,2014,3,Midwest,11,Tennessee,SEC,71,23.69,2,Michigan,B10,73,23.44,,Michigan,U,-2
,27-Mar-14,2014,3,South,1,Florida,SEC,79,28.57,4,UCLA,P10,68,22.53,,Florida,F,11
,27-Mar-14,2014,3,South,10,Stanford,P10,72,16.06,11,Dayton,A10,82,14.25,,Dayton,U,-10
,27-Mar-14,2014,3,West,1,Arizona,P10,70,30.11,4,San Diego St.,MWC,64,20.38,,Arizona,F,6
,27-Mar-14,2014,3,West,2,Wisconsin,B10,69,25.89,6,Baylor,B12,52,19.39,,Wisconsin,F,17
,30-Mar-14,2014,4,East,4,Michigan St.,B10,54,23.92,7,Connecticut,BE,60,22.13,,Connecticut,U,-6
,30-Mar-14,2014,4,Midwest,2,Michigan,B10,72,23.44,8,Kentucky,SEC,75,22.55,,Kentucky,U,-3
,29-Mar-14,2014,4,South,1,Florida,SEC,62,28.57,11,Dayton,A10,52,14.25,,Florida,F,10
,29-Mar-14,2014,4,West,1,Arizona,P10,63,30.11,2,Wisconsin,B10,64,25.89,1 OT,Wisconsin,U,-1
,05-Apr-14,2014,5,Final Four,1,Florida,SEC,53,28.57,7,Connecticut,BE,63,22.13,,Connecticut,U,-10
,05-Apr-14,2014,5,Final Four,2,Wisconsin,B10,73,25.89,8,Kentucky,SEC,74,22.55,,Kentucky,U,-1
,07-Apr-14,2014,6,Championship,8,Kentucky,SEC,54,22.55,7,Connecticut,BE,60,22.13,,Connecticut,U,-6
,18-Mar-14,2014,PI,Midwest,12,Xavier,A10,59,13.11,12,North Carolina St.,ACC,74,11.6,,North Carolina St.,U,-15
,19-Mar-14,2014,PI,Midwest,11,Tennessee,SEC,78,23.69,11,Iowa,B10,65,20.44,1 OT,Tennessee,F,13
,19-Mar-14,2014,PI,Midwest,16,Cal Poly,BW,81,-0.82,16,Texas Southern,SWAC,69,-7.49,,Cal Poly,F,12
,18-Mar-14,2014,PI,South,16,Albany,AE,71,-1.04,16,Mount St. Mary's,NEC,64,-3.96,,Albany,F,7
,19-Mar-15,2015,1,East,1,Villanova,BE,93,30.65,16,Lafayette,Pat,52,-2.14,,Villanova,F,41
,19-Mar-15,2015,1,East,8,North Carolina St.,ACC,66,15.93,9,LSU,SEC,65,13.76,,North Carolina St.,F,1
,20-Mar-15,2015,1,East,6,Providence,BE,53,16.72,11,Dayton,A10,66,14.24,,Dayton,U,-13
,20-Mar-15,2015,1,East,2,Virginia,ACC,79,30.06,15,Belmont,ASun,67,2.27,,Virginia,F,12
,20-Mar-15,2015,1,East,3,Oklahoma,B12,69,22.8,14,Albany,AE,60,3.29,,Oklahoma,F,9
,20-Mar-15,2015,1,East,4,Louisville,CUSA,57,21.21,13,UC Irvine,BW,55,7.09,,Louisville,F,2
,20-Mar-15,2015,1,East,5,Northern Iowa,MVC,71,20.98,12,Wyoming,MWC,54,5.67,,Northern Iowa,F,17
,20-Mar-15,2015,1,East,7,Michigan St.,B10,70,21.72,10,Georgia,SEC,63,15.09,,Michigan St.,F,7
,19-Mar-15,2015,1,Midwest,1,Kentucky,SEC,79,36.91,16,Hampton,MEAC,56,-7.4,,Kentucky,F,23
,19-Mar-15,2015,1,Midwest,3,Notre Dame,BE,69,24.96,14,Northeastern,AE,65,5.12,,Notre Dame,F,4
,19-Mar-15,2015,1,Midwest,6,Butler,Horz,56,20.09,11,Texas,B12,48,18.94,,Butler,F,8
,19-Mar-15,2015,1,Midwest,8,Cincinnati,CUSA,66,14.15,9,Purdue,B10,65,13.96,1 OT,Cincinnati,F,1
,20-Mar-15,2015,1,Midwest,2,Kansas,B12,75,22.72,15,New Mexico St.,SB,56,6.63,,Kansas,F,19
,20-Mar-15,2015,1,Midwest,4,Maryland,ACC,65,15.68,13,Valparaiso,MCon,62,11.13,,Maryland,F,3
,20-Mar-15,2015,1,Midwest,5,West Virginia,BE,68,17.64,12,Buffalo,MAC,62,11.87,,West Virginia,F,6
,20-Mar-15,2015,1,Midwest,7,Wichita St.,MVC,81,22.21,10,Indiana,B10,76,13.83,,Wichita St.,F,5
,19-Mar-15,2015,1,South,3,Iowa St.,B12,59,21.49,14,UAB,CUSA,60,3.06,,UAB,U,-1
,19-Mar-15,2015,1,South,6,SMU,WAC,59,17.51,11,UCLA,P10,60,14.65,,UCLA,U,-1
,19-Mar-15,2015,1,South,4,Georgetown,BE,84,19.13,13,Eastern Washington,BSky,74,3.25,,Georgetown,F,10
,19-Mar-15,2015,1,South,5,Utah,MWC,57,27.24,12,Stephen F. Austin,Slnd,50,13.64,,Utah,F,7
,20-Mar-15,2015,1,South,1,Duke,ACC,85,32.48,16,Robert Morris,NEC,56,-1.39,,Duke,F,29
,20-Mar-15,2015,1,South,2,Gonzaga,WCC,86,27.78,15,North Dakota St.,ind,76,1.41,,Gonzaga,F,10
,20-Mar-15,2015,1,South,7,Iowa,B10,83,19.02,10,Davidson,SC,52,15,,Iowa,F,31
,20-Mar-15,2015,1,South,8,San Diego St.,MWC,76,15.95,9,St. John's,BE,64,13.7,,San Diego St.,F,12
,19-Mar-15,2015,1,West,3,Baylor,B12,56,22.14,14,Georgia St.,ASun,57,10.32,,Georgia St.,U,-1
,19-Mar-15,2015,1,West,10,Ohio St.,B10,75,20.75,7,VCU,CAA,72,16.27,1 OT,Ohio St.,F,3
,19-Mar-15,2015,1,West,2,Arizona,P10,93,32.36,15,Texas Southern,SWAC,72,-3.84,,Arizona,F,21
,19-Mar-15,2015,1,West,4,North Carolina,ACC,67,23.85,13,Harvard,Ivy,65,9.23,,North Carolina,F,2
