"","Date","Year","Round","Region","WSeed","Winner","wConf","WScore","W.AdjEM","LSeed","Loser","Lconf","LScore","AdjEM","Overtime"
"1759","17-Mar-12",2012,"2","West",4,"Louisville","CUSA",59,20.67,5,"New Mexico","MWC",56,19.45,""
"1760","18-Mar-12",2012,"2","Midwest",11,"North Carolina St.","ACC",66,14.22,3,"Georgetown","BE",63,21.05,""
"1761","18-Mar-12",2012,"2","East",6,"Cincinnati","CUSA",62,16.03,3,"Florida St.","ACC",56,17.14,""
"1762","18-Mar-12",2012,"2","Midwest",1,"North Carolina","ACC",87,25.44,8,"Creighton","MVC",73,16.47,""
"1763","18-Mar-12",2012,"2","Midwest",2,"Kansas","B12",63,26.91,10,"Purdue","B10",60,16.25,""
"1764","18-Mar-12",2012,"2","South",10,"Xavier","A10",70,12.59,15,"Lehigh","Pat",58,9.29,""
"1765","18-Mar-12",2012,"2","West",1,"Michigan St.","B10",65,27.87,9,"Saint Louis","CUSA",61,21.2,""
"1766","18-Mar-12",2012,"2","West",7,"Florida","SEC",84,22.47,15,"Norfolk St.","MEAC",50,-1.82,""
"1767","18-Mar-12",2012,"2","Midwest",13,"Ohio","MAC",62,11.88,12,"South Florida","CUSA",56,13.13,""
"1768","22-Mar-12",2012,"3","West",7,"Florida","SEC",68,22.47,3,"Marquette","CUSA",58,20.22,""
"1769","22-Mar-12",2012,"3","West",4,"Louisville","CUSA",57,20.67,1,"Michigan St.","B10",44,27.87,""
"1770","22-Mar-12",2012,"3","East",1,"Syracuse","BE",64,26.04,4,"Wisconsin","B10",63,24.09,""
"1771","22-Mar-12",2012,"3","East",2,"Ohio St.","B10",81,30.07,6,"Cincinnati","CUSA",66,16.03,""
"1772","23-Mar-12",2012,"3","Midwest",1,"North Carolina","ACC",73,25.44,13,"Ohio","MAC",65,11.88,"1 OT"
"1773","23-Mar-12",2012,"3","Midwest",2,"Kansas","B12",60,26.91,11,"North Carolina St.","ACC",57,14.22,""
"1774","23-Mar-12",2012,"3","South",1,"Kentucky","SEC",102,32.59,4,"Indiana","B10",90,22.55,""
"1775","23-Mar-12",2012,"3","South",3,"Baylor","B12",75,21.29,10,"Xavier","A10",70,12.59,""
"1776","24-Mar-12",2012,"4","West",4,"Louisville","CUSA",72,20.67,7,"Florida","SEC",68,22.47,""
"1777","24-Mar-12",2012,"4","East",2,"Ohio St.","B10",77,30.07,1,"Syracuse","BE",70,26.04,""
"1778","25-Mar-12",2012,"4","South",1,"Kentucky","SEC",82,32.59,3,"Baylor","B12",70,21.29,""
"1779","25-Mar-12",2012,"4","Midwest",2,"Kansas","B12",80,26.91,1,"North Carolina","ACC",67,25.44,""
"1780","31-Mar-12",2012,"5","Final Four",1,"Kentucky","SEC",69,32.59,4,"Louisville","CUSA",61,20.67,""
"1781","31-Mar-12",2012,"5","Final Four",2,"Kansas","B12",64,26.91,2,"Ohio St.","B10",62,30.07,""
"1782","2-Apr-12",2012,"6","Championship",1,"Kentucky","SEC",67,32.59,2,"Kansas","B12",59,26.91,""
"1783","19-Mar-13",2013,"PI","Midwest",11,"Saint Mary's","WCC",67,19.33,11,"Middle Tennessee","SB",54,14.77,""
"1784","19-Mar-13",2013,"PI","Midwest",16,"North Carolina A&T","MEAC",73,-5.3,16,"Liberty","BSth",72,-9.38,""
"1785","20-Mar-13",2013,"PI","East",16,"James Madison","CAA",68,-0.92,16,"LIU Brooklyn","NEC",55,-2.13,""
"1786","20-Mar-13",2013,"PI","West",13,"La Salle","A10",80,13.89,13,"Boise St.","WAC",71,13.54,""
"1787","21-Mar-13",2013,"1","West",14,"Harvard","Ivy",68,7.07,3,"New Mexico","MWC",62,19.02,""
"1788","21-Mar-13",2013,"1","East",12,"California","P10",64,13.11,5,"UNLV","MWC",61,16.07,""
"1789","21-Mar-13",2013,"1","Midwest",12,"Oregon","P10",68,16.78,5,"Oklahoma St.","B12",55,18.69,""
"1790","21-Mar-13",2013,"1","East",3,"Marquette","CUSA",59,18.32,14,"Davidson","SC",58,11.36,""
"1791","21-Mar-13",2013,"1","East",4,"Syracuse","BE",81,24.83,13,"Montana","BSky",34,2.14,""
"1792","21-Mar-13",2013,"1","East",6,"Butler","Horz",68,15.41,11,"Bucknell","Pat",56,12.72,""
"1793","21-Mar-13",2013,"1","Midwest",1,"Louisville","CUSA",79,32.92,16,"North Carolina A&T","MEAC",48,-5.3,""
"1794","21-Mar-13",2013,"1","Midwest",3,"Michigan St.","B10",65,24.17,14,"Valparaiso","MCon",54,11.42,""
"1795","21-Mar-13",2013,"1","Midwest",4,"Saint Louis","CUSA",64,20.01,13,"New Mexico St.","SB",44,7.68,""
"1796","21-Mar-13",2013,"1","Midwest",6,"Memphis","CUSA",54,16.33,11,"Saint Mary's","WCC",52,19.33,""
"1797","21-Mar-13",2013,"1","Midwest",8,"Colorado St.","MWC",84,19.12,9,"Missouri","B12",72,18.53,""
"1798","21-Mar-13",2013,"1","South",4,"Michigan","B10",71,27.86,13,"South Dakota St.","ind",56,6.79,""
"1799","21-Mar-13",2013,"1","South",5,"VCU","CAA",88,20.28,12,"Akron","MAC",42,11.52,""
"1800","21-Mar-13",2013,"1","West",1,"Gonzaga","WCC",64,27.81,16,"Southern","SWAC",58,0.5,""
"1801","21-Mar-13",2013,"1","West",6,"Arizona","P10",81,21.88,11,"Belmont","ASun",64,14.92,""
"1802","21-Mar-13",2013,"1","West",9,"Wichita St.","MVC",73,20.31,8,"Pittsburgh","BE",55,24.08,""
"1803","22-Mar-13",2013,"1","South",15,"Florida Gulf Coast","ASun",78,6.27,2,"Georgetown","BE",68,21.24,""
"1804","22-Mar-13",2013,"1","West",13,"La Salle","A10",63,13.89,4,"Kansas St.","B12",61,18.16,""
"1805","22-Mar-13",2013,"1","West",12,"Mississippi","SEC",57,16.95,5,"Wisconsin","B10",46,22.57,""
"1806","22-Mar-13",2013,"1","South",11,"Minnesota","B10",83,19.85,6,"UCLA","P10",63,14.53,""
"1807","22-Mar-13",2013,"1","West",10,"Iowa St.","B12",76,17.63,7,"Notre Dame","BE",58,16.65,""
"1808","22-Mar-13",2013,"1","East",1,"Indiana","B10",83,29.31,16,"James Madison","CAA",62,-0.92,""
"1809","22-Mar-13",2013,"1","East",2,"Miami FL","BE",78,22.37,15,"Pacific","BW",49,3.96,""
"1810","22-Mar-13",2013,"1","East",7,"Illinois","B10",57,15.82,10,"Colorado","B12",49,14.62,""
"1811","22-Mar-13",2013,"1","Midwest",2,"Duke","ACC",73,26.98,15,"Albany","AE",61,1.36,""
"1812","22-Mar-13",2013,"1","Midwest",7,"Creighton","MVC",67,21.75,10,"Cincinnati","CUSA",63,15.57,""
"1813","22-Mar-13",2013,"1","South",1,"Kansas","B12",64,25.23,16,"Western Kentucky","SB",57,-0.41,""
"1814","22-Mar-13",2013,"1","South",3,"Florida","SEC",79,31.18,14,"Northwestern St.","Slnd",47,2.82,""
"1815","22-Mar-13",2013,"1","South",7,"San Diego St.","MWC",70,17.43,10,"Oklahoma","B12",55,13.8,""
"1816","22-Mar-13",2013,"1","South",8,"North Carolina","ACC",78,17.14,9,"Villanova","BE",71,13.57,""
"1817","22-Mar-13",2013,"1","West",2,"Ohio St.","B10",95,25.42,15,"Iona","MAAC",70,7.45,""
"1818","22-Mar-13",2013,"1","East",9,"Temple","A10",76,12.67,8,"North Carolina St.","ACC",72,16.99,""
"1819","23-Mar-13",2013,"2","Midwest",12,"Oregon","P10",74,16.78,4,"Saint Louis","CUSA",57,20.01,""
"1820","23-Mar-13",2013,"2","West",9,"Wichita St.","MVC",76,20.31,1,"Gonzaga","WCC",70,27.81,""
"1821","23-Mar-13",2013,"2","East",3,"Marquette","CUSA",74,18.32,6,"Butler","Horz",72,15.41,""
"1822","23-Mar-13",2013,"2","East",4,"Syracuse","BE",66,24.83,12,"California","P10",60,13.11,""
"1823","23-Mar-13",2013,"2","Midwest",1,"Louisville","CUSA",82,32.92,8,"Colorado St.","MWC",56,19.12,""
"1824","23-Mar-13",2013,"2","Midwest",3,"Michigan St.","B10",70,24.17,6,"Memphis","CUSA",48,16.33,""
"1825","23-Mar-13",2013,"2","South",4,"Michigan","B10",78,27.86,5,"VCU","CAA",53,20.28,""
"1826","23-Mar-13",2013,"2","West",6,"Arizona","P10",74,21.88,14,"Harvard","Ivy",51,7.07,""
"1827","24-Mar-13",2013,"2","South",15,"Florida Gulf Coast","ASun",81,6.27,7,"San Diego St.","MWC",71,17.43,""
"1828","24-Mar-13",2013,"2","East",1,"Indiana","B10",58,29.31,9,"Temple","A10",52,12.67,""
"1829","24-Mar-13",2013,"2","East",2,"Miami FL","BE",63,22.37,7,"Illinois","B10",59,15.82,""
"1830","24-Mar-13",2013,"2","Midwest",2,"Duke","ACC",66,26.98,7,"Creighton","MVC",50,21.75,""
"1831","24-Mar-13",2013,"2","South",1,"Kansas","B12",70,25.23,8,"North Carolina","ACC",58,17.14,""
"1832","24-Mar-13",2013,"2","South",3,"Florida","SEC",78,31.18,11,"Minnesota","B10",64,19.85,""
"1833","24-Mar-13",2013,"2","West",2,"Ohio St.","B10",78,25.42,10,"Iowa St.","B12",75,17.63,""
"1834","24-Mar-13",2013,"2","West",13,"La Salle","A10",76,13.89,12,"Mississippi","SEC",74,16.95,""
"1835","28-Mar-13",2013,"3","East",4,"Syracuse","BE",61,24.83,1,"Indiana","B10",50,29.31,""
"1836","28-Mar-13",2013,"3","West",2,"Ohio St.","B10",73,25.42,6,"Arizona","P10",70,21.88,""
"1837","28-Mar-13",2013,"3","West",9,"Wichita St.","MVC",72,20.31,13,"La Salle","A10",58,13.89,""
"1838","28-Mar-13",2013,"3","East",3,"Marquette","CUSA",71,18.32,2,"Miami FL","BE",61,22.37,""
"1839","29-Mar-13",2013,"3","South",4,"Michigan","B10",87,27.86,1,"Kansas","B12",85,25.23,"1 OT"
"1840","29-Mar-13",2013,"3","Midwest",1,"Louisville","CUSA",77,32.92,12,"Oregon","P10",69,16.78,""
"1841","29-Mar-13",2013,"3","Midwest",2,"Duke","ACC",71,26.98,3,"Michigan St.","B10",61,24.17,""
"1842","29-Mar-13",2013,"3","South",3,"Florida","SEC",62,31.18,15,"Florida Gulf Coast","ASun",50,6.27,""
"1843","30-Mar-13",2013,"4","West",9,"Wichita St.","MVC",70,20.31,2,"Ohio St.","B10",66,25.42,""
"1844","30-Mar-13",2013,"4","East",4,"Syracuse","BE",55,24.83,3,"Marquette","CUSA",39,18.32,""
"1845","31-Mar-13",2013,"4","Midwest",1,"Louisville","CUSA",85,32.92,2,"Duke","ACC",63,26.98,""
"1846","31-Mar-13",2013,"4","South",4,"Michigan","B10",79,27.86,3,"Florida","SEC",59,31.18,""
"1847","6-Apr-13",2013,"5","Final Four",1,"Louisville","CUSA",72,32.92,9,"Wichita St.","MVC",68,20.31,""
"1848","6-Apr-13",2013,"5","Final Four",4,"Michigan","B10",61,27.86,4,"Syracuse","BE",56,24.83,""
"1849","8-Apr-13",2013,"6","Championship",1,"Louisville","CUSA",82,32.92,4,"Michigan","B10",76,27.86,""
"1850","18-Mar-14",2014,"PI","Midwest",12,"North Carolina St.","ACC",74,11.6,12,"Xavier","A10",59,13.11,""
"1851","18-Mar-14",2014,"PI","South",16,"Albany","AE",71,-1.04,16,"Mount St. Mary's","NEC",64,-3.96,""
"1852","19-Mar-14",2014,"PI","Midwest",11,"Tennessee","SEC",78,23.69,11,"Iowa","B10",65,20.44,"1 OT"
"1853","19-Mar-14",2014,"PI","Midwest",16,"Cal Poly","BW",81,-0.82,16,"Texas Southern","SWAC",69,-7.49,""
"1854","20-Mar-14",2014,"1","East",12,"Harvard","Ivy",61,17.58,5,"Cincinnati","CUSA",57,19.24,""
"1855","20-Mar-14",2014,"1","West",12,"North Dakota St.","ind",80,11.76,5,"Oklahoma","B12",75,17.9,"1 OT"
"1856","20-Mar-14",2014,"1","South",11,"Dayton","A10",60,14.25,6,"Ohio St.","B10",59,21.3,""
"1857","20-Mar-14",2014,"1","East",2,"Villanova","BE",73,23.68,15,"Milwaukee","Horz",53,0.08,""
"1858","20-Mar-14",2014,"1","East",4,"Michigan St.","B10",93,23.92,13,"Delaware","CAA",78,5.83,""
"1859","20-Mar-14",2014,"1","East",7,"Connecticut","BE",89,22.13,10,"Saint Joseph's","A10",81,12.93,"1 OT"
"1860","20-Mar-14",2014,"1","Midwest",2,"Michigan","B10",57,23.44,15,"Wofford","SC",40,-1.94,""
"1861","20-Mar-14",2014,"1","Midwest",4,"Louisville","CUSA",71,30.41,13,"Manhattan","MAAC",64,10.21,""
"1862","20-Mar-14",2014,"1","Midwest",5,"Saint Louis","CUSA",83,15.72,12,"North Carolina St.","ACC",80,11.6,"1 OT"
"1863","20-Mar-14",2014,"1","Midwest",7,"Texas","B12",87,14.52,10,"Arizona St.","P10",85,14.82,""
"1864","20-Mar-14",2014,"1","South",1,"Florida","SEC",67,28.57,16,"Albany","AE",55,-1.04,""
"1865","20-Mar-14",2014,"1","South",3,"Syracuse","BE",77,21.62,14,"Western Michigan","MAC",53,3.36,""
"1866","20-Mar-14",2014,"1","West",2,"Wisconsin","B10",75,25.89,15,"American","Pat",35,4.57,""
"1867","20-Mar-14",2014,"1","West",4,"San Diego St.","MWC",73,20.38,13,"New Mexico St.","SB",69,10.54,"1 OT"
"1868","20-Mar-14",2014,"1","West",7,"Oregon","P10",87,19.02,10,"BYU","MWC",68,13.77,""
"1869","20-Mar-14",2014,"1","South",9,"Pittsburgh","BE",77,21.89,8,"Colorado","B12",48,11.2,""
"1870","21-Mar-14",2014,"1","Midwest",14,"Mercer","ASun",78,8.34,3,"Duke","ACC",71,24.25,""
"1871","21-Mar-14",2014,"1","South",12,"Stephen F. Austin","Slnd",77,10.83,5,"VCU","CAA",75,19.8,"1 OT"
"1872","21-Mar-14",2014,"1","Midwest",11,"Tennessee","SEC",86,23.69,6,"Massachusetts","A10",67,13.46,""
"1873","21-Mar-14",2014,"1","South",10,"Stanford","P10",58,16.06,7,"New Mexico","MWC",53,17.15,""
"1874","21-Mar-14",2014,"1","East",1,"Virginia","ACC",70,26.46,16,"Coastal Carolina","BSth",59,-4.98,""
"1875","21-Mar-14",2014,"1","East",3,"Iowa St.","B12",93,21.07,14,"North Carolina Central","ind",75,7.98,""
"1876","21-Mar-14",2014,"1","East",6,"North Carolina","ACC",79,18.44,11,"Providence","BE",77,13.81,""
"1877","21-Mar-14",2014,"1","East",8,"Memphis","CUSA",71,15.22,9,"George Washington","A10",66,13.82,""
"1878","21-Mar-14",2014,"1","Midwest",1,"Wichita St.","MVC",64,25.36,16,"Cal Poly","BW",37,-0.82,""
"1879","21-Mar-14",2014,"1","Midwest",8,"Kentucky","SEC",56,22.55,9,"Kansas St.","B12",49,14.1,""
"1880","21-Mar-14",2014,"1","South",2,"Kansas","B12",80,24.6,15,"Eastern Kentucky","OVC",69,3.96,""
"1881","21-Mar-14",2014,"1","South",4,"UCLA","P10",76,22.53,13,"Tulsa","WAC",59,8.93,""
"1882","21-Mar-14",2014,"1","West",1,"Arizona","P10",68,30.11,16,"Weber St.","BSky",59,-0.62,""
"1883","21-Mar-14",2014,"1","West",3,"Creighton","MVC",76,21.72,14,"Lafayette","Pat",66,-6.43,""
"1884","21-Mar-14",2014,"1","West",6,"Baylor","B12",74,19.39,11,"Nebraska","B12",60,12.64,""
"1885","21-Mar-14",2014,"1","West",8,"Gonzaga","WCC",85,20.14,9,"Oklahoma St.","B12",77,20.98,""
"1886","22-Mar-14",2014,"2","South",11,"Dayton","A10",55,14.25,3,"Syracuse","BE",53,21.62,""
"1887","22-Mar-14",2014,"2","East",7,"Connecticut","BE",77,22.13,2,"Villanova","BE",65,23.68,""
"1888","22-Mar-14",2014,"2","East",4,"Michigan St.","B10",80,23.92,12,"Harvard","Ivy",73,17.58,""
"1889","22-Mar-14",2014,"2","Midwest",2,"Michigan","B10",79,23.44,7,"Texas","B12",65,14.52,""
"1890","22-Mar-14",2014,"2","Midwest",4,"Louisville","CUSA",66,30.41,5,"Saint Louis","CUSA",51,15.72,""
"1891","22-Mar-14",2014,"2","South",1,"Florida","SEC",61,28.57,9,"Pittsburgh","BE",45,21.89,""
"1892","22-Mar-14",2014,"2","West",2,"Wisconsin","B10",85,25.89,7,"Oregon","P10",77,19.02,""
"1893","22-Mar-14",2014,"2","West",4,"San Diego St.","MWC",63,20.38,12,"North Dakota St.","ind",44,11.76,""
"1894","23-Mar-14",2014,"2","South",10,"Stanford","P10",60,16.06,2,"Kansas","B12",57,24.6,""
"1895","23-Mar-14",2014,"2","Midwest",8,"Kentucky","SEC",78,22.55,1,"Wichita St.","MVC",76,25.36,""
"1896","23-Mar-14",2014,"2","West",6,"Baylor","B12",85,19.39,3,"Creighton","MVC",55,21.72,""
"1897","23-Mar-14",2014,"2","East",1,"Virginia","ACC",78,26.46,8,"Memphis","CUSA",60,15.22,""
"1898","23-Mar-14",2014,"2","East",3,"Iowa St.","B12",85,21.07,6,"North Carolina","ACC",83,18.44,""
"1899","23-Mar-14",2014,"2","Midwest",11,"Tennessee","SEC",83,23.69,14,"Mercer","ASun",63,8.34,""
"1900","23-Mar-14",2014,"2","South",4,"UCLA","P10",77,22.53,12,"Stephen F. Austin","Slnd",60,10.83,""
"1901","23-Mar-14",2014,"2","West",1,"Arizona","P10",84,30.11,8,"Gonzaga","WCC",61,20.14,""
"1902","27-Mar-14",2014,"3","South",1,"Florida","SEC",79,28.57,4,"UCLA","P10",68,22.53,""
"1903","27-Mar-14",2014,"3","West",1,"Arizona","P10",70,30.11,4,"San Diego St.","MWC",64,20.38,""
"1904","27-Mar-14",2014,"3","West",2,"Wisconsin","B10",69,25.89,6,"Baylor","B12",52,19.39,""
"1905","27-Mar-14",2014,"3","South",11,"Dayton","A10",82,14.25,10,"Stanford","P10",72,16.06,""
"1906","28-Mar-14",2014,"3","East",7,"Connecticut","BE",81,22.13,3,"Iowa St.","B12",76,21.07,""
"1907","28-Mar-14",2014,"3","Midwest",8,"Kentucky","SEC",74,22.55,4,"Louisville","CUSA",69,30.41,""
"1908","28-Mar-14",2014,"3","East",4,"Michigan St.","B10",61,23.92,1,"Virginia","ACC",59,26.46,""
"1909","28-Mar-14",2014,"3","Midwest",2,"Michigan","B10",73,23.44,11,"Tennessee","SEC",71,23.69,""
"1910","29-Mar-14",2014,"4","South",1,"Florida","SEC",62,28.57,11,"Dayton","A10",52,14.25,""
"1911","29-Mar-14",2014,"4","West",2,"Wisconsin","B10",64,25.89,1,"Arizona","P10",63,30.11,"1 OT"
"1912","30-Mar-14",2014,"4","Midwest",8,"Kentucky","SEC",75,22.55,2,"Michigan","B10",72,23.44,""
"1913","30-Mar-14",2014,"4","East",7,"Connecticut","BE",60,22.13,4,"Michigan St.","B10",54,23.92,""
"1914","5-Apr-14",2014,"5","Final Four",7,"Connecticut","BE",63,22.13,1,"Florida","SEC",53,28.57,""
"1915","5-Apr-14",2014,"5","Final Four",8,"Kentucky","SEC",74,22.55,2,"Wisconsin","B10",73,25.89,""
"1916","7-Apr-14",2014,"6","Championship",7,"Connecticut","BE",60,22.13,8,"Kentucky","SEC",54,22.55,""
"1917","17-Mar-15",2015,"PI","Midwest",16,"Hampton","MEAC",74,-7.4,16,"Manhattan","MAAC",64,0.31,""
"1918","17-Mar-15",2015,"PI","West",11,"Mississippi","SEC",94,13.88,11,"BYU","MWC",90,16.69,""
"1919","18-Mar-15",2015,"PI","East",11,"Dayton","A10",56,14.24,11,"Boise St.","WAC",55,13.85,""
"1920","18-Mar-15",2015,"PI","South",16,"Robert Morris","NEC",81,-1.39,16,"North Florida","ASun",77,2.26,""
"1921","19-Mar-15",2015,"1","South",14,"UAB","CUSA",60,3.06,3,"Iowa St.","B12",59,21.49,""
"1922","19-Mar-15",2015,"1","West",14,"Georgia St.","ASun",57,10.32,3,"Baylor","B12",56,22.14,""
"1923","19-Mar-15",2015,"1","South",11,"UCLA","P10",60,14.65,6,"SMU","WAC",59,17.51,""
"1924","19-Mar-15",2015,"1","West",10,"Ohio St.","B10",75,20.75,7,"VCU","CAA",72,16.27,"1 OT"
"1925","19-Mar-15",2015,"1","East",1,"Villanova","BE",93,30.65,16,"Lafayette","Pat",52,-2.14,""
"1926","19-Mar-15",2015,"1","East",8,"North Carolina St.","ACC",66,15.93,9,"LSU","SEC",65,13.76,""
"1927","19-Mar-15",2015,"1","Midwest",1,"Kentucky","SEC",79,36.91,16,"Hampton","MEAC",56,-7.4,""
"1928","19-Mar-15",2015,"1","Midwest",3,"Notre Dame","BE",69,24.96,14,"Northeastern","AE",65,5.12,""
"1929","19-Mar-15",2015,"1","Midwest",6,"Butler","Horz",56,20.09,11,"Texas","B12",48,18.94,""
"1930","19-Mar-15",2015,"1","Midwest",8,"Cincinnati","CUSA",66,14.15,9,"Purdue","B10",65,13.96,"1 OT"
"1931","19-Mar-15",2015,"1","South",4,"Georgetown","BE",84,19.13,13,"Eastern Washington","BSky",74,3.25,""
"1932","19-Mar-15",2015,"1","South",5,"Utah","MWC",57,27.24,12,"Stephen F. Austin","Slnd",50,13.64,""
"1933","19-Mar-15",2015,"1","West",2,"Arizona","P10",93,32.36,15,"Texas Southern","SWAC",72,-3.84,""
"1934","19-Mar-15",2015,"1","West",4,"North Carolina","ACC",67,23.85,13,"Harvard","Ivy",65,9.23,""
"1935","19-Mar-15",2015,"1","West",5,"Arkansas","SEC",56,16.44,12,"Wofford","SC",53,6.72,""
"1936","19-Mar-15",2015,"1","West",6,"Xavier","A10",76,19.49,11,"Mississippi","SEC",57,13.88,""
"1937","20-Mar-15",2015,"1","East",11,"Dayton","A10",66,14.24,6,"Providence","BE",53,16.72,""
"1938","20-Mar-15",2015,"1","East",2,"Virginia","ACC",79,30.06,15,"Belmont","ASun",67,2.27,""
"1939","20-Mar-15",2015,"1","East",3,"Oklahoma","B12",69,22.8,14,"Albany","AE",60,3.29,""
"1940","20-Mar-15",2015,"1","East",4,"Louisville","CUSA",57,21.21,13,"UC Irvine","BW",55,7.09,""
"1941","20-Mar-15",2015,"1","East",5,"Northern Iowa","MVC",71,20.98,12,"Wyoming","MWC",54,5.67,""
"1942","20-Mar-15",2015,"1","East",7,"Michigan St.","B10",70,21.72,10,"Georgia","SEC",63,15.09,""
"1943","20-Mar-15",2015,"1","Midwest",2,"Kansas","B12",75,22.72,15,"New Mexico St.","SB",56,6.63,""
"1944","20-Mar-15",2015,"1","Midwest",4,"Maryland","ACC",65,15.68,13,"Valparaiso","MCon",62,11.13,""
"1945","20-Mar-15",2015,"1","Midwest",5,"West Virginia","BE",68,17.64,12,"Buffalo","MAC",62,11.87,""
"1946","20-Mar-15",2015,"1","Midwest",7,"Wichita St.","MVC",81,22.21,10,"Indiana","B10",76,13.83,""
"1947","20-Mar-15",2015,"1","South",1,"Duke","ACC",85,32.48,16,"Robert Morris","NEC",56,-1.39,""
"1948","20-Mar-15",2015,"1","South",2,"Gonzaga","WCC",86,27.78,15,"North Dakota St.","ind",76,1.41,""
"1949","20-Mar-15",2015,"1","South",7,"Iowa","B10",83,19.02,10,"Davidson","SC",52,15,""
"1950","20-Mar-15",2015,"1","South",8,"San Diego St.","MWC",76,15.95,9,"St. John's","BE",64,13.7,""
"1951","20-Mar-15",2015,"1","West",1,"Wisconsin","B10",86,33.72,16,"Coastal Carolina","BSth",72,2.38,""
"1952","20-Mar-15",2015,"1","West",8,"Oregon","P10",79,13.88,9,"Oklahoma St.","B12",73,14.92,""
"1953","21-Mar-15",2015,"2","East",8,"North Carolina St.","ACC",71,15.93,1,"Villanova","BE",68,30.65,""
"1954","21-Mar-15",2015,"2","Midwest",1,"Kentucky","SEC",64,36.91,8,"Cincinnati","CUSA",51,14.15,""
"1955","21-Mar-15",2015,"2","Midwest",3,"Notre Dame","BE",67,24.96,6,"Butler","Horz",64,20.09,"1 OT"
"1956","21-Mar-15",2015,"2","South",11,"UCLA","P10",92,14.65,14,"UAB","CUSA",75,3.06,""
"1957","21-Mar-15",2015,"2","West",2,"Arizona","P10",73,32.36,10,"Ohio St.","B10",58,20.75,""
"1958","21-Mar-15",2015,"2","West",4,"North Carolina","ACC",87,23.85,5,"Arkansas","SEC",78,16.44,""
"1959","21-Mar-15",2015,"2","West",6,"Xavier","A10",75,19.49,14,"Georgia St.","ASun",67,10.32,""
"1960","21-Mar-15",2015,"2","South",5,"Utah","MWC",75,27.24,4,"Georgetown","BE",64,19.13,""
"1961","22-Mar-15",2015,"2","East",7,"Michigan St.","B10",60,21.72,2,"Virginia","ACC",54,30.06,""
"1962","22-Mar-15",2015,"2","Midwest",7,"Wichita St.","MVC",78,22.21,2,"Kansas","B12",65,22.72,""
"1963","22-Mar-15",2015,"2","East",3,"Oklahoma","B12",72,22.8,11,"Dayton","A10",66,14.24,""
"1964","22-Mar-15",2015,"2","East",4,"Louisville","CUSA",66,21.21,5,"Northern Iowa","MVC",53,20.98,""
"1965","22-Mar-15",2015,"2","South",1,"Duke","ACC",68,32.48,8,"San Diego St.","MWC",49,15.95,""
"1966","22-Mar-15",2015,"2","South",2,"Gonzaga","WCC",87,27.78,7,"Iowa","B10",69,19.02,""
"1967","22-Mar-15",2015,"2","West",1,"Wisconsin","B10",72,33.72,8,"Oregon","P10",65,13.88,""
"1968","22-Mar-15",2015,"2","Midwest",5,"West Virginia","BE",69,17.64,4,"Maryland","ACC",59,15.68,""
"1969","26-Mar-15",2015,"3","Midwest",1,"Kentucky","SEC",78,36.91,5,"West Virginia","BE",39,17.64,""
"1970","26-Mar-15",2015,"3","Midwest",3,"Notre Dame","BE",81,24.96,7,"Wichita St.","MVC",70,22.21,""
"1971","26-Mar-15",2015,"3","West",1,"Wisconsin","B10",79,33.72,4,"North Carolina","ACC",72,23.85,""
"1972","26-Mar-15",2015,"3","West",2,"Arizona","P10",68,32.36,6,"Xavier","A10",60,19.49,""
"1973","27-Mar-15",2015,"3","East",7,"Michigan St.","B10",62,21.72,3,"Oklahoma","B12",58,22.8,""
"1974","27-Mar-15",2015,"3","East",4,"Louisville","CUSA",75,21.21,8,"North Carolina St.","ACC",65,15.93,""
"1975","27-Mar-15",2015,"3","South",1,"Duke","ACC",63,32.48,5,"Utah","MWC",57,27.24,""
"1976","27-Mar-15",2015,"3","South",2,"Gonzaga","WCC",74,27.78,11,"UCLA","P10",62,14.65,""
"1977","28-Mar-15",2015,"4","Midwest",1,"Kentucky","SEC",68,36.91,3,"Notre Dame","BE",66,24.96,""
"1978","28-Mar-15",2015,"4","West",1,"Wisconsin","B10",85,33.72,2,"Arizona","P10",78,32.36,""
"1979","29-Mar-15",2015,"4","East",7,"Michigan St.","B10",76,21.72,4,"Louisville","CUSA",70,21.21,"1 OT"
"1980","29-Mar-15",2015,"4","South",1,"Duke","ACC",66,32.48,2,"Gonzaga","WCC",52,27.78,""
"1981","4-Apr-15",2015,"5","Final Four",1,"Duke","ACC",81,32.48,7,"Michigan St.","B10",61,21.72,""
"1982","4-Apr-15",2015,"5","Final Four",1,"Wisconsin","B10",71,33.72,1,"Kentucky","SEC",64,36.91,""
"1983","6-Apr-15",2015,"6","Championship",1,"Duke","ACC",68,32.48,1,"Wisconsin","B10",63,33.72,""
"1984","15-Mar-16",2016,"PI","East",16,"Florida Gulf Coast","ASun",96,-0.08,16,"Fairleigh Dickinson","NEC",65,-10.63,""
"1985","15-Mar-16",2016,"PI","South",11,"Wichita St.","MVC",70,22.53,11,"Vanderbilt","SEC",50,18.76,""
"1986","16-Mar-16",2016,"PI","East",11,"Michigan","B10",67,14.15,11,"Tulsa","WAC",62,11.5,""
"1987","16-Mar-16",2016,"PI","West",16,"Holy Cross","Pat",59,-11.39,16,"Southern","SWAC",55,-5.75,""
"1988","17-Mar-16",2016,"1","Midwest",12,"Arkansas Little Rock","SB",85,13.24,5,"Purdue","B10",83,23.85,"2 OT"
