Date,Year,Round,Region,WSeed,Winner,wConf,WScore,LSeed,Loser,Lconf,LScore,Overtime,MV,SeD,Upset,LEW,LAW,LDW
14-Mar-12,2012,PI,Midwest,12,South Florida,CUSA,65,12,California,P10,54,,11,0,,0.514285714,0,-0.514285714
14-Mar-12,2012,PI,Midwest,16,Vermont,AE,71,16,Lamar,Slnd,59,,12,0,,0.007142857,0,-0.007142857
15-Mar-12,2012,1,South,12,VCU,CAA,62,5,Wichita St.,MVC,59,,3,-7,12 over 5,1.107142857,0,-1.107142857
15-Mar-12,2012,1,South,11,Colorado,B12,68,6,UNLV,MWC,64,,4,-5,11 over 6,1.078571429,0,-1.078571429
15-Mar-12,2012,1,East,1,Syracuse,BE,72,16,UNC Asheville,BSth,65,,7,15,,0.007142857,0,-0.007142857
15-Mar-12,2012,1,East,2,Ohio St.,B10,78,15,Loyola MD,MAAC,59,,19,13,,0.064285714,0,-0.064285714
15-Mar-12,2012,1,East,4,Wisconsin,B10,73,13,Montana,BSky,49,,24,9,,0.25,0,-0.25
15-Mar-12,2012,1,East,5,Vanderbilt,SEC,79,12,Harvard,Ivy,70,,9,7,,0.514285714,0,-0.514285714
15-Mar-12,2012,1,East,7,Gonzaga,WCC,77,10,West Virginia,BE,54,,23,3,,0.621428571,0,-0.621428571
15-Mar-12,2012,1,East,8,Kansas St.,B12,70,9,Southern Miss,CUSA,64,,6,1,,0.6,0,-0.6
15-Mar-12,2012,1,South,1,Kentucky,SEC,81,16,Western Kentucky,SB,66,,15,15,,0.007142857,0,-0.007142857
15-Mar-12,2012,1,South,3,Baylor,B12,68,14,South Dakota St.,ind,60,,8,11,,0.164285714,0,-0.164285714
15-Mar-12,2012,1,South,4,Indiana,B10,79,13,New Mexico St.,SB,66,,13,9,,0.25,0,-0.25
15-Mar-12,2012,1,South,8,Iowa St.,B12,77,9,Connecticut,BE,64,,13,1,,0.6,0,-0.6
15-Mar-12,2012,1,West,3,Marquette,CUSA,88,14,BYU,MWC,68,,20,11,,0.164285714,0,-0.164285714
15-Mar-12,2012,1,West,4,Louisville,CUSA,69,13,Davidson,SC,62,,7,9,,0.25,0,-0.25
15-Mar-12,2012,1,West,5,New Mexico,MWC,75,12,Long Beach St.,BW,68,,7,7,,0.514285714,0,-0.514285714
15-Mar-12,2012,1,West,6,Murray St.,OVC,58,11,Colorado St.,MWC,41,,17,5,,0.614285714,0,-0.614285714
16-Mar-12,2012,1,South,15,Lehigh,Pat,75,2,Duke,ACC,70,,5,-13,15 over 2,2.371428571,0,-2.371428571
16-Mar-12,2012,1,West,15,Norfolk St.,MEAC,86,2,Missouri,B12,84,,2,-13,15 over 2,2.371428571,0,-2.371428571
16-Mar-12,2012,1,Midwest,13,Ohio,MAC,65,4,Michigan,B10,60,,5,-9,13 over 4,1.535714286,0,-1.535714286
16-Mar-12,2012,1,Midwest,12,South Florida,CUSA,58,5,Temple,A10,44,,14,-7,12 over 5,1.107142857,0,-1.107142857
16-Mar-12,2012,1,Midwest,11,North Carolina St.,ACC,79,6,San Diego St.,MWC,65,,14,-5,11 over 6,1.078571429,0,-1.078571429
16-Mar-12,2012,1,Midwest,10,Purdue,B10,72,7,Saint Mary's,WCC,69,,3,-3,10 over 7,0.9,0,-0.9
16-Mar-12,2012,1,South,10,Xavier,A10,67,7,Notre Dame,BE,63,,4,-3,10 over 7,0.9,0,-0.9
16-Mar-12,2012,1,East,3,Florida St.,ACC,66,14,St. Bonaventure,A10,63,,3,11,,0.164285714,0,-0.164285714
16-Mar-12,2012,1,East,6,Cincinnati,CUSA,65,11,Texas,B12,59,,6,5,,0.614285714,0,-0.614285714
16-Mar-12,2012,1,Midwest,1,North Carolina,ACC,77,16,Vermont,AE,58,,19,15,,0.007142857,0,-0.007142857
16-Mar-12,2012,1,Midwest,2,Kansas,B12,65,15,Detroit,Horz,50,,15,13,,0.064285714,0,-0.064285714
16-Mar-12,2012,1,Midwest,3,Georgetown,BE,74,14,Belmont,ASun,59,,15,11,,0.164285714,0,-0.164285714
16-Mar-12,2012,1,Midwest,8,Creighton,MVC,58,9,Alabama,SEC,57,,1,1,,0.6,0,-0.6
16-Mar-12,2012,1,West,1,Michigan St.,B10,89,16,LIU Brooklyn,NEC,67,,22,15,,0.007142857,0,-0.007142857
16-Mar-12,2012,1,West,7,Florida,SEC,71,10,Virginia,ACC,45,,26,3,,0.621428571,0,-0.621428571
16-Mar-12,2012,1,West,9,Saint Louis,CUSA,61,8,Memphis,CUSA,54,,7,-1,,0.7,0,-0.7
17-Mar-12,2012,2,East,1,Syracuse,BE,75,8,Kansas St.,B12,59,,16,7,,0.7,1,0.3
17-Mar-12,2012,2,East,2,Ohio St.,B10,73,7,Gonzaga,WCC,66,,7,5,,0.9,1,0.1
17-Mar-12,2012,2,East,4,Wisconsin,B10,60,5,Vanderbilt,SEC,57,,3,1,,1.107142857,1,-0.107142857
17-Mar-12,2012,2,South,1,Kentucky,SEC,87,8,Iowa St.,B12,71,,16,7,,0.7,1,0.3
17-Mar-12,2012,2,South,3,Baylor,B12,80,11,Colorado,B12,63,,17,8,,0.614285714,1,0.385714286
17-Mar-12,2012,2,South,4,Indiana,B10,63,12,VCU,CAA,61,,2,8,,0.514285714,1,0.485714286
17-Mar-12,2012,2,West,3,Marquette,CUSA,62,6,Murray St.,OVC,53,,9,3,,1.078571429,1,-0.078571429
17-Mar-12,2012,2,West,4,Louisville,CUSA,59,5,New Mexico,MWC,56,,3,1,,1.107142857,1,-0.107142857
18-Mar-12,2012,2,Midwest,11,North Carolina St.,ACC,66,3,Georgetown,BE,63,,3,-8,11 over 3,1.864285714,1,-0.864285714
18-Mar-12,2012,2,East,6,Cincinnati,CUSA,62,3,Florida St.,ACC,56,,6,-3,6 over 3,1.864285714,1,-0.864285714
18-Mar-12,2012,2,Midwest,1,North Carolina,ACC,87,8,Creighton,MVC,73,,14,7,,0.7,1,0.3
18-Mar-12,2012,2,Midwest,2,Kansas,B12,63,10,Purdue,B10,60,,3,8,,0.621428571,1,0.378571429
18-Mar-12,2012,2,South,10,Xavier,A10,70,15,Lehigh,Pat,58,,12,5,,0.064285714,1,0.935714286
18-Mar-12,2012,2,West,1,Michigan St.,B10,65,9,Saint Louis,CUSA,61,,4,8,,0.6,1,0.4
18-Mar-12,2012,2,West,7,Florida,SEC,84,15,Norfolk St.,MEAC,50,,34,8,,0.064285714,1,0.935714286
18-Mar-12,2012,2,Midwest,13,Ohio,MAC,62,12,South Florida,CUSA,56,,6,-1,,0.514285714,1,0.485714286
22-Mar-12,2012,3,West,7,Florida,SEC,68,3,Marquette,CUSA,58,,10,-4,7 over 3,1.864285714,2,0.135714286
22-Mar-12,2012,3,West,4,Louisville,CUSA,57,1,Michigan St.,B10,44,,13,-3,4 over 1,3.357142857,2,-1.357142857
22-Mar-12,2012,3,East,1,Syracuse,BE,64,4,Wisconsin,B10,63,,1,3,,1.535714286,2,0.464285714
22-Mar-12,2012,3,East,2,Ohio St.,B10,81,6,Cincinnati,CUSA,66,,15,4,,1.078571429,2,0.921428571
23-Mar-12,2012,3,Midwest,1,North Carolina,ACC,73,13,Ohio,MAC,65,1 OT,8,12,,0.25,2,1.75
23-Mar-12,2012,3,Midwest,2,Kansas,B12,60,11,North Carolina St.,ACC,57,,3,9,,0.614285714,2,1.385714286
23-Mar-12,2012,3,South,1,Kentucky,SEC,102,4,Indiana,B10,90,,12,3,,1.535714286,2,0.464285714
23-Mar-12,2012,3,South,3,Baylor,B12,75,10,Xavier,A10,70,,5,7,,0.621428571,2,1.378571429
24-Mar-12,2012,4,West,4,Louisville,CUSA,72,7,Florida,SEC,68,,4,3,,0.9,3,2.1
24-Mar-12,2012,4,East,2,Ohio St.,B10,77,1,Syracuse,BE,70,,7,-1,,3.357142857,3,-0.357142857
25-Mar-12,2012,4,South,1,Kentucky,SEC,82,3,Baylor,B12,70,,12,2,,1.864285714,3,1.135714286
25-Mar-12,2012,4,Midwest,2,Kansas,B12,80,1,North Carolina,ACC,67,,13,-1,,3.357142857,3,-0.357142857
31-Mar-12,2012,5,Final Four,1,Kentucky,SEC,69,4,Louisville,CUSA,61,,8,3,,1.535714286,4,2.464285714
31-Mar-12,2012,5,Final Four,2,Kansas,B12,64,2,Ohio St.,B10,62,,2,0,,2.371428571,4,1.628571429
2-Apr-12,2012,6,Championship,1,Kentucky,SEC,67,2,Kansas,B12,59,,8,1,,2.371428571,5,2.628571429
19-Mar-13,2013,PI,Midwest,11,Saint Mary's,WCC,67,11,Middle Tennessee,SB,54,,13,0,,0.614285714,0,-0.614285714
19-Mar-13,2013,PI,Midwest,16,North Carolina A&T,MEAC,73,16,Liberty,BSth,72,,1,0,,0.007142857,0,-0.007142857
20-Mar-13,2013,PI,East,16,James Madison,CAA,68,16,LIU Brooklyn,NEC,55,,13,0,,0.007142857,0,-0.007142857
20-Mar-13,2013,PI,West,13,La Salle,A10,80,13,Boise St.,WAC,71,,9,0,,0.25,0,-0.25
21-Mar-13,2013,1,West,14,Harvard,Ivy,68,3,New Mexico,MWC,62,,6,-11,14 over 3,1.864285714,0,-1.864285714
21-Mar-13,2013,1,East,12,California,P10,64,5,UNLV,MWC,61,,3,-7,12 over 5,1.107142857,0,-1.107142857
21-Mar-13,2013,1,Midwest,12,Oregon,P10,68,5,Oklahoma St.,B12,55,,13,-7,12 over 5,1.107142857,0,-1.107142857
21-Mar-13,2013,1,East,3,Marquette,CUSA,59,14,Davidson,SC,58,,1,11,,0.164285714,0,-0.164285714
21-Mar-13,2013,1,East,4,Syracuse,BE,81,13,Montana,BSky,34,,47,9,,0.25,0,-0.25
21-Mar-13,2013,1,East,6,Butler,Horz,68,11,Bucknell,Pat,56,,12,5,,0.614285714,0,-0.614285714
21-Mar-13,2013,1,Midwest,1,Louisville,CUSA,79,16,North Carolina A&T,MEAC,48,,31,15,,0.007142857,0,-0.007142857
21-Mar-13,2013,1,Midwest,3,Michigan St.,B10,65,14,Valparaiso,MCon,54,,11,11,,0.164285714,0,-0.164285714
21-Mar-13,2013,1,Midwest,4,Saint Louis,CUSA,64,13,New Mexico St.,SB,44,,20,9,,0.25,0,-0.25
21-Mar-13,2013,1,Midwest,6,Memphis,CUSA,54,11,Saint Mary's,WCC,52,,2,5,,0.614285714,0,-0.614285714
21-Mar-13,2013,1,Midwest,8,Colorado St.,MWC,84,9,Missouri,B12,72,,12,1,,0.6,0,-0.6
21-Mar-13,2013,1,South,4,Michigan,B10,71,13,South Dakota St.,ind,56,,15,9,,0.25,0,-0.25
21-Mar-13,2013,1,South,5,VCU,CAA,88,12,Akron,MAC,42,,46,7,,0.514285714,0,-0.514285714
21-Mar-13,2013,1,West,1,Gonzaga,WCC,64,16,Southern,SWAC,58,,6,15,,0.007142857,0,-0.007142857
21-Mar-13,2013,1,West,6,Arizona,P10,81,11,Belmont,ASun,64,,17,5,,0.614285714,0,-0.614285714
21-Mar-13,2013,1,West,9,Wichita St.,MVC,73,8,Pittsburgh,BE,55,,18,-1,,0.7,0,-0.7
22-Mar-13,2013,1,South,15,Florida Gulf Coast,ASun,78,2,Georgetown,BE,68,,10,-13,15 over 2,2.371428571,0,-2.371428571
22-Mar-13,2013,1,West,13,La Salle,A10,63,4,Kansas St.,B12,61,,2,-9,13 over 4,1.535714286,0,-1.535714286
22-Mar-13,2013,1,West,12,Mississippi,SEC,57,5,Wisconsin,B10,46,,11,-7,12 over 5,1.107142857,0,-1.107142857
22-Mar-13,2013,1,South,11,Minnesota,B10,83,6,UCLA,P10,63,,20,-5,11 over 6,1.078571429,0,-1.078571429
22-Mar-13,2013,1,West,10,Iowa St.,B12,76,7,Notre Dame,BE,58,,18,-3,10 over 7,0.9,0,-0.9
22-Mar-13,2013,1,East,1,Indiana,B10,83,16,James Madison,CAA,62,,21,15,,0.007142857,0,-0.007142857
22-Mar-13,2013,1,East,2,Miami FL,BE,78,15,Pacific,BW,49,,29,13,,0.064285714,0,-0.064285714
22-Mar-13,2013,1,East,7,Illinois,B10,57,10,Colorado,B12,49,,8,3,,0.621428571,0,-0.621428571
22-Mar-13,2013,1,Midwest,2,Duke,ACC,73,15,Albany,AE,61,,12,13,,0.064285714,0,-0.064285714
22-Mar-13,2013,1,Midwest,7,Creighton,MVC,67,10,Cincinnati,CUSA,63,,4,3,,0.621428571,0,-0.621428571
22-Mar-13,2013,1,South,1,Kansas,B12,64,16,Western Kentucky,SB,57,,7,15,,0.007142857,0,-0.007142857
22-Mar-13,2013,1,South,3,Florida,SEC,79,14,Northwestern St.,Slnd,47,,32,11,,0.164285714,0,-0.164285714
22-Mar-13,2013,1,South,7,San Diego St.,MWC,70,10,Oklahoma,B12,55,,15,3,,0.621428571,0,-0.621428571
22-Mar-13,2013,1,South,8,North Carolina,ACC,78,9,Villanova,BE,71,,7,1,,0.6,0,-0.6
22-Mar-13,2013,1,West,2,Ohio St.,B10,95,15,Iona,MAAC,70,,25,13,,0.064285714,0,-0.064285714
22-Mar-13,2013,1,East,9,Temple,A10,76,8,North Carolina St.,ACC,72,,4,-1,,0.7,0,-0.7
23-Mar-13,2013,2,Midwest,12,Oregon,P10,74,4,Saint Louis,CUSA,57,,17,-8,12 over 4,1.535714286,1,-0.535714286
23-Mar-13,2013,2,West,9,Wichita St.,MVC,76,1,Gonzaga,WCC,70,,6,-8,9 over 1,3.357142857,1,-2.357142857
23-Mar-13,2013,2,East,3,Marquette,CUSA,74,6,Butler,Horz,72,,2,3,,1.078571429,1,-0.078571429
23-Mar-13,2013,2,East,4,Syracuse,BE,66,12,California,P10,60,,6,8,,0.514285714,1,0.485714286
23-Mar-13,2013,2,Midwest,1,Louisville,CUSA,82,8,Colorado St.,MWC,56,,26,7,,0.7,1,0.3
23-Mar-13,2013,2,Midwest,3,Michigan St.,B10,70,6,Memphis,CUSA,48,,22,3,,1.078571429,1,-0.078571429
23-Mar-13,2013,2,South,4,Michigan,B10,78,5,VCU,CAA,53,,25,1,,1.107142857,1,-0.107142857
23-Mar-13,2013,2,West,6,Arizona,P10,74,14,Harvard,Ivy,51,,23,8,,0.164285714,1,0.835714286
24-Mar-13,2013,2,South,15,Florida Gulf Coast,ASun,81,7,San Diego St.,MWC,71,,10,-8,15 over 7,0.9,1,0.1
24-Mar-13,2013,2,East,1,Indiana,B10,58,9,Temple,A10,52,,6,8,,0.6,1,0.4
24-Mar-13,2013,2,East,2,Miami FL,BE,63,7,Illinois,B10,59,,4,5,,0.9,1,0.1
24-Mar-13,2013,2,Midwest,2,Duke,ACC,66,7,Creighton,MVC,50,,16,5,,0.9,1,0.1
24-Mar-13,2013,2,South,1,Kansas,B12,70,8,North Carolina,ACC,58,,12,7,,0.7,1,0.3
24-Mar-13,2013,2,South,3,Florida,SEC,78,11,Minnesota,B10,64,,14,8,,0.614285714,1,0.385714286
24-Mar-13,2013,2,West,2,Ohio St.,B10,78,10,Iowa St.,B12,75,,3,8,,0.621428571,1,0.378571429
24-Mar-13,2013,2,West,13,La Salle,A10,76,12,Mississippi,SEC,74,,2,-1,,0.514285714,1,0.485714286
28-Mar-13,2013,3,East,4,Syracuse,BE,61,1,Indiana,B10,50,,11,-3,4 over 1,3.357142857,2,-1.357142857
28-Mar-13,2013,3,West,2,Ohio St.,B10,73,6,Arizona,P10,70,,3,4,,1.078571429,2,0.921428571
28-Mar-13,2013,3,West,9,Wichita St.,MVC,72,13,La Salle,A10,58,,14,4,,0.25,2,1.75
28-Mar-13,2013,3,East,3,Marquette,CUSA,71,2,Miami FL,BE,61,,10,-1,,2.371428571,2,-0.371428571
29-Mar-13,2013,3,South,4,Michigan,B10,87,1,Kansas,B12,85,1 OT,2,-3,4 over 1,3.357142857,2,-1.357142857
29-Mar-13,2013,3,Midwest,1,Louisville,CUSA,77,12,Oregon,P10,69,,8,11,,0.514285714,2,1.485714286
29-Mar-13,2013,3,Midwest,2,Duke,ACC,71,3,Michigan St.,B10,61,,10,1,,1.864285714,2,0.135714286
29-Mar-13,2013,3,South,3,Florida,SEC,62,15,Florida Gulf Coast,ASun,50,,12,12,,0.064285714,2,1.935714286
30-Mar-13,2013,4,West,9,Wichita St.,MVC,70,2,Ohio St.,B10,66,,4,-7,9 over 2,2.371428571,3,0.628571429
30-Mar-13,2013,4,East,4,Syracuse,BE,55,3,Marquette,CUSA,39,,16,-1,,1.864285714,3,1.135714286
31-Mar-13,2013,4,Midwest,1,Louisville,CUSA,85,2,Duke,ACC,63,,22,1,,2.371428571,3,0.628571429
31-Mar-13,2013,4,South,4,Michigan,B10,79,3,Florida,SEC,59,,20,-1,,1.864285714,3,1.135714286
6-Apr-13,2013,5,Final Four,1,Louisville,CUSA,72,9,Wichita St.,MVC,68,,4,8,,0.6,4,3.4
6-Apr-13,2013,5,Final Four,4,Michigan,B10,61,4,Syracuse,BE,56,,5,0,,1.535714286,4,2.464285714
8-Apr-13,2013,6,Championship,1,Louisville,CUSA,82,4,Michigan,B10,76,,6,3,,1.535714286,5,3.464285714
18-Mar-14,2014,PI,Midwest,12,North Carolina St.,ACC,74,12,Xavier,A10,59,,15,0,,0.514285714,0,-0.514285714
18-Mar-14,2014,PI,South,16,Albany,AE,71,16,Mount St. Mary's,NEC,64,,7,0,,0.007142857,0,-0.007142857
19-Mar-14,2014,PI,Midwest,11,Tennessee,SEC,78,11,Iowa,B10,65,1 OT,13,0,,0.614285714,0,-0.614285714
19-Mar-14,2014,PI,Midwest,16,Cal Poly,BW,81,16,Texas Southern,SWAC,69,,12,0,,0.007142857,0,-0.007142857
20-Mar-14,2014,1,East,12,Harvard,Ivy,61,5,Cincinnati,CUSA,57,,4,-7,12 over 5,1.107142857,0,-1.107142857
20-Mar-14,2014,1,West,12,North Dakota St.,ind,80,5,Oklahoma,B12,75,1 OT,5,-7,12 over 5,1.107142857,0,-1.107142857
20-Mar-14,2014,1,South,11,Dayton,A10,60,6,Ohio St.,B10,59,,1,-5,11 over 6,1.078571429,0,-1.078571429
20-Mar-14,2014,1,East,2,Villanova,BE,73,15,Milwaukee,Horz,53,,20,13,,0.064285714,0,-0.064285714
20-Mar-14,2014,1,East,4,Michigan St.,B10,93,13,Delaware,CAA,78,,15,9,,0.25,0,-0.25
20-Mar-14,2014,1,East,7,Connecticut,BE,89,10,Saint Joseph's,A10,81,1 OT,8,3,,0.621428571,0,-0.621428571
20-Mar-14,2014,1,Midwest,2,Michigan,B10,57,15,Wofford,SC,40,,17,13,,0.064285714,0,-0.064285714
20-Mar-14,2014,1,Midwest,4,Louisville,CUSA,71,13,Manhattan,MAAC,64,,7,9,,0.25,0,-0.25
20-Mar-14,2014,1,Midwest,5,Saint Louis,CUSA,83,12,North Carolina St.,ACC,80,1 OT,3,7,,0.514285714,0,-0.514285714
20-Mar-14,2014,1,Midwest,7,Texas,B12,87,10,Arizona St.,P10,85,,2,3,,0.621428571,0,-0.621428571
20-Mar-14,2014,1,South,1,Florida,SEC,67,16,Albany,AE,55,,12,15,,0.007142857,0,-0.007142857
20-Mar-14,2014,1,South,3,Syracuse,BE,77,14,Western Michigan,MAC,53,,24,11,,0.164285714,0,-0.164285714
20-Mar-14,2014,1,West,2,Wisconsin,B10,75,15,American,Pat,35,,40,13,,0.064285714,0,-0.064285714
20-Mar-14,2014,1,West,4,San Diego St.,MWC,73,13,New Mexico St.,SB,69,1 OT,4,9,,0.25,0,-0.25
20-Mar-14,2014,1,West,7,Oregon,P10,87,10,BYU,MWC,68,,19,3,,0.621428571,0,-0.621428571
20-Mar-14,2014,1,South,9,Pittsburgh,BE,77,8,Colorado,B12,48,,29,-1,,0.7,0,-0.7
21-Mar-14,2014,1,Midwest,14,Mercer,ASun,78,3,Duke,ACC,71,,7,-11,14 over 3,1.864285714,0,-1.864285714
21-Mar-14,2014,1,South,12,Stephen F. Austin,Slnd,77,5,VCU,CAA,75,1 OT,2,-7,12 over 5,1.107142857,0,-1.107142857
21-Mar-14,2014,1,Midwest,11,Tennessee,SEC,86,6,Massachusetts,A10,67,,19,-5,11 over 6,1.078571429,0,-1.078571429
21-Mar-14,2014,1,South,10,Stanford,P10,58,7,New Mexico,MWC,53,,5,-3,10 over 7,0.9,0,-0.9
21-Mar-14,2014,1,East,1,Virginia,ACC,70,16,Coastal Carolina,BSth,59,,11,15,,0.007142857,0,-0.007142857
21-Mar-14,2014,1,East,3,Iowa St.,B12,93,14,North Carolina Central,ind,75,,18,11,,0.164285714,0,-0.164285714
21-Mar-14,2014,1,East,6,North Carolina,ACC,79,11,Providence,BE,77,,2,5,,0.614285714,0,-0.614285714
21-Mar-14,2014,1,East,8,Memphis,CUSA,71,9,George Washington,A10,66,,5,1,,0.6,0,-0.6
21-Mar-14,2014,1,Midwest,1,Wichita St.,MVC,64,16,Cal Poly,BW,37,,27,15,,0.007142857,0,-0.007142857
21-Mar-14,2014,1,Midwest,8,Kentucky,SEC,56,9,Kansas St.,B12,49,,7,1,,0.6,0,-0.6
21-Mar-14,2014,1,South,2,Kansas,B12,80,15,Eastern Kentucky,OVC,69,,11,13,,0.064285714,0,-0.064285714
21-Mar-14,2014,1,South,4,UCLA,P10,76,13,Tulsa,WAC,59,,17,9,,0.25,0,-0.25
21-Mar-14,2014,1,West,1,Arizona,P10,68,16,Weber St.,BSky,59,,9,15,,0.007142857,0,-0.007142857
21-Mar-14,2014,1,West,3,Creighton,MVC,76,14,Lafayette,Pat,66,,10,11,,0.164285714,0,-0.164285714
21-Mar-14,2014,1,West,6,Baylor,B12,74,11,Nebraska,B12,60,,14,5,,0.614285714,0,-0.614285714
21-Mar-14,2014,1,West,8,Gonzaga,WCC,85,9,Oklahoma St.,B12,77,,8,1,,0.6,0,-0.6
22-Mar-14,2014,2,South,11,Dayton,A10,55,3,Syracuse,BE,53,,2,-8,11 over 3,1.864285714,1,-0.864285714
22-Mar-14,2014,2,East,7,Connecticut,BE,77,2,Villanova,BE,65,,12,-5,7 over 2,2.371428571,1,-1.371428571
22-Mar-14,2014,2,East,4,Michigan St.,B10,80,12,Harvard,Ivy,73,,7,8,,0.514285714,1,0.485714286
22-Mar-14,2014,2,Midwest,2,Michigan,B10,79,7,Texas,B12,65,,14,5,,0.9,1,0.1
22-Mar-14,2014,2,Midwest,4,Louisville,CUSA,66,5,Saint Louis,CUSA,51,,15,1,,1.107142857,1,-0.107142857
22-Mar-14,2014,2,South,1,Florida,SEC,61,9,Pittsburgh,BE,45,,16,8,,0.6,1,0.4
22-Mar-14,2014,2,West,2,Wisconsin,B10,85,7,Oregon,P10,77,,8,5,,0.9,1,0.1
22-Mar-14,2014,2,West,4,San Diego St.,MWC,63,12,North Dakota St.,ind,44,,19,8,,0.514285714,1,0.485714286
23-Mar-14,2014,2,South,10,Stanford,P10,60,2,Kansas,B12,57,,3,-8,10 over 2,2.371428571,1,-1.371428571
23-Mar-14,2014,2,Midwest,8,Kentucky,SEC,78,1,Wichita St.,MVC,76,,2,-7,8 over 1,3.357142857,1,-2.357142857
23-Mar-14,2014,2,West,6,Baylor,B12,85,3,Creighton,MVC,55,,30,-3,6 over 3,1.864285714,1,-0.864285714
23-Mar-14,2014,2,East,1,Virginia,ACC,78,8,Memphis,CUSA,60,,18,7,,0.7,1,0.3
23-Mar-14,2014,2,East,3,Iowa St.,B12,85,6,North Carolina,ACC,83,,2,3,,1.078571429,1,-0.078571429
23-Mar-14,2014,2,Midwest,11,Tennessee,SEC,83,14,Mercer,ASun,63,,20,3,,0.164285714,1,0.835714286
23-Mar-14,2014,2,South,4,UCLA,P10,77,12,Stephen F. Austin,Slnd,60,,17,8,,0.514285714,1,0.485714286
23-Mar-14,2014,2,West,1,Arizona,P10,84,8,Gonzaga,WCC,61,,23,7,,0.7,1,0.3
27-Mar-14,2014,3,South,1,Florida,SEC,79,4,UCLA,P10,68,,11,3,,1.535714286,2,0.464285714
27-Mar-14,2014,3,West,1,Arizona,P10,70,4,San Diego St.,MWC,64,,6,3,,1.535714286,2,0.464285714
27-Mar-14,2014,3,West,2,Wisconsin,B10,69,6,Baylor,B12,52,,17,4,,1.078571429,2,0.921428571
27-Mar-14,2014,3,South,11,Dayton,A10,82,10,Stanford,P10,72,,10,-1,,0.621428571,2,1.378571429
28-Mar-14,2014,3,East,7,Connecticut,BE,81,3,Iowa St.,B12,76,,5,-4,7 over 3,1.864285714,2,0.135714286
28-Mar-14,2014,3,Midwest,8,Kentucky,SEC,74,4,Louisville,CUSA,69,,5,-4,8 over 4,1.535714286,2,0.464285714
28-Mar-14,2014,3,East,4,Michigan St.,B10,61,1,Virginia,ACC,59,,2,-3,4 over 1,3.357142857,2,-1.357142857
28-Mar-14,2014,3,Midwest,2,Michigan,B10,73,11,Tennessee,SEC,71,,2,9,,0.614285714,2,1.385714286
29-Mar-14,2014,4,South,1,Florida,SEC,62,11,Dayton,A10,52,,10,10,,0.614285714,3,2.385714286
29-Mar-14,2014,4,West,2,Wisconsin,B10,64,1,Arizona,P10,63,1 OT,1,-1,,3.357142857,3,-0.357142857
30-Mar-14,2014,4,Midwest,8,Kentucky,SEC,75,2,Michigan,B10,72,,3,-6,8 over 2,2.371428571,3,0.628571429
30-Mar-14,2014,4,East,7,Connecticut,BE,60,4,Michigan St.,B10,54,,6,-3,7 over 4,1.535714286,3,1.464285714
5-Apr-14,2014,5,Final Four,7,Connecticut,BE,63,1,Florida,SEC,53,,10,-6,7 over 1,3.357142857,4,0.642857143
5-Apr-14,2014,5,Final Four,8,Kentucky,SEC,74,2,Wisconsin,B10,73,,1,-6,8 over 2,2.371428571,4,1.628571429
7-Apr-14,2014,6,Championship,7,Connecticut,BE,60,8,Kentucky,SEC,54,,6,1,,0.7,5,4.3
17-Mar-15,2015,PI,Midwest,16,Hampton,MEAC,74,16,Manhattan,MAAC,64,,10,0,,0.007142857,0,-0.007142857
17-Mar-15,2015,PI,West,11,Mississippi,SEC,94,11,BYU,MWC,90,,4,0,,0.614285714,0,-0.614285714
18-Mar-15,2015,PI,East,11,Dayton,A10,56,11,Boise St.,WAC,55,,1,0,,0.614285714,0,-0.614285714
18-Mar-15,2015,PI,South,16,Robert Morris,NEC,81,16,North Florida,ASun,77,,4,0,,0.007142857,0,-0.007142857
19-Mar-15,2015,1,South,14,UAB,CUSA,60,3,Iowa St.,B12,59,,1,-11,14 over 3,1.864285714,0,-1.864285714
19-Mar-15,2015,1,West,14,Georgia St.,ASun,57,3,Baylor,B12,56,,1,-11,14 over 3,1.864285714,0,-1.864285714
19-Mar-15,2015,1,South,11,UCLA,P10,60,6,SMU,WAC,59,,1,-5,11 over 6,1.078571429,0,-1.078571429
19-Mar-15,2015,1,West,10,Ohio St.,B10,75,7,VCU,CAA,72,1 OT,3,-3,10 over 7,0.9,0,-0.9
19-Mar-15,2015,1,East,1,Villanova,BE,93,16,Lafayette,Pat,52,,41,15,,0.007142857,0,-0.007142857
19-Mar-15,2015,1,East,8,North Carolina St.,ACC,66,9,LSU,SEC,65,,1,1,,0.6,0,-0.6
19-Mar-15,2015,1,Midwest,1,Kentucky,SEC,79,16,Hampton,MEAC,56,,23,15,,0.007142857,0,-0.007142857
19-Mar-15,2015,1,Midwest,3,Notre Dame,BE,69,14,Northeastern,AE,65,,4,11,,0.164285714,0,-0.164285714
19-Mar-15,2015,1,Midwest,6,Butler,Horz,56,11,Texas,B12,48,,8,5,,0.614285714,0,-0.614285714
19-Mar-15,2015,1,Midwest,8,Cincinnati,CUSA,66,9,Purdue,B10,65,1 OT,1,1,,0.6,0,-0.6
19-Mar-15,2015,1,South,4,Georgetown,BE,84,13,Eastern Washington,BSky,74,,10,9,,0.25,0,-0.25
19-Mar-15,2015,1,South,5,Utah,MWC,57,12,Stephen F. Austin,Slnd,50,,7,7,,0.514285714,0,-0.514285714
19-Mar-15,2015,1,West,2,Arizona,P10,93,15,Texas Southern,SWAC,72,,21,13,,0.064285714,0,-0.064285714
