Date,Year,Round,Region,WSeed,Winner,wConf,WScore,LSeed,Loser,Lconf,LScore,Overtime,MV,SeD,Upset,LEW,LAW,LDW
14-Mar-96,1996,1,West,1,Purdue,B10,73,16,Western Carolina,SC,71,,2,15,,0.007142857,0,-0.007142857
14-Mar-96,1996,1,West,4,Syracuse,BE,88,13,Montana St.,BSky,55,,33,9,,0.25,0,-0.25
14-Mar-96,1996,1,West,8,Georgia,SEC,81,9,Clemson,ACC,74,,7,1,,0.6,0,-0.6
14-Mar-96,1996,1,East,9,Stanford,P10,66,8,Bradley,MVC,58,,8,-1,,0.7,0,-0.7
14-Mar-96,1996,1,Midwest,9,Virginia Tech,BE,61,8,Green Bay,Horz,48,,13,-1,,0.7,0,-0.7
14-Mar-96,1996,1,Southeast,9,Eastern Michigan,MAC,75,8,Duke,ACC,60,,15,-1,,0.7,0,-0.7
15-Mar-96,1996,1,East,2,Georgetown,BE,93,15,Mississippi Valley St.,SWAC,56,,37,13,,0.064285714,0,-0.064285714
15-Mar-96,1996,1,East,3,Texas Tech,B12,74,14,Northern Illinois,MAC,73,,1,11,,0.164285714,0,-0.164285714
15-Mar-96,1996,1,East,6,North Carolina,ACC,83,11,New Orleans,SB,62,,21,5,,0.614285714,0,-0.614285714
15-Mar-96,1996,1,East,7,New Mexico,MWC,69,10,Kansas St.,B12,48,,21,3,,0.621428571,0,-0.621428571
15-Mar-96,1996,1,Midwest,2,Wake Forest,ACC,62,15,Louisiana Monroe,Slnd,50,,12,13,,0.064285714,0,-0.064285714
15-Mar-96,1996,1,Midwest,3,Villanova,BE,92,14,Portland,WCC,58,,34,11,,0.164285714,0,-0.164285714
15-Mar-96,1996,1,Midwest,6,Louisville,CUSA,82,11,Tulsa,WAC,80,1 OT,2,5,,0.614285714,0,-0.614285714
15-Mar-96,1996,1,Southeast,2,Cincinnati,CUSA,66,15,UNC Greensboro,SC,61,,5,13,,0.064285714,0,-0.064285714
15-Mar-96,1996,1,Southeast,3,Georgia Tech,ACC,90,14,Austin Peay,OVC,79,,11,11,,0.164285714,0,-0.164285714
15-Mar-96,1996,1,Southeast,7,Temple,A10,61,10,Oklahoma,B12,43,,18,3,,0.621428571,0,-0.621428571
15-Mar-96,1996,1,West,2,Kansas,B12,92,15,South Carolina St.,MEAC,54,,38,13,,0.064285714,0,-0.064285714
15-Mar-96,1996,1,West,3,Arizona,P10,90,14,Valparaiso,MCon,51,,39,11,,0.164285714,0,-0.164285714
15-Mar-96,1996,1,West,6,Iowa,B10,81,11,George Washington,A10,79,,2,5,,0.614285714,0,-0.614285714
15-Mar-96,1996,1,Southeast,11,Boston College,BE,64,6,Indiana,B10,51,,13,-5,11 over 6,1.078571429,0,-1.078571429
15-Mar-96,1996,1,Midwest,10,Texas,B12,80,7,Michigan,B10,76,,4,-3,10 over 7,0.9,0,-0.9
15-Mar-96,1996,1,West,10,Santa Clara,WCC,91,7,Maryland,ACC,79,,12,-3,10 over 7,0.9,0,-0.9
16-Mar-96,1996,2,East,12,Arkansas,SEC,65,4,Marquette,CUSA,56,,9,-8,12 over 4,1.535714286,1,-0.535714286
16-Mar-96,1996,2,West,8,Georgia,SEC,76,1,Purdue,B10,69,,7,-7,8 over 1,3.357142857,1,-2.357142857
16-Mar-96,1996,2,East,1,Massachusetts,A10,79,9,Stanford,P10,74,,5,8,,0.6,1,0.4
16-Mar-96,1996,2,Midwest,1,Kentucky,SEC,84,9,Virginia Tech,BE,60,,24,8,,0.6,1,0.4
16-Mar-96,1996,2,Midwest,4,Utah,MWC,73,5,Iowa St.,B12,67,,6,1,,1.107142857,1,-0.107142857
16-Mar-96,1996,2,Southeast,1,Connecticut,BE,95,9,Eastern Michigan,MAC,81,,14,8,,0.6,1,0.4
16-Mar-96,1996,2,Southeast,5,Mississippi St.,SEC,63,13,Princeton,Ivy,41,,22,8,,0.25,1,0.75
16-Mar-96,1996,2,West,4,Syracuse,BE,69,12,Drexel,CAA,58,,11,8,,0.514285714,1,0.485714286
17-Mar-96,1996,2,East,2,Georgetown,BE,73,7,New Mexico,MWC,62,,11,5,,0.9,1,0.1
17-Mar-96,1996,2,East,3,Texas Tech,B12,92,6,North Carolina,ACC,73,,19,3,,1.078571429,1,-0.078571429
17-Mar-96,1996,2,Midwest,2,Wake Forest,ACC,65,10,Texas,B12,62,,3,8,,0.621428571,1,0.378571429
17-Mar-96,1996,2,Southeast,2,Cincinnati,CUSA,78,7,Temple,A10,65,,13,5,,0.9,1,0.1
17-Mar-96,1996,2,Southeast,3,Georgia Tech,ACC,103,11,Boston College,BE,89,,14,8,,0.614285714,1,0.385714286
17-Mar-96,1996,2,West,2,Kansas,B12,76,10,Santa Clara,WCC,51,,25,8,,0.621428571,1,0.378571429
17-Mar-96,1996,2,West,3,Arizona,P10,87,6,Iowa,B10,73,,14,3,,1.078571429,1,-0.078571429
17-Mar-96,1996,2,Midwest,6,Louisville,CUSA,68,3,Villanova,BE,64,,4,-3,6 over 3,1.864285714,1,-0.864285714
21-Mar-96,1996,3,East,1,Massachusetts,A10,79,12,Arkansas,SEC,63,,16,11,,0.514285714,2,1.485714286
21-Mar-96,1996,3,East,2,Georgetown,BE,98,3,Texas Tech,B12,90,,8,1,,1.864285714,2,0.135714286
21-Mar-96,1996,3,Midwest,1,Kentucky,SEC,101,4,Utah,MWC,70,,31,3,,1.535714286,2,0.464285714
21-Mar-96,1996,3,Midwest,2,Wake Forest,ACC,60,6,Louisville,CUSA,59,,1,4,,1.078571429,2,0.921428571
22-Mar-96,1996,3,Southeast,2,Cincinnati,CUSA,87,3,Georgia Tech,ACC,70,,17,1,,1.864285714,2,0.135714286
22-Mar-96,1996,3,West,2,Kansas,B12,83,3,Arizona,P10,80,,3,1,,1.864285714,2,0.135714286
22-Mar-96,1996,3,West,4,Syracuse,BE,83,8,Georgia,SEC,81,1 OT,2,4,,0.7,2,1.3
22-Mar-96,1996,3,Southeast,5,Mississippi St.,SEC,60,1,Connecticut,BE,55,,5,-4,5 over 1,3.357142857,2,-1.357142857
23-Mar-96,1996,4,East,1,Massachusetts,A10,86,2,Georgetown,BE,62,,24,1,,2.371428571,3,0.628571429
23-Mar-96,1996,4,Midwest,1,Kentucky,SEC,83,2,Wake Forest,ACC,63,,20,1,,2.371428571,3,0.628571429
24-Mar-96,1996,4,Southeast,5,Mississippi St.,SEC,73,2,Cincinnati,CUSA,63,,10,-3,5 over 2,2.371428571,3,0.628571429
24-Mar-96,1996,4,West,4,Syracuse,BE,60,2,Kansas,B12,57,,3,-2,,2.371428571,3,0.628571429
30-Mar-96,1996,5,Final Four,1,Kentucky,SEC,81,1,Massachusetts,A10,74,,7,0,,3.357142857,4,0.642857143
30-Mar-96,1996,5,Final Four,4,Syracuse,BE,77,5,Mississippi St.,SEC,69,,8,1,,1.107142857,4,2.892857143
1-Apr-96,1996,6,Championship,1,Kentucky,SEC,76,4,Syracuse,BE,67,,9,3,,1.535714286,5,3.464285714
13-Mar-97,1997,1,Southeast,12,Charleston Southern,BSth,75,5,Maryland,ACC,66,,9,-7,12 over 5,1.107142857,0,-1.107142857
13-Mar-97,1997,1,East,1,North Carolina,ACC,82,16,Fairfield,MAAC,74,,8,15,,0.007142857,0,-0.007142857
13-Mar-97,1997,1,East,4,Villanova,BE,101,13,LIU Brooklyn,NEC,91,,10,9,,0.25,0,-0.25
13-Mar-97,1997,1,East,5,California,P10,55,12,Princeton,Ivy,52,,3,7,,0.514285714,0,-0.514285714
13-Mar-97,1997,1,Midwest,2,UCLA,P10,109,15,Charleston Southern,BSth,75,,34,13,,0.064285714,0,-0.064285714
13-Mar-97,1997,1,Midwest,3,Cincinnati,CUSA,86,14,Butler,Horz,69,,17,11,,0.164285714,0,-0.164285714
13-Mar-97,1997,1,Midwest,6,Iowa St.,B12,69,11,Illinois St.,MVC,57,,12,5,,0.614285714,0,-0.614285714
13-Mar-97,1997,1,Midwest,7,Xavier,A10,80,10,Vanderbilt,SEC,68,,12,3,,0.621428571,0,-0.621428571
13-Mar-97,1997,1,Southeast,1,Kansas,B12,78,16,Jackson St.,SWAC,64,,14,15,,0.007142857,0,-0.007142857
13-Mar-97,1997,1,Southeast,4,Arizona,P10,65,13,South Alabama,SB,57,,8,9,,0.25,0,-0.25
13-Mar-97,1997,1,Southeast,8,Purdue,B10,83,9,Rhode Island,A10,76,1 OT,7,1,,0.6,0,-0.6
13-Mar-97,1997,1,West,1,Kentucky,SEC,92,16,Montana,BSky,54,,38,15,,0.007142857,0,-0.007142857
13-Mar-97,1997,1,West,4,Saint Joseph's,A10,75,13,Pacific,BW,65,,10,9,,0.25,0,-0.25
13-Mar-97,1997,1,West,5,Boston College,BE,73,12,Valparaiso,MCon,66,,7,7,,0.514285714,0,-0.514285714
13-Mar-97,1997,1,West,8,Iowa,B10,73,9,Virginia,ACC,60,,13,1,,0.6,0,-0.6
13-Mar-97,1997,1,East,9,Colorado,B12,80,8,Indiana,B10,62,,18,-1,,0.7,0,-0.7
14-Mar-97,1997,1,East,15,Coppin St.,MEAC,78,2,South Carolina,SEC,65,,13,-13,15 over 2,2.371428571,0,-2.371428571
14-Mar-97,1997,1,Southeast,14,Chattanooga,SC,73,3,Georgia,SEC,70,,3,-11,14 over 3,1.864285714,0,-1.864285714
14-Mar-97,1997,1,East,3,New Mexico,MWC,59,14,Old Dominion,CAA,55,,4,11,,0.164285714,0,-0.164285714
14-Mar-97,1997,1,East,6,Louisville,CUSA,65,11,Massachusetts,A10,57,,8,5,,0.614285714,0,-0.614285714
14-Mar-97,1997,1,Midwest,1,Minnesota,B10,78,16,Texas St.,Slnd,46,,32,15,,0.007142857,0,-0.007142857
14-Mar-97,1997,1,Midwest,4,Clemson,ACC,68,13,Miami OH,MAC,56,,12,9,,0.25,0,-0.25
14-Mar-97,1997,1,Midwest,5,Tulsa,WAC,81,12,Boston University,AE,52,,29,7,,0.514285714,0,-0.514285714
14-Mar-97,1997,1,Southeast,2,Duke,ACC,81,15,Murray St.,OVC,78,,3,13,,0.064285714,0,-0.064285714
14-Mar-97,1997,1,Southeast,6,Illinois,B10,90,11,USC,P10,77,,13,5,,0.614285714,0,-0.614285714
14-Mar-97,1997,1,West,2,Utah,MWC,75,15,Navy,Pat,61,,14,13,,0.064285714,0,-0.064285714
14-Mar-97,1997,1,West,3,Wake Forest,ACC,68,14,Saint Mary's,WCC,46,,22,11,,0.164285714,0,-0.164285714
14-Mar-97,1997,1,West,6,Stanford,P10,80,11,Oklahoma,B12,67,,13,5,,0.614285714,0,-0.614285714
14-Mar-97,1997,1,West,7,Charlotte,CUSA,79,10,Georgetown,BE,67,,12,3,,0.621428571,0,-0.621428571
14-Mar-97,1997,1,East,10,Texas,B12,71,7,Wisconsin,B10,58,,13,-3,10 over 7,0.9,0,-0.9
14-Mar-97,1997,1,Southeast,10,Providence,BE,81,7,Marquette,CUSA,59,,22,-3,10 over 7,0.9,0,-0.9
14-Mar-97,1997,1,Midwest,9,Temple,A10,62,8,Mississippi,SEC,40,,22,-1,,0.7,0,-0.7
15-Mar-97,1997,2,East,1,North Carolina,ACC,73,9,Colorado,B12,56,,17,8,,0.6,1,0.4
15-Mar-97,1997,2,Midwest,2,UCLA,P10,96,7,Xavier,A10,83,,13,5,,0.9,1,0.1
15-Mar-97,1997,2,Southeast,1,Kansas,B12,75,8,Purdue,B10,61,,14,7,,0.7,1,0.3
15-Mar-97,1997,2,Southeast,4,Arizona,P10,73,12,Charleston Southern,BSth,69,,4,8,,0.514285714,1,0.485714286
15-Mar-97,1997,2,West,1,Kentucky,SEC,75,8,Iowa,B10,69,,6,7,,0.7,1,0.3
15-Mar-97,1997,2,West,4,Saint Joseph's,A10,81,5,Boston College,BE,77,1 OT,4,1,,1.107142857,1,-0.107142857
15-Mar-97,1997,2,Midwest,6,Iowa St.,B12,67,3,Cincinnati,CUSA,66,,1,-3,6 over 3,1.864285714,1,-0.864285714
15-Mar-97,1997,2,East,5,California,P10,75,4,Villanova,BE,68,,7,-1,,1.535714286,1,-0.535714286
16-Mar-97,1997,2,Southeast,10,Providence,BE,98,2,Duke,ACC,87,,11,-8,10 over 2,2.371428571,1,-1.371428571
16-Mar-97,1997,2,Southeast,14,Chattanooga,SC,75,6,Illinois,B10,63,,12,-8,14 over 6,1.078571429,1,-0.078571429
16-Mar-97,1997,2,East,10,Texas,B12,82,15,Coppin St.,MEAC,81,,1,5,,0.064285714,1,0.935714286
16-Mar-97,1997,2,Midwest,1,Minnesota,B10,76,9,Temple,A10,57,,19,8,,0.6,1,0.4
16-Mar-97,1997,2,Midwest,4,Clemson,ACC,65,5,Tulsa,WAC,59,,6,1,,1.107142857,1,-0.107142857
16-Mar-97,1997,2,West,2,Utah,MWC,77,7,Charlotte,CUSA,58,,19,5,,0.9,1,0.1
16-Mar-97,1997,2,East,6,Louisville,CUSA,64,3,New Mexico,MWC,63,,1,-3,6 over 3,1.864285714,1,-0.864285714
16-Mar-97,1997,2,West,6,Stanford,P10,72,3,Wake Forest,ACC,66,,6,-3,6 over 3,1.864285714,1,-0.864285714
20-Mar-97,1997,3,Midwest,1,Minnesota,B10,90,4,Clemson,ACC,84,2 OT,6,3,,1.535714286,2,0.464285714
20-Mar-97,1997,3,Midwest,2,UCLA,P10,74,6,Iowa St.,B12,73,1 OT,1,4,,1.078571429,2,0.921428571
20-Mar-97,1997,3,West,1,Kentucky,SEC,83,4,Saint Joseph's,A10,68,,15,3,,1.535714286,2,0.464285714
20-Mar-97,1997,3,West,2,Utah,MWC,82,6,Stanford,P10,77,1 OT,5,4,,1.078571429,2,0.921428571
21-Mar-97,1997,3,East,1,North Carolina,ACC,73,5,California,P10,67,,6,4,,1.107142857,2,0.892857143
21-Mar-97,1997,3,East,6,Louisville,CUSA,78,10,Texas,B12,63,,15,4,,0.621428571,2,1.378571429
21-Mar-97,1997,3,Southeast,10,Providence,BE,71,14,Chattanooga,SC,65,,6,4,,0.164285714,2,1.835714286
21-Mar-97,1997,3,Southeast,4,Arizona,P10,85,1,Kansas,B12,82,,3,-3,4 over 1,3.357142857,2,-1.357142857
22-Mar-97,1997,4,Midwest,1,Minnesota,B10,80,2,UCLA,P10,72,,8,1,,2.371428571,3,0.628571429
22-Mar-97,1997,4,West,1,Kentucky,SEC,72,2,Utah,MWC,59,,13,1,,2.371428571,3,0.628571429
23-Mar-97,1997,4,East,1,North Carolina,ACC,97,6,Louisville,CUSA,74,,23,5,,1.078571429,3,1.921428571
23-Mar-97,1997,4,Southeast,4,Arizona,P10,96,10,Providence,BE,92,1 OT,4,6,,0.621428571,3,2.378571429
29-Mar-97,1997,5,Final Four,1,Kentucky,SEC,78,1,Minnesota,B10,69,,9,0,,3.357142857,4,0.642857143
29-Mar-97,1997,5,Final Four,4,Arizona,P10,66,1,North Carolina,ACC,58,,8,-3,4 over 1,3.357142857,4,0.642857143
31-Mar-97,1997,6,Championship,4,Arizona,P10,84,1,Kentucky,SEC,79,1 OT,5,-3,4 over 1,3.357142857,5,1.642857143
12-Mar-98,1998,1,East,14,Richmond,A10,62,3,South Carolina,SEC,61,,1,-11,14 over 3,1.864285714,0,-1.864285714
12-Mar-98,1998,1,East,11,Washington,P10,69,6,Xavier,A10,68,,1,-5,11 over 6,1.078571429,0,-1.078571429
12-Mar-98,1998,1,East,1,North Carolina,ACC,88,16,Navy,Pat,52,,36,15,,0.007142857,0,-0.007142857
12-Mar-98,1998,1,East,2,Connecticut,BE,93,15,Fairleigh Dickinson,NEC,85,,8,13,,0.064285714,0,-0.064285714
12-Mar-98,1998,1,East,4,Michigan St.,B10,83,13,Eastern Michigan,MAC,71,,12,9,,0.25,0,-0.25
12-Mar-98,1998,1,East,5,Princeton,Ivy,69,12,UNLV,MWC,57,,12,7,,0.514285714,0,-0.514285714
12-Mar-98,1998,1,East,7,Indiana,B10,94,10,Oklahoma,B12,87,1 OT,7,3,,0.621428571,0,-0.621428571
12-Mar-98,1998,1,East,8,Charlotte,CUSA,77,9,Illinois Chicago,Horz,62,,15,1,,0.6,0,-0.6
12-Mar-98,1998,1,West,1,Arizona,P10,99,16,Nicholls St.,Slnd,60,,39,15,,0.007142857,0,-0.007142857
12-Mar-98,1998,1,West,2,Cincinnati,CUSA,65,15,Northern Arizona,BSky,62,,3,13,,0.064285714,0,-0.064285714
12-Mar-98,1998,1,West,3,Utah,MWC,85,14,San Francisco,WCC,68,,17,11,,0.164285714,0,-0.164285714
12-Mar-98,1998,1,West,4,Maryland,ACC,82,13,Utah St.,BW,68,,14,9,,0.25,0,-0.25
12-Mar-98,1998,1,West,5,Illinois,B10,64,12,South Alabama,SB,51,,13,7,,0.514285714,0,-0.514285714
12-Mar-98,1998,1,West,6,Arkansas,SEC,74,11,Nebraska,B12,65,,9,5,,0.614285714,0,-0.614285714
12-Mar-98,1998,1,West,10,West Virginia,BE,82,7,Temple,A10,52,,30,-3,10 over 7,0.9,0,-0.9
12-Mar-98,1998,1,West,9,Illinois St.,MVC,82,8,Tennessee,SEC,81,1 OT,1,-1,,0.7,0,-0.7
13-Mar-98,1998,1,Midwest,13,Valparaiso,MCon,70,4,Mississippi,SEC,69,,1,-9,13 over 4,1.535714286,0,-1.535714286
13-Mar-98,1998,1,Midwest,12,Florida St.,ACC,96,5,TCU,CUSA,87,,9,-7,12 over 5,1.107142857,0,-1.107142857
13-Mar-98,1998,1,Midwest,11,Western Michigan,MAC,75,6,Clemson,ACC,72,,3,-5,11 over 6,1.078571429,0,-1.078571429
13-Mar-98,1998,1,Midwest,1,Kansas,B12,110,16,Prairie View A&M,SWAC,52,,58,15,,0.007142857,0,-0.007142857
13-Mar-98,1998,1,Midwest,2,Purdue,B10,95,15,Delaware,CAA,56,,39,13,,0.064285714,0,-0.064285714
13-Mar-98,1998,1,Midwest,3,Stanford,P10,67,14,Charleston Southern,BSth,57,,10,11,,0.164285714,0,-0.164285714
13-Mar-98,1998,1,Midwest,8,Rhode Island,A10,97,9,Murray St.,OVC,74,,23,1,,0.6,0,-0.6
13-Mar-98,1998,1,South,1,Duke,ACC,99,16,Radford,BSth,63,,36,15,,0.007142857,0,-0.007142857
13-Mar-98,1998,1,South,2,Kentucky,SEC,82,15,South Carolina St.,MEAC,67,,15,13,,0.064285714,0,-0.064285714
13-Mar-98,1998,1,South,3,Michigan,B10,80,14,Davidson,SC,61,,19,11,,0.164285714,0,-0.164285714
13-Mar-98,1998,1,South,4,New Mexico,MWC,79,13,Butler,Horz,62,,17,9,,0.25,0,-0.25
13-Mar-98,1998,1,South,5,Syracuse,BE,63,12,Iona,MAAC,61,,2,7,,0.514285714,0,-0.514285714
13-Mar-98,1998,1,South,6,UCLA,P10,65,11,Miami FL,BE,62,,3,5,,0.614285714,0,-0.614285714
13-Mar-98,1998,1,South,8,Oklahoma St.,B12,74,9,George Washington,A10,59,,15,1,,0.6,0,-0.6
13-Mar-98,1998,1,Midwest,10,Detroit,Horz,66,7,St. John's,BE,64,,2,-3,10 over 7,0.9,0,-0.9
13-Mar-98,1998,1,South,10,Saint Louis,CUSA,51,7,Massachusetts,A10,46,,5,-3,10 over 7,0.9,0,-0.9
14-Mar-98,1998,2,West,10,West Virginia,BE,75,2,Cincinnati,CUSA,74,,1,-8,10 over 2,2.371428571,1,-1.371428571
14-Mar-98,1998,2,East,1,North Carolina,ACC,93,8,Charlotte,CUSA,83,1 OT,10,7,,0.7,1,0.3
14-Mar-98,1998,2,East,2,Connecticut,BE,78,7,Indiana,B10,68,,10,5,,0.9,1,0.1
14-Mar-98,1998,2,East,4,Michigan St.,B10,63,5,Princeton,Ivy,56,,7,1,,1.107142857,1,-0.107142857
14-Mar-98,1998,2,East,11,Washington,P10,87,14,Richmond,A10,66,,21,3,,0.164285714,1,0.835714286
14-Mar-98,1998,2,West,1,Arizona,P10,82,9,Illinois St.,MVC,49,,33,8,,0.6,1,0.4
14-Mar-98,1998,2,West,3,Utah,MWC,75,6,Arkansas,SEC,69,,6,3,,1.078571429,1,-0.078571429
14-Mar-98,1998,2,West,4,Maryland,ACC,67,5,Illinois,B10,61,,6,1,,1.107142857,1,-0.107142857
15-Mar-98,1998,2,Midwest,8,Rhode Island,A10,80,1,Kansas,B12,75,,5,-7,8 over 1,3.357142857,1,-2.357142857
15-Mar-98,1998,2,Midwest,2,Purdue,B10,80,10,Detroit,Horz,65,,15,8,,0.621428571,1,0.378571429
15-Mar-98,1998,2,Midwest,3,Stanford,P10,83,11,Western Michigan,MAC,65,,18,8,,0.614285714,1,0.385714286
15-Mar-98,1998,2,South,1,Duke,ACC,79,8,Oklahoma St.,B12,73,,6,7,,0.7,1,0.3
15-Mar-98,1998,2,South,2,Kentucky,SEC,88,10,Saint Louis,CUSA,61,,27,8,,0.621428571,1,0.378571429
15-Mar-98,1998,2,South,6,UCLA,P10,85,3,Michigan,B10,82,,3,-3,6 over 3,1.864285714,1,-0.864285714
15-Mar-98,1998,2,Midwest,13,Valparaiso,MCon,83,12,Florida St.,ACC,77,1 OT,6,-1,,0.514285714,1,0.485714286
15-Mar-98,1998,2,South,5,Syracuse,BE,56,4,New Mexico,MWC,46,,10,-1,,1.535714286,1,-0.535714286
19-Mar-98,1998,3,East,1,North Carolina,ACC,73,4,Michigan St.,B10,58,,15,3,,1.535714286,2,0.464285714
19-Mar-98,1998,3,East,2,Connecticut,BE,75,11,Washington,P10,74,,1,9,,0.614285714,2,1.385714286
19-Mar-98,1998,3,West,1,Arizona,P10,87,4,Maryland,ACC,79,,8,3,,1.535714286,2,0.464285714
19-Mar-98,1998,3,West,3,Utah,MWC,65,10,West Virginia,BE,62,,3,7,,0.621428571,2,1.378571429
20-Mar-98,1998,3,Midwest,8,Rhode Island,A10,74,13,Valparaiso,MCon,68,,6,5,,0.25,2,1.75
20-Mar-98,1998,3,South,1,Duke,ACC,80,5,Syracuse,BE,67,,13,4,,1.107142857,2,0.892857143
20-Mar-98,1998,3,South,2,Kentucky,SEC,94,6,UCLA,P10,68,,26,4,,1.078571429,2,0.921428571
20-Mar-98,1998,3,Midwest,3,Stanford,P10,67,2,Purdue,B10,59,,8,-1,,2.371428571,2,-0.371428571
21-Mar-98,1998,4,East,1,North Carolina,ACC,75,2,Connecticut,BE,64,,11,1,,2.371428571,3,0.628571429
21-Mar-98,1998,4,West,3,Utah,MWC,76,1,Arizona,P10,51,,25,-2,,3.357142857,3,-0.357142857
22-Mar-98,1998,4,Midwest,3,Stanford,P10,79,8,Rhode Island,A10,77,,2,5,,0.7,3,2.3
22-Mar-98,1998,4,South,2,Kentucky,SEC,86,1,Duke,ACC,84,,2,-1,,3.357142857,3,-0.357142857
28-Mar-98,1998,5,Final Four,2,Kentucky,SEC,86,3,Stanford,P10,85,1 OT,1,1,,1.864285714,4,2.135714286
28-Mar-98,1998,5,Final Four,3,Utah,MWC,65,1,North Carolina,ACC,59,,6,-2,,3.357142857,4,0.642857143
30-Mar-98,1998,6,Championship,2,Kentucky,SEC,78,3,Utah,MWC,69,,9,1,,1.864285714,5,3.135714286
11-Mar-99,1999,1,West,14,Weber St.,BSky,76,3,North Carolina,ACC,74,,2,-11,14 over 3,1.864285714,0,-1.864285714
11-Mar-99,1999,1,South,12,Detroit,Horz,56,5,UCLA,P10,53,,3,-7,12 over 5,1.107142857,0,-1.107142857
11-Mar-99,1999,1,South,1,Auburn,SEC,80,16,Winthrop,BSth,41,,39,15,,0.007142857,0,-0.007142857
11-Mar-99,1999,1,South,2,Maryland,ACC,82,15,Valparaiso,MCon,60,,22,13,,0.064285714,0,-0.064285714
11-Mar-99,1999,1,South,3,St. John's,BE,69,14,Samford,ASun,43,,26,11,,0.164285714,0,-0.164285714
11-Mar-99,1999,1,South,4,Ohio St.,B10,72,13,Murray St.,OVC,58,,14,9,,0.25,0,-0.25
11-Mar-99,1999,1,South,6,Indiana,B10,108,11,George Washington,A10,88,,20,5,,0.614285714,0,-0.614285714
11-Mar-99,1999,1,West,1,Connecticut,BE,91,16,UTSA,Slnd,66,,25,15,,0.007142857,0,-0.007142857
11-Mar-99,1999,1,West,2,Stanford,P10,69,15,Alcorn St.,SWAC,57,,12,13,,0.064285714,0,-0.064285714
11-Mar-99,1999,1,West,4,Arkansas,SEC,94,13,Siena,MAAC,80,,14,9,,0.25,0,-0.25
11-Mar-99,1999,1,West,5,Iowa,B10,77,12,UAB,CUSA,64,,13,7,,0.514285714,0,-0.514285714
11-Mar-99,1999,1,West,6,Florida,SEC,75,11,Penn,Ivy,61,,14,5,,0.614285714,0,-0.614285714
11-Mar-99,1999,1,South,10,Creighton,MVC,62,7,Louisville,CUSA,58,,4,-3,10 over 7,0.9,0,-0.9
11-Mar-99,1999,1,West,10,Gonzaga,WCC,75,7,Minnesota,B10,63,,12,-3,10 over 7,0.9,0,-0.9
11-Mar-99,1999,1,South,9,Oklahoma St.,B12,69,8,Syracuse,BE,61,,8,-1,,0.7,0,-0.7
11-Mar-99,1999,1,West,9,New Mexico,MWC,61,8,Missouri,B12,59,,2,-1,,0.7,0,-0.7
12-Mar-99,1999,1,Midwest,13,Oklahoma,B12,61,4,Arizona,P10,60,,1,-9,13 over 4,1.535714286,0,-1.535714286
12-Mar-99,1999,1,East,12,Missouri St.,MVC,43,5,Wisconsin,B10,32,,11,-7,12 over 5,1.107142857,0,-1.107142857
12-Mar-99,1999,1,East,1,Duke,ACC,99,16,Florida A&M,MEAC,58,,41,15,,0.007142857,0,-0.007142857
12-Mar-99,1999,1,East,2,Miami FL,BE,75,15,Lafayette,Pat,54,,21,13,,0.064285714,0,-0.064285714
12-Mar-99,1999,1,East,3,Cincinnati,CUSA,72,14,George Mason,CAA,48,,24,11,,0.164285714,0,-0.164285714
12-Mar-99,1999,1,East,4,Tennessee,SEC,62,13,Delaware,CAA,52,,10,9,,0.25,0,-0.25
12-Mar-99,1999,1,East,6,Temple,A10,61,11,Kent St.,MAC,54,,7,5,,0.614285714,0,-0.614285714
12-Mar-99,1999,1,Midwest,1,Michigan St.,B10,76,16,Mount St. Mary's,NEC,53,,23,15,,0.007142857,0,-0.007142857
12-Mar-99,1999,1,Midwest,2,Utah,MWC,80,15,Arkansas St.,SB,58,,22,13,,0.064285714,0,-0.064285714
12-Mar-99,1999,1,Midwest,3,Kentucky,SEC,82,14,New Mexico St.,SB,60,,22,11,,0.164285714,0,-0.164285714
12-Mar-99,1999,1,Midwest,5,Charlotte,CUSA,81,12,Rhode Island,A10,70,1 OT,11,7,,0.514285714,0,-0.514285714
12-Mar-99,1999,1,Midwest,6,Kansas,B12,95,11,Evansville,MVC,74,,21,5,,0.614285714,0,-0.614285714
12-Mar-99,1999,1,East,10,Purdue,B10,58,7,Texas,B12,54,,4,-3,10 over 7,0.9,0,-0.9
12-Mar-99,1999,1,Midwest,10,Miami OH,MAC,59,7,Washington,P10,58,,1,-3,10 over 7,0.9,0,-0.9
12-Mar-99,1999,1,East,9,Tulsa,WAC,62,8,Charleston Southern,BSth,53,,9,-1,,0.7,0,-0.7
12-Mar-99,1999,1,Midwest,9,Mississippi,SEC,72,8,Villanova,BE,70,,2,-1,,0.7,0,-0.7
13-Mar-99,1999,2,West,10,Gonzaga,WCC,82,2,Stanford,P10,74,,8,-8,10 over 2,2.371428571,1,-1.371428571
13-Mar-99,1999,2,South,1,Auburn,SEC,81,9,Oklahoma St.,B12,74,,7,8,,0.6,1,0.4
13-Mar-99,1999,2,South,2,Maryland,ACC,75,10,Creighton,MVC,63,,12,8,,0.621428571,1,0.378571429
13-Mar-99,1999,2,South,3,St. John's,BE,86,6,Indiana,B10,61,,25,3,,1.078571429,1,-0.078571429
13-Mar-99,1999,2,South,4,Ohio St.,B10,75,12,Detroit,Horz,44,,31,8,,0.514285714,1,0.485714286
13-Mar-99,1999,2,West,1,Connecticut,BE,78,9,New Mexico,MWC,56,,22,8,,0.6,1,0.4
